$Lewiston withdrawals year 2017 YC 06/22/22,,,
",,,",,,
Julian Day,Fish Hatchery,Power Plant + River,Clear Creek Intake
5.958,1.1321415,3.1134245,2.7168
6,1.1321415,3.1134245,0.0283
6.042,1.1321415,3.1134245,0.0283
6.083,1.1321415,3.1134245,0.0283
6.125,1.1321415,3.1134245,0.0283
6.167,1.1321415,3.1134245,0.0283
6.208,1.1321415,3.1134245,0.0283
6.25,1.1321415,3.1134245,0.0283
6.292,1.1321415,3.1134245,0.0283
6.333,1.1321415,3.1134245,0.0283
6.375,1.1321415,3.1134245,0.0283
6.417,1.1321415,3.1134245,0.0283
6.458,1.1321415,3.1134245,0.0283
6.5,1.1321415,3.1134245,0.0283
6.542,1.1321415,3.1134245,0.0283
6.583,1.1321415,3.1134245,0.0283
6.625,1.1321415,3.1134245,0.0283
6.667,1.1321415,3.1134245,2.3489
6.708,1.1321415,3.1134245,36.4504
6.75,1.1321415,3.1134245,38.205
6.792,1.1321415,3.1134245,37.922
6.833,1.1321415,3.1134245,38.3182
6.875,1.1321415,3.1134245,36.8183
6.917,1.1321415,3.1134245,2.4338
6.958,1.1321415,3.1134245,0.0283
7,1.1321415,3.1134245,0.0283
7.042,1.1321415,3.1134245,0.0283
7.083,1.1321415,3.1134245,0.0283
7.125,1.1321415,3.1134245,0.0283
7.167,1.1321415,3.1134245,0.0283
7.208,1.1321415,3.1134245,0.0283
7.25,1.1290002,3.104793,0.0283
7.292,1.1352828,3.1220843,0.0283
7.333,1.1321415,3.1134245,0.0283
7.375,1.1321415,3.1134245,0.0283
7.417,1.1321415,3.1134245,0.0283
7.458,1.1290002,3.104793,0.0283
7.5,1.1352828,3.1220843,0.4528
7.542,1.1321415,3.1134245,0.0283
7.583,1.1321415,3.1134245,0.0283
7.625,1.1290002,3.104793,0.0283
7.667,1.1321415,3.1134245,2.3772
7.708,1.1321415,3.1134245,36.5353
7.75,1.1352828,3.1220843,37.9786
7.792,1.1321415,3.1134245,38.205
7.833,1.1290002,3.104793,38.2333
7.875,1.1321415,3.1134245,36.79
7.917,1.1321415,3.1134245,4.245
7.958,1.1321415,3.1134245,0.1698
8,1.1352828,3.1220843,1.3867
8.042,1.1290002,3.104793,2.9432
8.083,1.1321415,3.1134245,2.9998
8.125,1.1321415,3.1134245,0.283
8.167,1.1321415,3.1134245,0.0283
8.208,1.1321415,3.1134245,0.0283
8.25,1.1321415,3.1134245,0.0283
8.292,1.1321415,3.1134245,0.0283
8.333,1.1321415,3.1134245,0.0283
8.375,1.1321415,3.1134245,0.0283
8.417,1.1321415,3.1134245,0.0283
8.458,1.1321415,3.1134245,0.0283
8.5,1.1321415,3.1134245,0.0283
8.542,1.1321415,3.1134245,0.0283
8.583,1.1321415,3.1134245,0.0283
8.625,1.1321415,3.1134245,0.0283
8.667,1.1321415,3.1134245,1.3584
8.708,1.1321415,3.1134245,2.8866
8.75,1.1321415,3.1134245,12.2539
8.792,1.1321415,3.1134245,12.9897
8.833,1.1321415,3.1134245,12.9897
8.875,1.1321415,3.1134245,12.9331
8.917,1.1321415,3.1134245,12.6218
8.958,1.1321415,3.1134245,7.6693
9,1.1321415,3.1134245,6.8769
9.042,1.1321415,3.1134245,0.5094
9.083,1.1321415,3.1134245,0.0283
9.125,1.1321415,3.1134245,0.0283
9.167,1.1321415,3.1134245,0.0283
9.208,1.1321415,3.1134245,0.0283
9.25,1.1321415,3.1134245,0.0283
9.292,1.1321415,3.1134245,1.4433
9.333,1.1290002,3.104793,2.83
9.375,1.1321415,3.1134245,0.283
9.417,1.1352828,3.1220843,0.0283
9.458,1.1321415,3.1134245,0.0283
9.5,1.1321415,3.1134245,1.7263
9.542,1.1290002,3.104793,14.716
9.583,1.1321415,3.1134245,15.1122
9.625,1.1352828,3.1220843,3.4809
9.667,1.1321415,3.1134245,2.5753
9.708,1.1290002,3.104793,3.7922
9.75,1.1321415,3.1134245,36.3372
9.792,1.1321415,3.1134245,37.7805
9.833,1.1321415,3.1134245,38.3748
9.875,1.1352828,3.1220843,37.1296
9.917,1.1290002,3.104793,4.0469
9.958,1.1321415,3.1134245,2.6319
10,1.1321415,3.1134245,2.7168
10.042,1.1321415,3.1134245,2.5753
10.083,1.1321415,3.1134245,2.6319
10.125,1.1321415,3.1134245,2.547
10.167,1.1321415,3.1134245,2.6319
10.208,1.1321415,3.1134245,2.6885
10.25,1.1321415,3.1134245,2.7734
10.292,1.1321415,3.1134245,3.8488
10.333,1.1321415,3.1134245,7.6693
10.375,1.1321415,3.1134245,4.0752
10.417,1.1321415,3.1134245,0.6509
10.458,1.1321415,3.1134245,0.0283
10.5,1.1321415,3.1134245,0.0283
10.542,1.1321415,3.1134245,0.0283
10.583,1.1321415,3.1134245,0.0283
10.625,1.1321415,3.1134245,0.0283
10.667,1.1321415,3.1134245,0.0283
10.708,1.1321415,3.1134245,1.7829
10.75,1.1321415,3.1134245,12.5935
10.792,1.1321415,3.1134245,12.8482
10.833,1.1321415,3.1134245,3.5092
10.875,1.1321415,3.1134245,2.6036
10.917,1.1321415,3.1134245,0.3962
10.958,1.1321415,3.1134245,0.0283
11,1.1321415,3.1134245,1.3584
11.042,1.1321415,3.1134245,6.226
11.083,1.1290002,3.104793,7.1316
11.125,1.1321415,3.1134245,38.205
11.167,1.1352828,3.1220843,41.1482
11.208,1.1321415,3.1134245,46.0724
11.25,1.1321415,3.1134245,47.0063
11.292,1.1290002,3.104793,45.0253
11.333,1.1321415,3.1134245,44.3461
11.375,1.1321415,3.1134245,2.8583
11.417,1.1352828,3.1220843,0.0283
11.458,1.1321415,3.1134245,0.0283
11.5,1.1290002,3.104793,0.0283
11.542,1.1321415,3.1134245,0.0283
11.583,1.1321415,3.1134245,0.0283
11.625,1.1321415,3.1134245,0.0283
11.667,1.1321415,3.1134245,0.0283
11.708,1.1352828,3.1220843,0.0283
11.75,1.1290002,3.104793,0.0283
11.792,1.1321415,3.1134245,0.0283
11.833,1.1321415,3.1134245,0.0283
11.875,1.1321415,3.1134245,0.0283
11.917,1.1321415,3.1134245,0.0283
11.958,1.1321415,3.1134245,0.0283
12,1.1321415,3.1134245,0.0283
12.042,1.1321415,3.1134245,0.0283
12.083,1.1321415,3.1134245,0.0283
12.125,1.1321415,3.1134245,0.0283
12.167,1.1321415,3.1134245,0.0283
12.208,1.1321415,3.1134245,0.0283
12.25,1.1321415,3.1134245,0.0283
12.292,1.1321415,3.1134245,0.0283
12.333,1.1321415,3.1134245,0.0283
12.375,1.1321415,3.1134245,0.0283
12.417,1.1321415,3.1134245,0.0283
12.458,1.1164067,3.0701538,0.3113
12.5,1.1321415,3.1134245,0.3962
12.542,1.1321415,3.1134245,0.3962
12.583,1.1321415,3.1134245,0.3962
12.625,1.1321415,3.1134245,0.3962
12.667,1.1321415,3.1134245,0.3962
12.708,1.1321415,3.1134245,0.3962
12.75,1.1321415,3.1134245,0.3962
12.792,1.1321415,3.1134245,0.3962
12.833,1.1321415,3.1134245,0.3962
12.875,1.1321415,3.1134245,0.3962
12.917,1.1321415,3.1134245,0.3962
12.958,1.1321415,3.1134245,0.3962
13,1.1321415,3.1134245,0.3962
13.042,1.1321415,3.1134245,0.3962
13.083,1.1321415,3.1134245,0.3962
13.125,1.1321415,3.1134245,0.3962
13.167,1.1321415,3.1134245,0.3962
13.208,1.1290002,3.104793,0.3962
13.25,1.1352828,3.1220843,0.3962
13.292,1.1290002,3.104793,0.3962
13.333,1.1321415,3.1134245,0.3962
13.375,1.1321415,3.1134245,0.3962
13.417,1.1352828,3.1220843,0.3962
13.458,1.1321415,3.1134245,0.3962
13.5,1.1321415,3.1134245,0.4245
13.542,1.1321415,3.1134245,0.3962
13.583,1.1321415,3.1134245,0.4528
13.625,1.1290002,3.104793,0.3962
13.667,1.1321415,3.1134245,0.3962
13.708,1.1321415,3.1134245,0.3962
13.75,1.1321415,3.1134245,0.3962
13.792,1.1321415,3.1134245,0.4811
13.833,1.1352828,3.1220843,7.5561
13.875,1.1321415,3.1134245,8.3485
13.917,1.1290002,3.104793,0.7358
13.958,1.1321415,3.1134245,0.3962
14,1.1321415,3.1134245,0.3962
14.042,1.1321415,3.1134245,0.3962
14.083,1.1321415,3.1134245,0.3962
14.125,1.1321415,3.1134245,0.3962
14.167,1.1321415,3.1134245,0.3962
14.208,1.1321415,3.1134245,0.3962
14.25,1.1321415,3.1134245,0.3962
14.292,1.1321415,3.1134245,1.2735
14.333,1.1321415,3.1134245,18.2535
14.375,1.1321415,3.1134245,18.7912
14.417,1.1321415,3.1134245,18.0837
14.458,1.1321415,3.1134245,2.0376
14.5,1.1321415,3.1134245,0.3962
14.542,1.1321415,3.1134245,0.3962
14.583,1.1321415,3.1134245,0.3962
14.625,1.1321415,3.1134245,0.3962
14.667,1.1321415,3.1134245,0.3962
14.708,1.1321415,3.1134245,0.3962
14.75,1.1321415,3.1134245,1.2735
14.792,1.1321415,3.1134245,13.7255
14.833,1.1321415,3.1134245,18.7063
14.875,1.1321415,3.1134245,18.9044
14.917,1.1321415,3.1134245,18.9327
14.958,1.1321415,3.1134245,18.7346
15,1.1321415,3.1134245,18.3667
15.042,1.1321415,3.1134245,13.7538
15.083,1.1321415,3.1134245,12.6501
15.125,1.1321415,3.1134245,14.0368
15.167,1.1321415,3.1134245,13.9802
15.208,1.1321415,3.1134245,13.8387
15.25,1.1321415,3.1134245,13.6123
15.292,1.1321415,3.1134245,13.9519
15.333,1.1321415,3.1134245,12.452
15.375,1.1321415,3.1134245,10.3861
15.417,1.1290002,3.104793,9.8484
15.458,1.1321415,3.1134245,1.6131
15.5,1.1352828,3.1220843,0.3962
15.542,1.1321415,3.1134245,0.3962
15.583,1.1321415,3.1134245,0.3962
15.625,1.1321415,3.1134245,0.3962
15.667,1.1290002,3.104793,0.3962
15.708,1.1321415,3.1134245,0.3962
15.75,1.1321415,3.1134245,0.3962
15.792,1.1321415,3.1134245,0.3962
15.833,1.1321415,3.1134245,0.3962
15.875,1.1352828,3.1220843,0.3962
15.917,1.1321415,3.1134245,0.3962
15.958,1.1290002,3.104793,0.3962
16,1.1321415,3.1134245,0.3962
16.042,1.1321415,3.1134245,0.3962
16.083,1.1321415,3.1134245,0.3962
16.125,1.1321415,3.1134245,0.3962
16.167,1.1321415,3.1134245,0.3962
16.208,1.1321415,3.1134245,0.3962
16.25,1.1321415,3.1134245,0.3962
16.292,1.1321415,3.1134245,0.3962
16.333,1.1321415,3.1134245,0.9056
16.375,1.1321415,3.1134245,4.1035
16.417,1.1321415,3.1134245,4.0752
16.458,1.1321415,3.1134245,4.0469
16.5,1.1321415,3.1134245,4.0186
16.542,1.1321415,3.1134245,3.3677
16.583,1.1321415,3.1134245,2.7734
16.625,1.1321415,3.1134245,4.0469
16.667,1.1321415,3.1134245,4.1318
16.708,1.1321415,3.1134245,4.2733
16.75,1.1321415,3.1134245,4.1884
16.792,1.1321415,3.1134245,1.7829
16.833,1.1321415,3.1134245,1.3584
16.875,1.1321415,3.1134245,2.8583
16.917,1.1321415,3.1134245,2.6602
16.958,1.1321415,3.1134245,8.7164
17,1.1321415,3.1134245,5.0374
17.042,1.1321415,3.1134245,0.6792
17.083,1.1321415,3.1134245,0.3962
17.125,1.1321415,3.1134245,0.3962
17.167,1.1321415,3.1134245,0.3962
17.208,1.1321415,3.1134245,0.3962
17.25,1.1321415,3.1134245,0.3962
17.292,1.1321415,3.1134245,0.3962
17.333,1.1290002,3.104793,0.3962
17.375,1.1352828,3.1220843,0.3962
17.417,1.1321415,3.1134245,0.3962
17.458,1.1321415,3.1134245,0.3962
17.5,1.1321415,3.1134245,0.3962
17.542,1.1290002,3.104793,0.3962
17.583,1.1321415,3.1134245,0.3962
17.625,1.1321415,3.1134245,0.3962
17.667,1.1321415,3.1134245,0.3962
17.708,1.1352828,3.1220843,0.3962
17.75,1.1321415,3.1134245,0.3962
17.792,1.1321415,3.1134245,0.3962
17.833,1.1290002,3.104793,0.3962
17.875,1.1321415,3.1134245,0.3962
17.917,1.1321415,3.1134245,0.3962
17.958,1.1321415,3.1134245,0.3962
18,1.1321415,3.1134245,0.3962
18.042,1.1321415,3.1134245,0.3962
18.083,1.1321415,3.1134245,0.3962
18.125,1.1321415,3.1134245,0.3962
18.167,1.1321415,3.1134245,0.3962
18.208,1.1321415,3.1134245,0.3962
18.25,1.1321415,3.1134245,0.3962
18.292,1.1321415,3.1134245,0.3962
18.333,1.1321415,3.1134245,0.3962
18.375,1.1321415,3.1134245,0.3962
18.417,1.1321415,3.1134245,0.3962
18.458,1.1321415,3.1134245,0.3962
18.5,1.1321415,3.1134245,0.3962
18.542,1.1321415,3.1134245,0.3962
18.583,1.1321415,3.1134245,0.3962
18.625,1.1321415,3.1134245,0.3962
18.667,1.1321415,3.1134245,0.3962
18.708,1.1321415,3.1134245,0.3962
18.75,1.1321415,3.1134245,0.3962
18.792,1.1321415,3.1134245,0.3962
18.833,1.1321415,3.1134245,0.3962
18.875,1.1321415,3.1134245,0.3962
18.917,1.1321415,3.1134245,0.3962
18.958,1.1321415,3.1134245,0.3962
19,1.1321415,3.1134245,0.3962
19.042,1.1321415,3.1134245,0.3962
19.083,1.1321415,3.1134245,0.3962
19.125,1.1321415,3.1134245,0.3962
19.167,1.1321415,3.1134245,0.3962
19.208,1.1290002,3.104793,0.3962
19.25,1.1321415,3.1134245,0.3962
19.292,1.1352828,3.1220843,0.3962
19.333,1.1321415,3.1134245,0.3962
19.375,1.1321415,3.1134245,0.5094
19.417,1.1321415,3.1134245,1.7263
19.458,1.1321415,3.1134245,3.1979
19.5,1.1290002,3.104793,3.679
19.542,1.1321415,3.1134245,4.7544
19.583,1.1321415,3.1134245,3.2545
19.625,1.1321415,3.1134245,0.3962
19.667,1.1321415,3.1134245,1.3867
19.708,1.1352828,3.1220843,1.981
19.75,1.1321415,3.1134245,3.962
19.792,1.1290002,3.104793,3.8771
19.833,1.1321415,3.1134245,4.0469
19.875,1.1321415,3.1134245,0.5943
19.917,1.1321415,3.1134245,0.3962
19.958,1.1321415,3.1134245,0.3962
20,1.1321415,3.1134245,0.3962
20.042,1.1321415,3.1134245,0.3962
20.083,1.1321415,3.1134245,0.3962
20.125,1.1321415,3.1134245,0.3962
20.167,1.1321415,3.1134245,0.3962
20.208,1.1321415,3.1134245,0.3962
20.25,1.1321415,3.1134245,0.5094
20.292,1.1321415,3.1134245,1.698
20.333,1.1321415,3.1134245,3.6224
20.375,1.1321415,3.1134245,0.6792
20.417,1.1321415,3.1134245,0.3962
20.458,1.1321415,3.1134245,0.3962
20.5,1.1321415,3.1134245,0.3962
20.542,1.1321415,3.1134245,0.3962
20.583,1.1321415,3.1134245,0.3962
20.625,1.1321415,3.1134245,0.3962
20.667,1.1321415,3.1134245,0.3962
20.708,1.1321415,3.1134245,0.849
20.75,1.1321415,3.1134245,8.9994
20.792,1.1321415,3.1134245,18.4516
20.833,1.1321415,3.1134245,18.4516
20.875,1.1321415,3.1134245,3.2545
20.917,1.1321415,3.1134245,0.4528
20.958,1.1321415,3.1134245,0.3962
21,1.1321415,3.1134245,0.3962
21.042,1.1321415,3.1134245,0.3962
21.083,1.1321415,3.1134245,0.3962
21.125,1.1290002,3.104793,0.3962
21.167,1.1352828,3.1220843,0.3962
21.208,1.1321415,3.1134245,0.3962
21.25,1.1321415,3.1134245,0.3962
21.292,1.1321415,3.1134245,0.3962
21.333,1.1290002,3.104793,0.3962
21.375,1.1321415,3.1134245,0.3962
21.417,1.1321415,3.1134245,0.3962
21.458,1.1352828,3.1220843,0.3962
21.5,1.1321415,3.1134245,0.3962
21.542,1.1290002,3.104793,0.3962
21.583,1.1321415,3.1134245,0.3962
21.625,1.1321415,3.1134245,0.3962
21.667,1.1321415,3.1134245,0.3962
21.708,1.1321415,3.1134245,0.9622
21.75,1.1352828,3.1220843,17.0366
21.792,1.1290002,3.104793,17.4045
21.833,1.1321415,3.1134245,17.5177
21.875,1.1321415,3.1134245,16.697
21.917,1.1321415,3.1134245,0.7358
21.958,1.1321415,3.1134245,0.3962
22,1.1321415,3.1134245,0.3962
22.042,1.1321415,3.1134245,0.3962
22.083,1.1321415,3.1134245,0.3962
22.125,1.1321415,3.1134245,0.3962
22.167,1.1321415,3.1134245,0.3962
22.208,1.1321415,3.1134245,0.3962
22.25,1.1321415,3.1134245,0.4528
22.292,1.1321415,3.1134245,1.4999
22.333,1.1321415,3.1134245,6.6505
22.375,1.1321415,3.1134245,0.8773
22.417,1.1321415,3.1134245,0.3962
22.458,1.1321415,3.1134245,0.3962
22.5,1.1321415,3.1134245,0.3962
22.542,1.1321415,3.1134245,0.3962
22.583,1.1321415,3.1134245,0.3962
22.625,1.1321415,3.1134245,0.3962
22.667,1.1321415,3.1134245,0.3962
22.708,1.1321415,3.1134245,1.0754
22.75,1.1321415,3.1134245,11.0653
22.792,1.1321415,3.1134245,11.3766
22.833,1.1321415,3.1134245,11.3483
22.875,1.1321415,3.1134245,11.2634
22.917,1.1321415,3.1134245,1.5282
22.958,1.1321415,3.1134245,0.3962
23,1.1321415,3.1134245,0.3962
23.042,1.1321415,3.1134245,0.3962
23.083,1.1321415,3.1134245,0.3962
23.125,1.1321415,3.1134245,0.3962
23.167,1.1321415,3.1134245,0.3962
23.208,1.1321415,3.1134245,0.3962
23.25,1.1290002,3.104793,0.3962
23.292,1.1321415,3.1134245,7.8108
23.333,1.1352828,3.1220843,11.7162
23.375,1.1321415,3.1134245,8.49
23.417,1.1321415,3.1134245,8.4051
23.458,1.1321415,3.1134245,8.3768
23.5,1.1321415,3.1134245,3.113
23.542,1.1290002,3.104793,0.4245
23.583,1.1321415,3.1134245,5.6883
23.625,1.1321415,3.1134245,12.2539
23.667,1.1321415,3.1134245,0.3962
23.708,1.1321415,3.1134245,0.3962
23.75,1.1321415,3.1134245,0.3962
23.792,1.1321415,3.1134245,0.3962
23.833,1.1352828,3.1220843,0.3962
23.875,1.1321415,3.1134245,0.3962
23.917,1.1290002,3.104793,0.3962
23.958,1.1321415,3.1134245,0.3962
24,1.1321415,3.1134245,0.3962
24.042,1.1321415,3.1134245,0.3962
24.083,1.1321415,3.1134245,0.3962
24.125,1.1321415,3.1134245,0.3962
24.167,1.1321415,3.1134245,0.3962
24.208,1.1321415,3.1134245,0.3962
24.25,1.1321415,3.1134245,0.4528
24.292,1.1321415,3.1134245,0.3962
24.333,1.1321415,3.1134245,0.3962
24.375,1.1321415,3.1134245,0.3962
24.417,1.1321415,3.1134245,0.3962
24.458,1.1321415,3.1134245,4.0752
24.5,1.1321415,3.1134245,3.2828
24.542,1.1321415,3.1134245,0.3962
24.583,1.1321415,3.1134245,0.3962
24.625,1.1321415,3.1134245,0.3962
24.667,1.1321415,3.1134245,0.3962
24.708,1.1321415,3.1134245,0.6226
24.75,1.1321415,3.1134245,4.4997
24.792,1.1321415,3.1134245,9.8201
24.833,1.1321415,3.1134245,0.3962
24.875,1.1321415,3.1134245,0.3962
24.917,1.1321415,3.1134245,0.3962
24.958,1.1321415,3.1134245,0.3962
25,1.1321415,3.1134245,0.3962
25.042,1.1321415,3.1134245,0.3962
25.083,1.1321415,3.1134245,0.3962
25.125,1.1290002,3.104793,0.3962
25.167,1.1352828,3.1220843,0.3962
25.208,1.1321415,3.1134245,0.3962
25.25,1.1321415,3.1134245,0.3962
25.292,1.1290002,3.104793,0.3962
25.333,1.1352828,3.1220843,0.3962
25.375,1.1321415,3.1134245,0.3962
25.417,1.1290002,3.104793,0.3962
25.458,1.1321415,3.1134245,0.3962
25.5,1.1352828,3.1220843,0.3962
25.542,1.1290002,3.104793,0.3962
25.583,1.1321415,3.1134245,0.3962
25.625,1.1321415,3.1134245,2.8866
25.667,1.1352828,3.1220843,1.981
25.708,1.1290002,3.104793,0.3962
25.75,1.1321415,3.1134245,0.3962
25.792,1.1352828,3.1220843,0.3962
25.833,1.1290002,3.104793,0.3962
25.875,1.1321415,3.1134245,0.3962
25.917,1.1321415,3.1134245,0.3962
25.958,1.1321415,3.1134245,0.3962
26,1.1321415,3.1134245,0.3962
26.042,1.1321415,3.1134245,0.3962
26.083,1.1321415,3.1134245,0.3962
26.125,1.1321415,3.1134245,0.3962
26.167,1.1321415,3.1134245,0.3962
26.208,1.1321415,3.1134245,1.2169
26.25,1.1321415,3.1134245,1.7829
26.292,1.1321415,3.1134245,8.9428
26.333,1.1321415,3.1134245,3.679
26.375,1.1321415,3.1134245,3.5375
26.417,1.1321415,3.1134245,4.6129
26.458,1.1321415,3.1134245,3.113
26.5,1.1321415,3.1134245,2.4055
26.542,1.1321415,3.1134245,17.7158
26.583,1.1321415,3.1134245,3.3677
26.625,1.1321415,3.1134245,12.7067
26.667,1.1321415,3.1134245,13.2727
26.708,1.1321415,3.1134245,12.7633
26.75,1.1321415,3.1134245,1.3867
26.792,1.1321415,3.1134245,0.3962
26.833,1.1321415,3.1134245,0.3962
26.875,1.1321415,3.1134245,0.3962
26.917,1.1321415,3.1134245,0.3962
26.958,1.1321415,3.1134245,0.3962
27,1.1321415,3.1134245,0.3962
27.042,1.1321415,3.1134245,0.3962
27.083,1.1321415,3.1134245,0.3962
27.125,1.1321415,3.1134245,0.3962
27.167,1.1321415,3.1134245,0.3962
27.208,1.1321415,3.1134245,0.566
27.25,1.1321415,3.1134245,7.4429
27.292,1.1321415,3.1134245,1.7263
27.333,1.1321415,3.1134245,7.0467
27.375,1.1321415,3.1134245,0.566
27.417,1.1321415,3.1134245,0.4245
27.458,1.1321415,3.1134245,0.3962
27.5,1.1321415,3.1134245,0.3962
27.542,1.1321415,3.1134245,0.3962
27.583,1.1290002,3.104793,0.3962
27.625,1.1352828,3.1220843,0.3962
27.667,1.1321415,3.1134245,0.3962
27.708,1.1290002,3.104793,0.3962
27.75,1.1352828,3.1220843,0.3962
27.792,1.1321415,3.1134245,0.3962
27.833,1.1290002,3.104793,0.3962
27.875,1.1321415,3.1134245,0.3962
27.917,1.1352828,3.1220843,0.3962
27.958,1.1290002,3.104793,0.3962
28,1.1321415,3.1134245,0.3962
28.042,1.1352828,3.1220843,0.3962
28.083,1.1290002,3.104793,0.3962
28.125,1.1321415,3.1134245,0.3962
28.167,1.1352828,3.1220843,0.3962
28.208,1.1290002,3.104793,0.4528
28.25,1.1321415,3.1134245,6.4524
28.292,1.1321415,3.1134245,7.1033
28.333,1.1321415,3.1134245,2.6885
28.375,1.1321415,3.1134245,0.3962
28.417,1.1321415,3.1134245,0.3962
28.458,1.1321415,3.1134245,0.3962
28.5,1.1321415,3.1134245,0.3962
28.542,1.1321415,3.1134245,0.3962
28.583,1.1321415,3.1134245,0.3962
28.625,1.1321415,3.1134245,0.3962
28.667,1.1321415,3.1134245,0.3962
28.708,1.1321415,3.1134245,0.3962
