WHI dam release allocation the same as Cal/Val year 2019 YC 08/14/2023,,,
",,,",,,
JDAY,Wdaml,Wdamu,Spill
5.500,0,6.93,0
5.542,0,6.94,0
5.583,0,6.93,0
5.625,0,6.93,0
5.667,0,6.94,0
5.708,0,6.93,0
5.750,0,6.94,0
5.792,0,6.93,0
5.833,0,6.94,0
5.875,0,6.93,0
5.917,0,6.94,0
5.958,0,6.93,0
6.000,0,6.94,0
6.042,0,6.93,0
6.083,0,6.94,0
6.125,0,6.93,0
6.167,0,6.94,0
6.208,0,6.914,0
6.250,0,6.946,0
6.292,0,6.94,0
6.333,0,6.93,0
6.375,0,6.94,0
6.417,0,6.93,0
6.458,0,6.94,0
6.500,0,6.93,0
6.542,0,6.924,0
6.583,0,6.93,0
6.625,0,6.93,0
6.667,0,6.94,0
6.708,0,6.93,0
6.750,0,6.94,0
6.792,0,6.93,0
6.833,0,6.94,0
6.875,0,6.93,0
6.917,0,6.94,0
6.958,0,6.93,0
7.000,0,6.94,0
7.042,0,6.93,0
7.083,0,6.94,0
7.125,0,6.93,0
7.167,0,6.94,0
7.208,0,6.93,0
7.250,0,6.93,0
7.292,0,6.94,0
7.333,0,6.93,0
7.375,0,6.94,0
7.417,0,6.93,0
7.458,0,6.94,0
7.500,0,6.93,0
7.542,0,6.94,0
7.583,0,6.93,0
7.625,0,6.93,0
7.667,0,6.94,0
7.708,0,6.93,0
7.750,0,6.94,0
7.792,0,6.93,0
7.833,0,6.94,0
7.875,0,6.93,0
7.917,0,6.94,0
7.958,0,6.93,0
8.000,0,6.94,0
8.042,0,6.93,0
8.083,0,6.94,0
8.125,0,6.93,0
8.167,0,6.93,0
8.208,0,6.94,0
8.250,0,6.914,0
8.292,0,6.94,0
8.333,0,6.93,0
8.375,0,6.94,0
8.417,0,6.93,0
8.458,0,6.94,0
8.500,0,6.93,0
8.542,0,6.94,0
8.583,0,6.93,0
8.625,0,6.94,0
8.667,0,6.93,0
8.708,0,6.93,0
8.750,0,6.94,0
8.792,0,6.93,0
8.833,0,6.94,0
8.875,0,6.93,0
8.917,0,6.94,0
8.958,0,6.93,0
9.000,0,6.94,0
9.042,0,6.93,0
9.083,0,6.94,0
9.125,0,6.93,0
9.167,0,6.93,0
9.208,0,6.94,0
9.250,0,6.93,0
9.292,0,6.94,0
9.333,0,6.93,0
9.375,0,6.94,0
9.417,0,6.93,0
9.458,0,6.94,0
9.500,0,6.93,0
9.542,0,6.94,0
9.583,0,6.93,0
9.625,0,6.914,0
9.667,0,6.94,0
9.708,0,6.93,0
9.750,0,6.94,0
9.792,0,6.93,0
9.833,0,6.94,0
9.875,0,6.93,0
9.917,0,6.94,0
9.958,0,6.93,0
10.000,0,6.93,0
10.042,0,6.94,0
10.083,0,6.93,0
10.125,0,6.94,0
10.167,0,6.93,0
10.208,0,6.94,0
10.250,0,6.93,0
10.292,0,6.94,0
10.333,0,6.93,0
10.375,0,6.94,0
10.417,0,6.93,0
10.458,0,6.94,0
10.500,0,6.93,0
10.542,0,6.94,0
10.583,0,6.93,0
10.625,0,6.93,0
10.667,0,6.94,0
10.708,0,6.93,0
10.750,0,6.94,0
10.792,0,6.93,0
10.833,0,6.94,0
10.875,0,6.914,0
10.917,0,6.94,0
10.958,0,6.946,0
11.000,0,6.94,0
11.042,0,6.93,0
11.083,0,6.93,0
11.125,0,6.94,0
11.167,0,6.914,0
11.208,0,6.94,0
11.250,0,6.93,0
11.292,0,6.94,0
11.333,0,6.93,0
11.375,0,6.94,0
11.417,0,6.93,0
11.458,0,6.93,0
11.500,0,6.94,0
11.542,0,6.93,0
11.583,0,6.94,0
11.625,0,6.93,0
11.667,0,6.94,0
11.708,0,6.93,0
11.750,0,6.94,0
11.792,0,6.93,0
11.833,0,6.94,0
11.875,0,6.93,0
11.917,0,6.94,0
11.958,0,6.93,0
12.000,0,6.94,0
12.042,0,6.93,0
12.083,0,6.93,0
12.125,0,6.94,0
12.167,0,6.93,0
12.208,0,6.94,0
12.250,0,6.93,0
12.292,0,6.94,0
12.333,0,6.93,0
12.375,0,6.94,0
12.417,0,6.93,0
12.458,0,6.94,0
12.500,0,6.93,0
12.542,0,6.914,0
12.583,0,6.956,0
12.625,0,6.93,0
12.667,0,6.94,0
12.708,0,6.93,0
12.750,0,6.94,0
12.792,0,6.93,0
12.833,0,6.94,0
12.875,0,6.914,0
12.917,0,6.93,0
12.958,0,6.94,0
13.000,0,6.93,0
13.042,0,6.94,0
13.083,0,6.93,0
13.125,0,6.94,0
13.167,0,6.93,0
13.208,0,6.94,0
13.250,0,6.93,0
13.292,0,6.94,0
13.333,0,6.93,0
13.375,0,6.94,0
13.417,0,6.93,0
13.458,0,6.93,0
13.500,0,6.94,0
13.542,0,6.93,0
13.583,0,6.94,0
13.625,0,6.93,0
13.667,0,6.94,0
13.708,0,6.93,0
13.750,0,6.94,0
13.792,0,6.93,0
13.833,0,6.93,0
13.875,0,6.94,0
13.917,0,6.93,0
13.958,0,6.94,0
14.000,0,6.93,0
14.042,0,6.94,0
14.083,0,6.93,0
14.125,0,6.94,0
14.167,0,6.93,0
14.208,0,6.94,0
14.250,0,6.93,0
14.292,0,6.914,0
14.333,0,6.956,0
14.375,0,6.93,0
14.417,0,6.94,0
14.458,0,6.93,0
14.500,0,6.94,0
14.542,0,6.93,0
14.583,0,6.94,0
14.625,0,6.93,0
14.667,0,6.94,0
14.708,0,6.914,0
14.750,0,6.93,0
14.792,0,6.94,0
14.833,0,6.93,0
14.875,0,6.94,0
14.917,0,6.93,0
14.958,0,6.94,0
15.000,0,6.93,0
15.042,0,6.956,0
15.083,0,6.914,0
15.125,0,6.94,0
15.167,0,6.93,0
15.208,0,6.94,0
15.250,0,6.93,0
15.292,0,6.94,0
15.333,0,6.93,0
15.375,0,6.93,0
15.417,0,6.94,0
15.458,0,6.93,0
15.500,0,6.94,0
15.542,0,6.93,0
15.583,0,6.94,0
15.625,0,6.93,0
15.667,0,6.94,0
15.708,0,6.93,0
15.750,0,6.94,0
15.792,0,6.93,0
15.833,0,6.93,0
15.875,0,6.94,0
15.917,0,6.93,0
15.958,0,6.94,0
16.000,0,6.93,0
16.042,0,6.94,0
16.083,0,6.93,0
16.125,0,6.94,0
16.167,0,6.93,0
16.208,0,6.94,0
16.250,0,6.93,0
16.292,0,6.914,0
16.333,0,6.94,0
16.375,0,6.946,0
16.417,0,6.94,0
16.458,0,6.93,0
16.500,0,6.94,0
16.542,0,6.93,0
16.583,0,6.94,0
16.625,0,6.93,0
16.667,0,6.94,0
16.708,0,6.914,0
16.750,0,6.93,0
16.792,0,6.94,0
16.833,0,6.93,0
16.875,0,6.94,0
16.917,0,6.93,0
16.958,0,6.94,0
17.000,0,6.93,0
17.042,0,6.94,0
17.083,0,6.93,0
17.125,0,6.94,0
17.167,0,6.93,0
17.208,0,6.94,0
17.250,0,6.93,0
17.292,0,6.93,0
17.333,0,6.94,0
17.375,0,6.93,0
17.417,0,6.94,0
17.458,0,6.93,0
17.500,0,6.94,0
17.542,0,6.93,0
17.583,0,6.94,0
17.625,0,6.93,0
17.667,0,6.94,0
17.708,0,6.93,0
17.750,0,6.93,0
17.792,0,6.94,0
17.833,0,6.93,0
17.875,0,6.94,0
17.917,0,6.93,0
17.958,0,6.94,0
18.000,0,6.93,0
18.042,0,6.94,0
18.083,0,6.93,0
18.125,0,6.94,0
18.167,0,6.93,0
18.208,0,6.94,0
18.250,0,6.914,0
18.292,0,6.93,0
18.333,0,6.956,0
18.375,0,6.93,0
18.417,0,6.94,0
18.458,0,6.93,0
18.500,0,6.94,0
18.542,0,6.914,0
18.583,0,6.94,0
18.625,0,6.93,0
18.667,0,6.93,0
18.708,0,6.94,0
18.750,0,6.93,0
18.792,0,6.94,0
18.833,0,6.93,0
18.875,0,6.94,0
18.917,0,6.93,0
18.958,0,6.94,0
19.000,0,6.93,0
19.042,0,6.94,0
19.083,0,6.93,0
19.125,0,6.94,0
19.167,0,6.93,0
19.208,0,6.93,0
19.250,0,6.94,0
19.292,0,6.93,0
19.333,0,6.94,0
19.375,0,6.93,0
19.417,0,6.94,0
19.458,0,6.93,0
19.500,0,6.94,0
19.542,0,6.93,0
19.583,0,6.93,0
19.625,0,6.94,0
19.667,0,6.93,0
19.708,0,6.94,0
19.750,0,6.93,0
19.792,0,6.94,0
19.833,0,6.93,0
19.875,0,6.94,0
19.917,0,6.914,0
19.958,0,6.94,0
20.000,0,6.93,0
20.042,0,6.956,0
20.083,0,6.914,0
20.125,0,6.946,0
20.167,0,6.94,0
20.208,0,6.93,0
20.250,0,6.924,0
20.292,0,6.93,0
20.333,0,6.94,0
20.375,0,6.93,0
20.417,0,6.94,0
20.458,0,6.93,0
20.500,0,6.94,0
20.542,0,6.93,0
20.583,0,6.93,0
20.625,0,6.94,0
20.667,0,6.93,0
20.708,0,6.94,0
20.750,0,6.93,0
20.792,0,6.94,0
20.833,0,6.93,0
20.875,0,6.94,0
20.917,0,6.93,0
20.958,0,6.94,0
21.000,0,6.93,0
21.042,0,6.94,0
21.083,0,6.93,0
21.125,0,6.93,0
21.167,0,6.94,0
21.208,0,6.93,0
21.250,0,6.94,0
21.292,0,6.93,0
21.333,0,6.94,0
21.375,0,6.93,0
21.417,0,6.94,0
21.458,0,6.914,0
21.500,0,6.93,0
21.542,0,6.94,0
21.583,0,6.93,0
21.625,0,6.94,0
21.667,0,6.93,0
21.708,0,6.94,0
21.750,0,6.93,0
21.792,0,6.94,0
21.833,0,6.93,0
21.875,0,6.956,0
21.917,0,6.93,0
21.958,0,6.94,0
22.000,0,6.914,0
22.042,0,6.93,0
22.083,0,6.94,0
22.125,0,6.93,0
22.167,0,6.94,0
22.208,0,6.93,0
22.250,0,6.94,0
22.292,0,6.93,0
22.333,0,6.94,0
22.375,0,6.93,0
22.417,0,6.93,0
22.458,0,6.94,0
22.500,0,6.93,0
22.542,0,6.94,0
22.583,0,6.93,0
22.625,0,6.94,0
22.667,0,6.93,0
22.708,0,6.94,0
22.750,0,6.93,0
22.792,0,6.94,0
22.833,0,6.93,0
22.875,0,6.93,0
22.917,0,6.94,0
22.958,0,6.93,0
23.000,0,6.94,0
23.042,0,6.93,0
23.083,0,6.94,0
23.125,0,6.93,0
23.167,0,6.94,0
23.208,0,6.93,0
23.250,0,6.94,0
23.292,0,6.914,0
23.333,0,6.94,0
23.375,0,6.93,0
23.417,0,6.93,0
23.458,0,6.94,0
23.500,0,6.946,0
23.542,0,6.94,0
23.583,0,6.93,0
23.625,0,6.924,0
23.667,0,6.93,0
23.708,0,6.94,0
23.750,0,6.93,0
23.792,0,6.94,0
23.833,0,6.93,0
23.875,0,6.93,0
23.917,0,6.94,0
23.958,0,6.93,0
24.000,0,6.94,0
24.042,0,6.93,0
24.083,0,6.94,0
24.125,0,6.93,0
24.167,0,6.94,0
24.208,0,6.93,0
24.250,0,6.94,0
24.292,0,6.93,0
24.333,0,6.93,0
24.375,0,6.94,0
24.417,0,6.93,0
24.458,0,6.94,0
24.500,0,6.93,0
24.542,0,6.94,0
24.583,0,6.93,0
24.625,0,6.94,0
24.667,0,6.93,0
24.708,0,6.94,0
24.750,0,6.93,0
24.792,0,6.94,0
24.833,0,6.93,0
24.875,0,6.93,0
24.917,0,6.94,0
24.958,0,6.93,0
25.000,0,6.94,0
25.042,0,6.93,0
25.083,0,6.924,0
25.125,0,6.93,0
25.167,0,6.94,0
25.208,0,6.93,0
25.250,0,6.956,0
25.292,0,6.93,0
25.333,0,6.914,0
25.375,0,6.94,0
25.417,0,6.93,0
25.458,0,6.94,0
25.500,0,6.93,0
25.542,0,6.94,0
25.583,0,6.93,0
25.625,0,6.94,0
25.667,0,6.93,0
25.708,0,6.94,0
25.750,0,6.93,0
25.792,0,6.94,0
25.833,0,6.93,0
25.875,0,6.93,0
25.917,0,6.94,0
25.958,0,6.93,0
26.000,0,6.956,0
26.042,0,6.914,0
26.083,0,6.94,0
26.125,0,6.93,0
26.167,0,6.94,0
26.208,0,6.93,0
26.250,0,6.94,0
26.292,0,6.93,0
26.333,0,6.94,0
26.375,0,6.93,0
26.417,0,6.93,0
26.458,0,6.94,0
26.500,0,6.93,0
26.542,0,6.94,0
26.583,0,6.93,0
26.625,0,6.94,0
26.667,0,6.93,0
26.708,0,6.94,0
26.750,0,6.93,0
26.792,0,6.93,0
26.833,0,6.94,0
26.875,0,6.93,0
26.917,0,6.94,0
26.958,0,6.93,0
27.000,0,6.94,0
27.042,0,6.93,0
27.083,0,6.94,0
27.125,0,6.93,0
27.167,0,6.94,0
27.208,0,6.93,0
27.250,0,6.94,0
27.292,0,6.914,0
27.333,0,6.93,0
27.375,0,6.94,0
27.417,0,6.93,0
27.458,0,6.94,0
27.500,0,6.93,0
27.542,0,6.94,0
27.583,0,6.946,0
27.625,0,6.94,0
27.667,0,6.93,0
27.708,0,6.914,0
27.750,0,6.94,0
27.792,0,6.93,0
27.833,0,6.94,0
27.875,0,6.93,0
27.917,0,6.94,0
27.958,0,6.93,0
28.000,0,6.94,0
28.042,0,6.93,0
28.083,0,6.94,0
28.125,0,6.93,0
28.167,0,6.94,0
28.208,0,6.93,0
28.250,0,6.94,0
28.292,0,6.93,0
28.333,0,6.93,0
28.375,0,6.94,0
28.417,0,6.93,0
28.458,0,6.94,0
28.500,0,6.93,0
28.542,0,6.94,0
28.583,0,6.93,0
28.625,0,6.94,0
28.667,0,6.93,0
28.708,0,6.94,0
28.750,0,6.93,0
28.792,0,6.93,0
28.833,0,6.94,0
28.875,0,6.93,0
28.917,0,6.94,0
28.958,0,6.93,0
29.000,0,6.94,0
29.042,0,6.93,0
29.083,0,6.94,0
29.125,0,6.914,0
29.167,0,6.93,0
29.208,0,6.94,0
29.250,0,6.93,0
29.292,0,6.94,0
29.333,0,6.93,0
29.375,0,6.94,0
29.417,0,6.946,0
29.458,0,6.94,0
29.500,0,6.93,0
29.542,0,6.94,0
29.583,0,6.93,0
29.625,0,6.914,0
29.667,0,6.94,0
29.708,0,6.93,0
29.750,0,6.94,0
29.792,0,6.93,0
29.833,0,6.94,0
29.875,0,6.93,0
29.917,0,6.94,0
29.958,0,6.93,0
30.000,0,6.94,0
30.042,0,6.93,0
30.083,0,6.94,0
30.125,0,6.93,0
30.167,0,6.93,0
30.208,0,6.94,0
30.250,0,6.93,0
30.292,0,6.94,0
30.333,0,6.93,0
30.375,0,6.94,0
30.417,0,6.93,0
30.458,0,6.94,0
30.500,0,6.93,0
30.542,0,6.93,0
30.583,0,6.94,0
30.625,0,6.93,0
30.667,0,6.94,0
30.708,0,6.93,0
30.750,0,6.94,0
30.792,0,6.93,0
30.833,0,6.94,0
30.875,0,6.93,0
30.917,0,6.94,0
30.958,0,6.914,0
31.000,0,6.93,0
31.042,0,6.956,0
31.083,0,6.93,0
31.125,0,6.94,0
31.167,0,6.93,0
31.208,0,6.94,0
31.250,0,6.914,0
31.292,0,6.94,0
31.333,0,6.93,0
31.375,0,6.94,0
31.417,0,6.93,0
31.458,0,6.94,0
31.500,0,6.93,0
31.542,0,6.93,0
31.583,0,6.94,0
31.625,0,6.93,0
31.667,0,6.94,0
31.708,0,6.93,0
31.750,0,6.94,0
31.792,0,6.93,0
31.833,0,6.94,0
31.875,0,6.93,0
31.917,0,6.94,0
31.958,0,6.93,0
32.000,0,6.93,0
32.042,0,6.94,0
32.083,0,6.93,0
32.125,0,6.94,0
32.167,0,6.93,0
32.208,0,6.94,0
32.250,0,6.93,0
32.292,0,6.94,0
32.333,0,6.93,0
32.375,0,6.94,0
32.417,0,6.93,0
32.458,0,6.93,0
32.500,0,6.94,0
32.542,0,6.93,0
32.583,0,6.94,0
32.625,0,6.93,0
32.667,0,6.94,0
32.708,0,6.93,0
32.750,0,6.924,0
32.792,0,6.93,0
32.833,0,6.94,0
32.875,0,6.93,0
32.917,0,6.94,0
32.958,0,6.93,0
33.000,0,6.93,0
33.042,0,6.94,0
33.083,0,6.946,0
33.125,0,6.94,0
33.167,0,6.93,0
33.208,0,6.94,0
33.250,0,6.914,0
33.292,0,6.94,0
33.333,0,6.93,0
33.375,0,6.94,0
33.417,0,6.93,0
33.458,0,6.93,0
33.500,0,6.94,0
33.542,0,6.93,0
33.583,0,6.94,0
33.625,0,6.93,0
33.667,0,6.94,0
33.708,0,6.93,0
33.750,0,6.94,0
33.792,0,6.93,0
33.833,0,6.94,0
33.875,0,6.93,0
33.917,0,6.94,0
33.958,0,6.93,0
34.000,0,6.94,0
34.042,0,6.93,0
34.083,0,6.93,0
34.125,0,6.94,0
34.167,0,6.93,0
34.208,0,6.94,0
34.250,0,6.93,0
34.292,0,6.94,0
34.333,0,6.93,0
34.375,0,6.94,0
34.417,0,6.93,0
34.458,0,6.914,0
34.500,0,6.94,0
34.542,0,6.946,0
34.583,0,6.94,0
34.625,0,6.93,0
34.667,0,6.94,0
34.708,0,6.914,0
34.750,0,6.94,0
34.792,0,6.93,0
34.833,0,6.94,0
34.875,0,6.93,0
34.917,0,6.956,0
34.958,0,6.93,0
35.000,0,6.914,0
35.042,0,6.94,0
35.083,0,6.93,0
35.125,0,6.94,0
35.167,0,6.93,0
35.208,0,6.94,0
35.250,0,6.93,0
35.292,0,6.94,0
35.333,0,6.93,0
35.375,0,6.94,0
35.417,0,6.93,0
35.458,0,6.93,0
35.500,0,6.94,0
35.542,0,6.93,0
35.583,0,6.94,0
35.625,0,6.93,0
35.667,0,6.94,0
35.708,0,6.93,0
35.750,0,6.94,0
35.792,0,6.93,0
35.833,0,6.94,0
35.875,0,6.93,0
35.917,0,6.94,0
35.958,0,6.93,0
36.000,0,6.93,0
36.042,0,6.94,0
36.083,0,6.93,0
36.125,0,6.94,0
36.167,0,6.93,0
36.208,0,6.94,0
36.250,0,6.93,0
36.292,0,6.914,0
36.333,0,6.956,0
36.375,0,6.93,0
36.417,0,6.94,0
36.458,0,6.93,0
36.500,0,6.94,0
36.542,0,6.914,0
36.583,0,6.94,0
36.625,0,6.93,0
36.667,0,6.94,0
36.708,0,6.93,0
36.750,0,6.956,0
36.792,0,6.93,0
36.833,0,6.914,0
36.875,0,6.94,0
36.917,0,6.93,0
36.958,0,6.94,0
37.000,0,6.93,0
37.042,0,6.94,0
37.083,0,6.93,0
37.125,0,6.94,0
37.167,0,6.93,0
37.208,0,6.94,0
37.250,0,6.93,0
37.292,0,6.93,0
37.333,0,6.94,0
37.375,0,6.93,0
37.417,0,6.94,0
37.458,0,6.93,0
37.500,0,6.94,0
37.542,0,6.93,0
37.583,0,6.94,0
37.625,0,6.93,0
37.667,0,6.94,0
37.708,0,6.93,0
37.750,0,6.94,0
37.792,0,6.93,0
37.833,0,6.94,0
37.875,0,6.93,0
37.917,0,6.914,0
37.958,0,6.956,0
38.000,0,6.93,0
38.042,0,6.924,0
38.083,0,6.93,0
38.125,0,6.956,0
38.167,0,6.93,0
38.208,0,6.94,0
38.250,0,6.93,0
38.292,0,6.94,0
38.333,0,6.93,0
38.375,0,6.93,0
38.417,0,6.94,0
38.458,0,6.93,0
38.500,0,6.924,0
38.542,0,6.93,0
38.583,0,6.94,0
38.625,0,6.93,0
38.667,0,6.94,0
38.708,0,6.93,0
38.750,0,6.94,0
38.792,0,6.93,0
38.833,0,6.93,0
38.875,0,6.94,0
38.917,0,6.93,0
38.958,0,6.94,0
39.000,0,6.93,0
39.042,0,6.94,0
39.083,0,6.93,0
39.125,0,6.94,0
39.167,0,6.93,0
39.208,0,6.93,0
39.250,0,6.94,0
39.292,0,6.93,0
39.333,0,6.94,0
39.375,0,6.93,0
39.417,0,6.94,0
39.458,0,6.93,0
39.500,0,6.94,0
39.542,0,6.93,0
39.583,0,6.94,0
39.625,0,6.93,0
39.667,0,6.94,0
39.708,0,6.93,0
39.750,0,6.94,0
39.792,0,6.93,0
39.833,0,6.93,0
39.875,0,6.94,0
39.917,0,6.914,0
39.958,0,6.956,0
40.000,0,6.93,0
40.042,0,6.94,0
40.083,0,6.93,0
40.125,0,6.94,0
40.167,0,6.93,0
40.208,0,6.94,0
40.250,0,6.914,0
40.292,0,6.93,0
40.333,0,6.94,0
40.375,0,6.93,0
40.417,0,6.94,0
40.458,0,6.93,0
40.500,0,6.94,0
40.542,0,6.93,0
40.583,0,6.94,0
40.625,0,6.93,0
40.667,0,6.94,0
40.708,0,6.93,0
40.750,0,6.93,0
40.792,6.94,0,0
40.833,6.93,0,0
40.875,6.94,0,0
40.917,6.93,0,0
40.958,6.94,0,0
41.000,6.93,0,0
41.042,6.94,0,0
41.083,6.93,0,0
41.125,6.94,0,0
41.167,6.93,0,0
41.208,6.93,0,0
41.250,6.924,0,0
41.292,6.93,0,0
41.333,6.94,0,0
41.375,6.93,0,0
41.417,6.94,0,0
41.458,6.93,0,0
41.500,6.94,0,0
41.542,6.93,0,0
41.583,6.94,0,0
41.625,6.93,0,0
41.667,6.956,0,0
41.708,6.93,0,0
41.750,6.914,0,0
41.792,6.94,0,0
41.833,6.93,0,0
41.875,6.94,0,0
41.917,6.93,0,0
41.958,6.94,0,0
42.000,6.93,0,0
42.042,6.94,0,0
42.083,6.93,0,0
42.125,6.93,0,0
42.167,6.94,0,0
42.208,6.93,0,0
42.250,6.94,0,0
42.292,6.93,0,0
42.333,6.94,0,0
42.375,6.93,0,0
42.417,6.94,0,0
42.458,6.93,0,0
42.500,6.94,0,0
42.542,6.93,0,0
42.583,6.94,0,0
42.625,6.93,0,0
42.667,6.93,0,0
42.708,6.94,0,0
42.750,6.93,0,0
42.792,6.94,0,0
42.833,6.93,0,0
42.875,6.94,0,0
42.917,6.914,0,0
42.958,6.94,0,0
43.000,6.93,0,0
43.042,6.94,0,0
43.083,6.93,0,0
43.125,6.956,0,0
43.167,6.93,0,0
43.208,6.93,0,0
43.250,6.924,0,0
43.292,6.93,0,0
43.333,6.94,0,0
43.375,6.93,0,0
43.417,6.94,0,0
43.458,6.93,0,0
43.500,6.93,0,0
43.542,6.94,0,0
43.583,6.93,0,0
43.625,6.94,0,0
43.667,6.93,0,0
43.708,6.94,0,0
43.750,6.93,0,0
43.792,6.94,0,0
43.833,6.93,0,0
43.875,6.94,0,0
43.917,6.93,0,0
43.958,6.94,0,0
44.000,6.93,0,0
44.042,6.93,0,0
44.083,6.94,0,0
44.125,6.93,0,0
44.167,6.924,0,0
44.208,6.93,0,0
44.250,6.94,0,0
44.292,6.93,0,0
44.333,6.94,0,0
44.375,6.93,0,0
44.417,6.94,0,0
44.458,6.93,0,0
44.500,6.94,0,0
44.542,6.93,0,0
44.583,6.93,0,0
44.625,6.94,0,0
44.667,6.93,0,0
44.708,6.94,0,0
44.750,6.93,0,0
44.792,6.94,0,0
44.833,6.93,0,0
44.875,6.94,0,0
44.917,6.93,0,0
44.958,6.93,0,0
45.000,6.94,0,0
45.042,6.93,0,0
45.083,6.94,0,0
45.125,6.93,0,0
45.167,6.94,0,0
45.208,6.93,0,0
45.250,6.94,0,0
45.292,6.93,0,0
45.333,6.94,0,0
45.375,6.93,0,0
45.417,6.93,0,0
45.458,6.94,0,0
45.500,6.93,0,0
45.542,6.94,0,0
45.583,6.93,0,0
45.625,6.94,0,0
45.667,6.93,0,0
45.708,6.94,0,0
45.750,6.93,0,0
45.792,6.94,0,0
45.833,6.93,0,0
45.875,6.94,0,0
45.917,6.914,0,0
45.958,6.93,0,0
46.000,6.94,0,0
46.042,6.93,0,0
46.083,6.94,0,0
46.125,6.93,0,0
46.167,6.94,0,0
46.208,6.93,0,0
46.250,6.94,0,0
46.292,6.93,0,0
46.333,6.93,0,0
46.375,6.94,0,0
46.417,6.93,0,0
46.458,6.94,0,0
46.500,6.93,0,0
46.542,6.94,0,0
46.583,6.93,0,0
46.625,6.94,0,0
46.667,6.93,0,0
46.708,6.94,0,0
46.750,6.93,0,0
46.792,6.94,0,0
46.833,6.93,0,0
46.875,6.94,0,0
46.917,6.93,0,0
46.958,6.93,0,0
47.000,6.94,0,0
47.042,6.93,0,0
47.083,6.94,0,0
47.125,6.93,0,0
47.167,6.94,0,0
47.208,6.93,0,0
47.250,6.924,0,0
47.292,6.93,0,0
47.333,6.946,0,0
47.375,6.94,0,0
47.417,6.93,0,0
47.458,6.94,0,0
47.500,6.93,0,0
47.542,6.94,0,0
47.583,6.93,0,0
47.625,6.94,0,0
47.667,6.93,0,0
47.708,6.94,0,0
47.750,6.914,0,0
47.792,6.94,0,0
47.833,6.93,0,0
47.875,6.93,0,0
47.917,6.94,0,0
47.958,6.93,0,0
48.000,6.94,0,0
48.042,6.93,0,0
48.083,6.94,0,0
48.125,6.946,0,0
48.167,6.924,0,0
48.208,6.93,0,0
48.250,6.94,0,0
48.292,6.93,0,0
48.333,6.94,0,0
48.375,6.93,0,0
48.417,6.93,0,0
48.458,6.94,0,0
48.500,6.93,0,0
48.542,6.94,0,0
48.583,6.93,0,0
48.625,6.94,0,0
48.667,6.93,0,0
48.708,6.94,0,0
48.750,6.93,0,0
48.792,6.94,0,0
48.833,6.93,0,0
48.875,6.93,0,0
48.917,6.94,0,0
48.958,6.93,0,0
49.000,6.94,0,0
49.042,6.93,0,0
49.083,6.94,0,0
49.125,6.93,0,0
