$Lewiston qdt year 2017 YC 06/22/22,
19.917,9.129665667
19.958,11.525261800
20.000,5.577364467
20.042,1.942467133
20.083,0.864569800
20.125,10.083261800
20.167,8.494364467
20.208,7.129364467
20.250,2.550326700
20.292,9.413221867
20.333,6.656082933
20.375,9.868385100
20.417,7.660364467
20.458,7.054364467
20.500,6.889364467
20.542,10.872261800
20.583,7.788364467
20.625,4.772467133
20.667,6.829364467
20.708,39.802939730
20.750,-21.011671370
20.792,6.063696233
20.833,-1.407930067
20.875,13.116650530
20.917,7.997681267
20.958,4.308467133
21.000,4.308467133
21.042,7.524364467
21.083,6.871364467
21.125,6.844705867
21.167,4.369210633
21.208,7.299364467
21.250,7.288364467
21.292,4.308467133
21.333,8.232705867
21.375,-0.724327533
21.417,9.278364467
21.458,4.335210633
21.500,7.576364467
21.542,4.166740733
21.583,6.741127867
21.625,4.178230533
21.667,1.536333200
21.708,19.057506230
21.750,5.904352233
21.792,1.648703133
21.833,12.553257530
21.875,-14.642005270
21.917,7.487589700
21.958,13.544159130
22.000,10.362261800
22.042,-0.365327533
22.083,14.845056470
22.125,6.871364467
22.167,12.688159130
22.208,4.308467133
22.250,7.556709567
22.292,6.296968833
22.333,10.556993930
22.375,7.423351067
22.417,10.974261800
22.458,9.084261800
22.500,6.871364467
22.542,7.242364467
22.583,7.538364467
22.625,10.966885600
22.667,4.293637933
22.708,27.050403870
22.750,2.568054167
22.792,8.069204000
22.833,9.732997700
22.875,-15.964896030
22.917,16.451990930
22.958,7.184364467
23.000,6.545364467
23.042,-0.097532867
23.083,6.871364467
23.125,7.563364467
23.167,6.871364467
23.208,4.820467133
23.250,1.161862267
23.292,6.121778800
23.333,7.833359770
23.375,5.219698033
23.417,8.392648267
23.458,9.700445100
23.500,5.368752033
23.542,6.658356533
23.583,-0.462886633
23.625,16.062504230
23.667,9.165025200
23.708,26.908996670
23.750,-3.122674067
23.792,11.329828630
23.833,-23.020369030
23.875,10.924171600
23.917,8.615705867
23.958,0.985569800
24.000,-2.289430200
24.042,4.308467133
24.083,7.533215667
24.125,6.768090933
24.167,4.275922133
24.208,1.373934800
24.250,2.320030900
24.292,5.838092933
24.333,2.407538600
24.375,5.172090933
24.417,1.911083600
24.458,0.179575533
24.500,7.073207333
24.542,6.770874033
24.583,4.323156800
24.625,2.358661000
24.667,2.263544700
24.708,33.087181170
24.750,-9.559144500
24.792,6.164379100
24.833,6.173583933
24.875,-35.620753200
24.917,16.407233970
24.958,3.477043500
25.000,0.058100100
25.042,-4.916797233
25.083,5.697940833
25.125,3.336368300
25.167,3.980392800
25.208,3.103866400
25.250,4.415763733
25.292,0.895186367
25.333,4.224669300
25.375,5.752596933
25.417,5.593926533
25.458,4.176937133
25.500,2.951047500
25.542,5.308427333
25.583,-0.916550433
25.625,6.416403400
25.667,4.900546133
25.708,34.437649800
25.750,-3.838654033
25.792,0.092571230
25.833,3.581699033
25.875,-30.846026530
25.917,13.248979470
25.958,5.854979070
26.000,-4.766393333
26.042,-2.034476000
26.083,4.715971733
26.125,4.392612133
26.167,2.996359400
26.208,2.051262167
26.250,-2.082917200
26.292,6.725950267
26.333,3.801108467
26.375,7.601951533
26.417,0.471897000
26.458,1.646045967
26.500,16.817390600
26.542,0.549017833
26.583,-4.111525933
26.625,4.648920833
26.667,6.718572767
26.708,23.435088030
26.750,6.778371930
26.792,3.817037400
26.833,0.367122300
26.875,-39.014114030
26.917,14.939130200
26.958,4.143361500
27.000,-0.008638500
27.042,-3.657108100
27.083,2.428836500
27.125,5.137769233
27.167,1.615361500
27.208,-0.364919033
27.250,0.852132300
27.292,3.744430467
27.333,5.552604867
27.375,5.635322533
27.417,-1.045199133
27.458,5.269937133
27.500,4.978937133
27.542,2.278039800
27.583,1.747060400
27.625,5.267281533
27.667,1.406309400
27.708,23.841662930
27.750,3.508836770
27.792,-0.909474900
27.833,-18.103365270
27.875,18.071780330
27.917,4.375267367
27.958,-22.204302970
28.000,7.307666830
28.042,5.668694267
28.083,-0.911538133
28.125,-1.433960200
28.167,1.882544600
28.208,-4.772536100
28.250,10.729256600
28.292,0.520456300
28.333,0.472339567
28.375,6.613834467
28.417,-0.107857533
28.458,3.349039800
28.500,4.885937133
28.542,2.462039800
28.583,4.383937133
28.625,1.488039800
28.667,3.912293833
28.708,29.696406130
28.750,-4.906011600
28.792,3.437591300
28.833,-8.081713433
28.875,4.084039333
28.917,-1.357081200
28.958,-16.761265670
29.000,6.565723233
29.042,2.322563833
29.083,2.676414000
29.125,-0.275960200
29.167,-0.459960200
29.208,1.773039800
29.250,4.588039800
29.292,2.245825000
29.333,2.273039800
29.375,2.323039800
29.417,2.462039800
29.458,2.011039800
29.500,2.276039800
29.542,4.863937133
29.583,5.047937133
29.625,2.230039800
29.667,1.423295700
29.708,27.738362570
29.750,-5.720646000
29.792,3.870193900
29.833,2.559532400
29.875,-25.990644870
29.917,12.484664700
29.958,3.396405333
30.000,-3.106028833
30.042,-2.716663400
30.083,1.404508000
30.125,4.762233933
30.167,-0.571703833
30.208,-2.593591567
30.250,5.545509933
30.292,1.961157267
30.333,1.586959267
30.375,3.299204600
30.417,1.676705700
30.458,1.262193500
30.500,2.239508000
30.542,4.020233933
30.583,1.713336600
30.625,1.214568600
30.667,3.360465933
30.708,28.844037230
30.750,-5.729408200
30.792,3.103541400
30.833,1.390541400
30.875,1.406217433
30.917,-31.680452030
30.958,8.572522970
31.000,4.194998933
31.042,-4.443566933
31.083,-6.138503233
31.125,3.835233933
31.167,0.715336600
31.208,5.454233933
31.250,2.153336600
31.292,0.761336600
31.333,0.755336600
31.375,3.510233933
31.417,2.556435100
31.458,2.140336600
31.500,1.225336600
31.542,1.457336600
31.583,1.238336600
31.625,6.305131267
31.667,-1.847560733
31.708,23.585345170
31.750,2.285584533
31.792,2.452232767
31.833,5.038761867
31.875,-40.240692630
31.917,8.246348570
31.958,5.294988167
32.000,-5.106458067
32.042,-10.139286670
32.083,9.306028600
32.125,3.580090833
32.167,-1.871389333
32.208,2.685093500
32.250,-4.386601167
32.292,34.578418800
32.333,-44.992884470
32.375,19.548625200
32.417,3.898966100
32.458,0.855408167
32.500,0.877336600
32.542,3.627090833
32.583,3.301405333
32.625,0.808336600
32.667,0.715336600
32.708,36.666622400
32.750,-21.035548930
32.792,2.324272067
32.833,5.240221767
32.875,-24.010048330
32.917,2.964608333
32.958,13.008233930
33.000,-4.029560733
33.042,-3.724766067
33.083,1.570336600
33.125,4.229233933
33.167,2.908914400
33.208,-2.406725967
33.250,-2.059713500
33.292,6.662063933
33.333,8.599030767
33.375,4.292645100
33.417,-3.409288967
33.458,6.704818967
33.500,-1.847560733
33.542,4.131233933
33.583,3.708336600
33.625,1.545452600
33.667,0.838684600
33.708,37.077114130
33.750,-7.410033270
33.792,6.816853333
33.833,7.531215133
33.875,-41.945194370
33.917,10.374804600
33.958,2.803233933
34.000,0.054400300
34.042,-7.417637100
34.083,3.278233933
34.125,2.344462000
34.167,6.546260233
34.208,3.254405333
34.250,5.778090833
34.292,1.272336600
34.333,3.065233933
34.375,3.254405333
34.417,14.827499500
34.458,-11.582683100
34.500,3.403138133
34.542,3.441090833
34.583,4.581439267
34.625,-1.847560733
34.667,31.720216630
34.708,-0.470937067
34.750,2.570114600
34.792,-13.673810930
34.833,8.598529600
34.875,-25.987876200
34.917,-0.937038200
34.958,10.156438700
35.000,-0.446150367
35.042,-1.343756300
35.083,2.412664500
35.125,8.208275867
35.167,0.779719100
35.208,3.520524933
35.250,2.610934200
35.292,-2.049534433
35.333,4.563233933
35.375,2.815118300
35.417,-6.973355400
35.458,8.724012467
35.500,5.921246800
35.542,1.643640467
35.583,2.747304900
35.625,5.315317267
35.667,3.278233933
35.708,19.540318700
35.750,14.335699430
35.792,-1.863754667
35.833,-9.420806333
35.875,-24.722642330
35.917,13.692113300
35.958,7.868581033
36.000,-1.089663400
36.042,-2.252663400
36.083,1.631616433
36.125,3.522233933
36.167,5.736233933
36.208,0.715336600
36.250,3.852233933
36.292,3.974233933
36.333,1.888336600
36.375,4.391233933
36.417,4.113233933
36.458,1.736336600
36.500,3.254405333
36.542,0.739193500
36.583,5.403233933
36.625,0.572709667
36.667,-1.823703833
36.708,30.730767100
36.750,1.135843033
36.792,3.872148167
36.833,5.480971100
36.875,-23.839625730
36.917,7.366444667
36.958,11.288552970
37.000,-2.536386200
37.042,-1.099247500
37.083,5.937011667
37.125,4.574563333
37.167,4.320405333
37.208,-5.751470970
37.250,10.706928100
37.292,2.788838333
37.333,4.944408133
37.375,5.753647567
37.417,15.025719970
37.458,9.480154767
37.500,6.403233933
37.542,0.838656300
37.583,4.417028600
37.625,0.838684600
37.667,36.988747700
37.708,-7.134351200
37.750,9.322440167
37.792,5.508793933
37.833,1.696589367
37.875,-8.791640733
37.917,-23.643027300
37.958,11.137754500
38.000,10.132657100
38.042,1.579838700
38.083,7.291886400
38.125,11.973099500
38.167,7.522340833
38.208,15.502577830
38.250,9.347168933
38.292,14.314539100
38.333,4.472885000
38.375,10.344150400
38.417,24.300232970
38.458,11.856170430
38.500,15.679614570
38.542,5.372606667
38.583,10.365038030
38.625,13.204823270
38.667,19.066212770
38.708,13.175404770
38.750,-12.861157330
38.792,13.041823700
38.833,8.826019770
38.875,6.401733733
38.917,7.392707067
38.958,11.411833770
39.000,3.946453533
39.042,7.673716300
39.083,8.569003833
39.125,8.765874867
39.167,6.699760533
39.208,5.028341167
39.250,8.659153867
39.292,7.111272433
39.333,11.816173670
39.375,13.931860330
39.417,5.806425600
39.458,2.647045267
39.500,6.839105867
39.542,9.628465133
39.583,12.838350500
39.625,7.488779733
39.667,7.099611233
39.708,15.541414670
39.750,9.052386900
39.792,11.685235170
39.833,8.514461233
39.875,12.828298500
39.917,3.998589567
39.958,14.448649870
40.000,-24.881710170
40.042,14.291968630
40.083,16.057772200
40.125,-1.114768833
40.167,13.547341730
40.208,12.846770330
40.250,3.258257833
40.292,10.632527300
40.333,13.857027870
40.375,11.241435930
40.417,9.534159230
40.458,12.676628900
40.500,13.834416170
40.542,12.560455930
40.583,15.158278900
40.625,11.561353270
40.667,9.179365930
40.708,13.550353270
40.750,13.696121570
40.792,10.807455930
40.833,15.084353270
40.875,13.880381570
40.917,11.224455930
40.958,7.916558600
41.000,13.787353270
41.042,8.543994200
41.083,11.674048630
41.125,7.987558600
41.167,14.272788870
41.208,6.335253967
41.250,8.140378567
41.292,9.381533133
41.333,10.556625130
41.375,9.466877833
41.417,9.099338567
41.458,8.682345067
41.500,5.029358400
41.542,10.100821770
41.583,6.566099633
41.625,8.546023067
41.667,6.705809467
41.708,23.177260330
41.750,7.623709530
41.792,8.428799467
41.833,-4.789078800
41.875,-7.627658867
41.917,13.305672870
41.958,7.521539433
42.000,5.130992333
42.042,4.411210833
42.083,5.309434433
42.125,6.268100633
42.167,8.284954067
42.208,8.158999567
42.250,6.684999567
42.292,6.589999567
42.333,4.798102233
42.375,4.828015933
42.417,7.452387867
42.458,5.051006133
42.500,4.535867133
42.542,6.563000800
42.583,2.506869300
42.625,9.303296667
42.667,20.729119170
42.708,7.217641770
42.750,3.116907867
42.792,-30.421652730
42.833,13.062919230
42.875,16.066565670
42.917,6.408814933
42.958,6.001300333
43.000,2.764043333
43.042,0.823985933
43.083,6.508020767
43.125,7.876483833
43.167,4.199033833
43.208,7.019925533
43.250,4.533618033
43.292,5.603435533
43.333,5.200823433
43.375,4.689557233
43.417,3.456741333
43.458,4.454313033
43.500,7.247677867
43.542,3.827338833
43.583,3.878278833
43.625,5.020946433
43.667,3.697470133
43.708,15.458062100
43.750,-0.547728733
43.792,6.168594400
43.833,2.026336167
43.875,5.548497800
43.917,-5.728050233
43.958,5.055250333
44.000,4.780808833
44.042,3.364278833
44.083,3.874338833
44.125,-0.294116800
44.167,7.249706167
44.208,2.194911500
44.250,5.326808833
44.292,4.572808833
44.333,1.093911500
44.375,4.906808833
44.417,3.852808833
44.458,4.404575433
44.500,4.277929433
44.542,1.792047500
44.583,5.245518033
44.625,3.187163400
44.667,3.920700533
44.708,15.216263100
44.750,14.516920400
44.792,-4.503982300
44.833,9.863090100
44.875,-5.595239867
44.917,-22.905450800
44.958,13.230164770
45.000,1.360908833
45.042,1.323032100
45.083,0.819908833
45.125,1.746047500
45.167,4.581957733
45.208,5.713937133
45.250,-1.074857533
45.292,34.372618370
45.333,-27.234861630
45.375,1.597808233
45.417,8.810834467
45.458,0.321142467
45.500,1.361231500
45.542,2.464829000
45.583,7.330827767
45.625,2.938598100
45.667,1.745598100
45.708,13.864095070
45.750,6.878057470
45.792,1.315218767
45.833,-0.044336333
45.875,-5.643256933
45.917,-3.281627733
45.958,7.678355433
46.000,1.738156400
46.042,1.840184700
46.083,-2.182740933
46.125,4.612053733
46.167,0.003230767
46.208,5.091025433
46.250,3.858128100
46.292,2.606128100
46.333,4.778257433
46.375,2.626650300
46.417,2.062093600
46.458,7.041257433
46.500,2.998440700
46.542,2.208823000
46.583,4.700587233
46.625,-0.882644867
46.667,4.202699133
46.708,32.032187870
46.750,5.846836330
46.792,5.914234433
46.833,17.489455070
46.875,-33.414470670
46.917,9.273478667
46.958,1.253128100
47.000,3.890631033
47.042,-4.758420900
47.083,7.588863967
47.125,9.078528367
47.167,6.200578733
47.208,2.813325200
47.250,8.674476433
47.292,5.677733700
47.333,7.128922767
47.375,-0.020563833
47.417,2.290476433
47.458,5.357631033
47.500,1.591604767
47.542,4.583167433
47.583,1.487473200
47.625,4.425734533
47.667,2.749461233
47.708,28.848940970
47.750,3.868586100
47.792,16.648550200
47.833,-28.142110300
47.875,9.565283500
47.917,3.316128100
47.958,-3.263740933
48.000,-2.410843600
48.042,5.679053733
48.083,5.202025433
48.125,3.454128100
48.167,2.559128100
48.208,4.566053733
48.250,2.003156400
48.292,4.566053733
48.333,4.008169733
48.375,2.126504400
48.417,4.648285733
48.458,2.909285733
48.500,3.622504400
48.542,4.648285733
48.583,8.842285733
48.625,4.648285733
48.667,3.915285733
48.708,4.413285733
48.750,29.564178330
48.792,-0.554306633
48.833,19.981158430
48.875,-21.102145700
48.917,12.634380030
48.958,8.560631030
49.000,1.742579100
49.042,4.732835670
49.083,4.566053733
49.125,8.337528367
49.167,6.216476433
49.208,5.897053733
49.250,2.639747033
49.292,24.419133830
49.333,-12.289313070
49.375,8.335542600
49.417,11.030951070
49.458,3.408579100
49.500,5.722863033
49.542,6.773185633
49.583,6.192878867
49.625,4.198915133
49.667,6.630143567
49.708,20.914211670
49.750,13.537734170
49.792,7.866528333
49.833,10.180535570
49.875,9.038933330
49.917,-1.866750433
49.958,-14.487615000
50.000,9.989955500
50.042,4.788233733
50.083,5.552233733
50.125,0.185336400
50.167,5.901233733
50.208,8.461586067
50.250,7.259131067
50.292,2.115620600
50.333,5.177298967
50.375,6.994586067
50.417,3.752056633
50.458,7.355041067
50.500,4.467688733
50.542,4.696233733
50.583,5.130320833
50.625,9.212496067
50.667,2.019061000
50.708,23.911805400
50.750,-24.651717530
50.792,-13.071858870
50.833,-19.357878530
50.875,-31.941838870
50.917,-21.942440900
50.958,-30.987630730
51.000,3.854969333
51.042,5.171131070
51.083,0.585545800
51.125,7.472949967
51.167,2.006233733
51.208,7.541233733
51.250,9.689340467
51.292,2.161155300
51.333,1.166143733
51.375,4.636266033
51.417,7.190119867
51.458,5.925934333
51.500,4.612025433
51.542,4.538631033
51.583,5.011049733
51.625,8.629570433
51.667,7.120808133
51.708,6.139951067
51.750,3.838049733
51.792,7.151053367
51.833,8.079131067
51.875,9.405218167
51.917,-3.078943067
51.958,19.950739130
52.000,-0.479453833
52.042,6.396340833
52.083,10.474848400
52.125,6.595128100
52.167,3.844053733
52.208,9.691848400
52.250,-1.359946267
52.292,5.834025433
52.333,4.566025433
52.375,6.665053733
52.417,7.952053733
52.458,9.691820100
52.500,4.566053733
52.542,4.503057933
52.583,5.966022533
52.625,9.533000500
52.667,3.024053733
52.708,4.613929533
52.750,6.236055333
52.792,5.148874933
52.833,6.306285733
52.875,4.648285733
52.917,4.714257433
52.958,11.597848400
53.000,3.545694767
53.042,7.170038767
53.083,11.071067070
53.125,4.373285733
53.167,7.170038767
53.208,1.086504400
53.250,7.323101430
53.292,-18.850443970
53.333,-17.158124170
53.375,-20.774897900
53.417,-29.976863130
53.458,4.632236670
53.500,3.171476100
53.542,-0.832036600
53.583,2.121708433
53.625,4.731839533
53.667,6.858468567
53.708,21.900672430
53.750,-27.213204970
53.792,-7.634909730
53.833,-28.841818000
53.875,-17.688615770
53.917,-46.649475070
53.958,10.853481670
54.000,7.681925670
54.042,-4.726584800
54.083,-3.316936100
54.125,7.846131067
54.167,5.230262033
54.208,2.083471800
54.250,5.645064933
54.292,4.664056633
54.333,5.835539933
54.375,3.377131000
54.417,5.837618733
54.458,2.891069300
54.500,4.891025433
54.542,4.566025433
54.583,4.648285733
54.625,15.363726430
54.667,-25.275775630
54.708,-14.591637800
54.750,-10.968716430
54.792,-21.635719730
54.833,-16.571258100
54.875,-50.383271130
54.917,7.772688070
54.958,1.231336400
55.000,-2.782663600
55.042,-3.432663600
55.083,4.934233733
55.125,6.041233733
55.167,2.133336400
55.208,2.628336400
55.250,2.947336400
55.292,2.943336400
55.333,5.701233733
55.375,3.087336400
55.417,3.478336400
55.458,6.027708733
55.500,2.003156400
55.542,3.302156400
55.583,1.975733700
55.625,3.527139000
55.667,-26.449107330
55.708,-6.967326800
55.750,-17.966701170
55.792,-20.917861070
55.833,-17.534491470
55.875,-47.703515830
55.917,4.138600770
55.958,5.999471430
56.000,-4.511560933
56.042,-4.099844700
56.083,5.001443133
56.125,2.133336400
56.167,3.806336400
56.208,5.076233733
56.250,-0.429560933
56.292,5.696804133
56.333,3.653336400
56.375,2.679129600
56.417,5.583824133
56.458,2.246532600
56.500,2.456381800
56.542,2.235156400
56.583,2.833156400
56.625,-2.940264933
56.667,-18.117035130
56.708,-10.727838130
56.750,-11.670758770
56.792,-20.439530830
56.833,-25.246505930
56.875,-50.113374030
56.917,6.998703870
56.958,6.003689570
57.000,-4.975002433
57.042,-2.495207767
57.083,4.818792233
57.125,1.157894900
57.167,4.919792233
57.208,1.668484100
57.250,1.014571200
57.292,1.450900000
57.333,1.520372000
57.375,5.767291433
57.417,3.804465567
57.458,-4.410458067
57.500,1.612336600
57.542,7.232131267
57.583,-2.736560733
57.625,2.418336600
57.667,0.715308300
57.708,10.005909570
57.750,-26.219325830
