$Trinity Lake Swift Cr inflow year 2017 updated YC 06/01/23,
6.417,3.369672944
6.458,3.369672944
6.5,3.369672944
6.542,3.369672944
6.583,3.369672944
6.625,3.369672944
6.667,3.369672944
6.708,3.369672944
6.75,3.369672944
6.792,3.369672944
6.833,3.369672944
6.875,3.369672944
6.917,3.369672944
6.958,3.369672944
7,5.465099816
7.042,5.465099816
7.083,5.465099816
7.125,5.465099816
7.167,5.465099816
7.208,5.465099816
7.25,5.465099816
7.292,5.465099816
7.333,5.465099816
7.375,5.465099816
7.417,5.465099816
7.458,5.465099816
7.5,5.465099816
7.542,5.465099816
7.583,5.465099816
7.625,5.465099816
7.667,5.465099816
7.708,5.465099816
7.75,5.465099816
7.792,5.465099816
7.833,5.465099816
7.875,5.465099816
7.917,5.465099816
7.958,5.465099816
8,34.88602577
8.042,34.88602577
8.083,34.88602577
8.125,34.88602577
8.167,34.88602577
8.208,34.88602577
8.25,34.88602577
8.292,34.88602577
8.333,34.88602577
8.375,34.88602577
8.417,34.88602577
8.458,34.88602577
8.5,34.88602577
8.542,34.88602577
8.583,34.88602577
8.625,34.88602577
8.667,34.88602577
8.708,34.88602577
8.75,34.88602577
8.792,34.88602577
8.833,34.88602577
8.875,34.88602577
8.917,34.88602577
8.958,34.88602577
9,34.40464392
9.042,34.40464392
9.083,34.40464392
9.125,34.40464392
9.167,34.40464392
9.208,34.40464392
9.25,34.40464392
9.292,34.40464392
9.333,34.40464392
9.375,34.40464392
9.417,34.40464392
9.458,34.40464392
9.5,34.40464392
9.542,34.40464392
9.583,34.40464392
9.625,34.40464392
9.667,34.40464392
9.708,34.40464392
9.75,34.40464392
9.792,34.40464392
9.833,34.40464392
9.875,34.40464392
9.917,34.40464392
9.958,34.40464392
10,27.35381566
10.042,27.35381566
10.083,27.35381566
10.125,27.35381566
10.167,27.35381566
10.208,27.35381566
10.25,27.35381566
10.292,27.35381566
10.333,27.35381566
10.375,27.35381566
10.417,27.35381566
10.458,27.35381566
10.5,27.35381566
10.542,27.35381566
10.583,27.35381566
10.625,27.35381566
10.667,27.35381566
10.708,27.35381566
10.75,27.35381566
10.792,27.35381566
10.833,27.35381566
10.875,27.35381566
10.917,27.35381566
10.958,27.35381566
11,21.63386663
11.042,21.63386663
11.083,21.63386663
11.125,21.63386663
11.167,21.63386663
11.208,21.63386663
11.25,21.63386663
11.292,21.63386663
11.333,21.63386663
11.375,21.63386663
11.417,21.63386663
11.458,21.63386663
11.5,21.63386663
11.542,21.63386663
11.583,21.63386663
11.625,21.63386663
11.667,21.63386663
11.708,21.63386663
11.75,21.63386663
11.792,21.63386663
11.833,21.63386663
11.875,21.63386663
11.917,21.63386663
11.958,21.63386663
12,18.12261079
12.042,18.12261079
12.083,18.12261079
12.125,18.12261079
12.167,18.12261079
12.208,18.12261079
12.25,18.12261079
12.292,18.12261079
12.333,18.12261079
12.375,18.12261079
12.417,18.12261079
12.458,18.12261079
12.5,18.12261079
12.542,18.12261079
12.583,18.12261079
12.625,18.12261079
12.667,18.12261079
12.708,18.12261079
12.75,18.12261079
12.792,18.12261079
12.833,18.12261079
12.875,18.12261079
12.917,18.12261079
12.958,18.12261079
13,10.5620841
13.042,10.5620841
13.083,10.5620841
13.125,10.5620841
13.167,10.5620841
13.208,10.5620841
13.25,10.5620841
13.292,10.5620841
13.333,10.5620841
13.375,10.5620841
13.417,10.5620841
13.458,10.5620841
13.5,10.5620841
13.542,10.5620841
13.583,10.5620841
13.625,10.5620841
13.667,10.5620841
13.708,10.5620841
13.75,10.5620841
13.792,10.5620841
13.833,10.5620841
13.875,10.5620841
13.917,10.5620841
13.958,10.5620841
14,9.032988815
14.042,9.032988815
14.083,9.032988815
14.125,9.032988815
14.167,9.032988815
14.208,9.032988815
14.25,9.032988815
14.292,9.032988815
14.333,9.032988815
14.375,9.032988815
14.417,9.032988815
14.458,9.032988815
14.5,9.032988815
14.542,9.032988815
14.583,9.032988815
14.625,9.032988815
14.667,9.032988815
14.708,9.032988815
14.75,9.032988815
14.792,9.032988815
14.833,9.032988815
14.875,9.032988815
14.917,9.032988815
14.958,9.032988815
15,7.843692482
15.042,7.843692482
15.083,7.843692482
15.125,7.843692482
15.167,7.843692482
15.208,7.843692482
15.25,7.843692482
15.292,7.843692482
15.333,7.843692482
15.375,7.843692482
15.417,7.843692482
15.458,7.843692482
15.5,7.843692482
15.542,7.843692482
15.583,7.843692482
15.625,7.843692482
15.667,7.843692482
15.708,7.843692482
15.75,7.843692482
15.792,7.843692482
15.833,7.843692482
15.875,7.843692482
15.917,7.843692482
15.958,7.843692482
16,7.05082826
16.042,7.05082826
16.083,7.05082826
16.125,7.05082826
16.167,7.05082826
16.208,7.05082826
16.25,7.05082826
16.292,7.05082826
16.333,7.05082826
16.375,7.05082826
16.417,7.05082826
16.458,7.05082826
16.5,7.05082826
16.542,7.05082826
16.583,7.05082826
16.625,7.05082826
16.667,7.05082826
16.708,7.05082826
16.75,7.05082826
16.792,7.05082826
16.833,7.05082826
16.875,7.05082826
16.917,7.05082826
16.958,7.05082826
17,7.135777998
17.042,7.135777998
17.083,7.135777998
17.125,7.135777998
17.167,7.135777998
17.208,7.135777998
17.25,7.135777998
17.292,7.135777998
17.333,7.135777998
17.375,7.135777998
17.417,7.135777998
17.458,7.135777998
17.5,7.135777998
17.542,7.135777998
17.583,7.135777998
17.625,7.135777998
17.667,7.135777998
17.708,7.135777998
17.75,7.135777998
17.792,7.135777998
17.833,7.135777998
17.875,7.135777998
17.917,7.135777998
17.958,7.135777998
18,13.56364151
18.042,13.56364151
18.083,13.56364151
18.125,13.56364151
18.167,13.56364151
18.208,13.56364151
18.25,13.56364151
18.292,13.56364151
18.333,13.56364151
18.375,13.56364151
18.417,13.56364151
18.458,13.56364151
18.5,13.56364151
18.542,13.56364151
18.583,13.56364151
18.625,13.56364151
18.667,13.56364151
18.708,13.56364151
18.75,13.56364151
18.792,13.56364151
18.833,13.56364151
18.875,13.56364151
18.917,13.56364151
18.958,13.56364151
19,11.46821464
19.042,11.46821464
19.083,11.46821464
19.125,11.46821464
19.167,11.46821464
19.208,11.46821464
19.25,11.46821464
19.292,11.46821464
19.333,11.46821464
19.375,11.46821464
19.417,11.46821464
19.458,11.46821464
19.5,11.46821464
19.542,11.46821464
19.583,11.46821464
19.625,11.46821464
19.667,11.46821464
19.708,11.46821464
19.75,11.46821464
19.792,11.46821464
19.833,11.46821464
19.875,11.46821464
19.917,11.46821464
19.958,11.46821464
20,14.58303837
20.042,14.58303837
20.083,14.58303837
20.125,14.58303837
20.167,14.58303837
20.208,14.58303837
20.25,14.58303837
20.292,14.58303837
20.333,14.58303837
20.375,14.58303837
20.417,14.58303837
20.458,14.58303837
20.5,14.58303837
20.542,14.58303837
20.583,14.58303837
20.625,14.58303837
20.667,14.58303837
20.708,14.58303837
20.75,14.58303837
20.792,14.58303837
20.833,14.58303837
20.875,14.58303837
20.917,14.58303837
20.958,14.58303837
21,13.39374204
21.042,13.39374204
21.083,13.39374204
21.125,13.39374204
21.167,13.39374204
21.208,13.39374204
21.25,13.39374204
21.292,13.39374204
21.333,13.39374204
21.375,13.39374204
21.417,13.39374204
21.458,13.39374204
21.5,13.39374204
21.542,13.39374204
21.583,13.39374204
21.625,13.39374204
21.667,13.39374204
21.708,13.39374204
21.75,13.39374204
21.792,13.39374204
21.833,13.39374204
21.875,13.39374204
21.917,13.39374204
21.958,13.39374204
22,14.97947048
22.042,14.97947048
22.083,14.97947048
22.125,14.97947048
22.167,14.97947048
22.208,14.97947048
22.25,14.97947048
22.292,14.97947048
22.333,14.97947048
22.375,14.97947048
22.417,14.97947048
22.458,14.97947048
22.5,14.97947048
22.542,14.97947048
22.583,14.97947048
22.625,14.97947048
22.667,14.97947048
22.708,14.97947048
22.75,14.97947048
22.792,14.97947048
22.833,14.97947048
22.875,14.97947048
22.917,14.97947048
22.958,14.97947048
23,11.58148096
23.042,11.58148096
23.083,11.58148096
23.125,11.58148096
23.167,11.58148096
23.208,11.58148096
23.25,11.58148096
23.292,11.58148096
23.333,11.58148096
23.375,11.58148096
23.417,11.58148096
23.458,11.58148096
23.5,11.58148096
23.542,11.58148096
23.583,11.58148096
23.625,11.58148096
23.667,11.58148096
23.708,11.58148096
23.75,11.58148096
23.792,11.58148096
23.833,11.58148096
23.875,11.58148096
23.917,11.58148096
23.958,11.58148096
24,8.296757752
24.042,8.296757752
24.083,8.296757752
24.125,8.296757752
24.167,8.296757752
24.208,8.296757752
24.25,8.296757752
24.292,8.296757752
24.333,8.296757752
24.375,8.296757752
24.417,8.296757752
24.458,8.296757752
24.5,8.296757752
24.542,8.296757752
24.583,8.296757752
24.625,8.296757752
24.667,8.296757752
24.708,8.296757752
24.75,8.296757752
24.792,8.296757752
24.833,8.296757752
24.875,8.296757752
24.917,8.296757752
24.958,8.296757752
25,6.852612204
25.042,6.852612204
25.083,6.852612204
25.125,6.852612204
25.167,6.852612204
25.208,6.852612204
25.25,6.852612204
25.292,6.852612204
25.333,6.852612204
25.375,6.852612204
25.417,6.852612204
25.458,6.852612204
25.5,6.852612204
25.542,6.852612204
25.583,6.852612204
25.625,6.852612204
25.667,6.852612204
25.708,6.852612204
25.75,6.852612204
25.792,6.852612204
25.833,6.852612204
25.875,6.852612204
25.917,6.852612204
25.958,6.852612204
26,6.201330879
26.042,6.201330879
26.083,6.201330879
26.125,6.201330879
26.167,6.201330879
26.208,6.201330879
26.25,6.201330879
26.292,6.201330879
26.333,6.201330879
26.375,6.201330879
26.417,6.201330879
26.458,6.201330879
26.5,6.201330879
26.542,6.201330879
26.583,6.201330879
26.625,6.201330879
26.667,6.201330879
26.708,6.201330879
26.75,6.201330879
26.792,6.201330879
26.833,6.201330879
26.875,6.201330879
26.917,6.201330879
26.958,6.201330879
27,5.918165086
27.042,5.918165086
27.083,5.918165086
27.125,5.918165086
27.167,5.918165086
27.208,5.918165086
27.25,5.918165086
27.292,5.918165086
27.333,5.918165086
27.375,5.918165086
27.417,5.918165086
27.458,5.918165086
27.5,5.918165086
27.542,5.918165086
27.583,5.918165086
27.625,5.918165086
27.667,5.918165086
27.708,5.918165086
27.75,5.918165086
27.792,5.918165086
27.833,5.918165086
27.875,5.918165086
27.917,5.918165086
27.958,5.918165086
28,4.927084808
28.042,4.927084808
28.083,4.927084808
28.125,4.927084808
28.167,4.927084808
28.208,4.927084808
28.25,4.927084808
28.292,4.927084808
28.333,4.927084808
28.375,4.927084808
28.417,4.927084808
28.458,4.927084808
28.5,4.927084808
28.542,4.927084808
28.583,4.927084808
28.625,4.927084808
28.667,4.927084808
28.708,4.927084808
28.75,4.927084808
28.792,4.927084808
28.833,4.927084808
28.875,4.927084808
28.917,4.927084808
28.958,4.927084808
29,5.74826561
29.042,5.74826561
29.083,5.74826561
29.125,5.74826561
29.167,5.74826561
29.208,5.74826561
29.25,5.74826561
29.292,5.74826561
29.333,5.74826561
29.375,5.74826561
29.417,5.74826561
29.458,5.74826561
29.5,5.74826561
29.542,5.74826561
29.583,5.74826561
29.625,5.74826561
29.667,5.74826561
29.708,5.74826561
29.75,5.74826561
29.792,5.74826561
29.833,5.74826561
29.875,5.74826561
29.917,5.74826561
29.958,5.74826561
30,4.558969277
30.042,4.558969277
30.083,4.558969277
30.125,4.558969277
30.167,4.558969277
30.208,4.558969277
30.25,4.558969277
30.292,4.558969277
30.333,4.558969277
30.375,4.558969277
30.417,4.558969277
30.458,4.558969277
30.5,4.558969277
30.542,4.558969277
30.583,4.558969277
30.625,4.558969277
30.667,4.558969277
30.708,4.558969277
30.75,4.558969277
30.792,4.558969277
30.833,4.558969277
30.875,4.558969277
30.917,4.558969277
30.958,4.558969277
31,5.323516919
31.042,5.323516919
31.083,5.323516919
31.125,5.323516919
31.167,5.323516919
31.208,5.323516919
31.25,5.323516919
31.292,5.323516919
31.333,5.323516919
31.375,5.323516919
31.417,5.323516919
31.458,5.323516919
31.5,5.323516919
31.542,5.323516919
31.583,5.323516919
31.625,5.323516919
31.667,5.323516919
31.708,5.323516919
31.75,5.323516919
31.792,5.323516919
31.833,5.323516919
31.875,5.323516919
31.917,5.323516919
31.958,5.323516919
32,4.558969277
32.042,4.558969277
32.083,4.558969277
32.125,4.558969277
32.167,4.558969277
32.208,4.558969277
32.25,4.558969277
32.292,4.558969277
32.333,4.558969277
32.375,4.558969277
32.417,4.558969277
32.458,4.558969277
32.5,4.558969277
32.542,4.558969277
32.583,4.558969277
32.625,4.558969277
32.667,4.558969277
32.708,4.558969277
32.75,4.558969277
32.792,4.558969277
32.833,4.558969277
32.875,4.558969277
32.917,4.558969277
32.958,4.558969277
33,6.541129832
33.042,6.541129832
33.083,6.541129832
33.125,6.541129832
33.167,6.541129832
33.208,6.541129832
33.25,6.541129832
33.292,6.541129832
33.333,6.541129832
33.375,6.541129832
33.417,6.541129832
33.458,6.541129832
33.5,6.541129832
33.542,6.541129832
33.583,6.541129832
33.625,6.541129832
33.667,6.541129832
33.708,6.541129832
33.75,6.541129832
33.792,6.541129832
33.833,6.541129832
33.875,6.541129832
33.917,6.541129832
33.958,6.541129832
34,15.00778706
34.042,15.00778706
34.083,15.00778706
34.125,15.00778706
34.167,15.00778706
34.208,15.00778706
34.25,15.00778706
34.292,15.00778706
34.333,15.00778706
34.375,15.00778706
34.417,15.00778706
34.458,15.00778706
34.5,15.00778706
34.542,15.00778706
34.583,15.00778706
34.625,15.00778706
34.667,15.00778706
34.708,15.00778706
34.75,15.00778706
34.792,15.00778706
34.833,15.00778706
34.875,15.00778706
34.917,15.00778706
34.958,15.00778706
35,20.61446977
35.042,20.61446977
35.083,20.61446977
35.125,20.61446977
35.167,20.61446977
35.208,20.61446977
35.25,20.61446977
35.292,20.61446977
35.333,20.61446977
35.375,20.61446977
35.417,20.61446977
35.458,20.61446977
35.5,20.61446977
35.542,20.61446977
35.583,20.61446977
35.625,20.61446977
35.667,20.61446977
35.708,20.61446977
35.75,20.61446977
35.792,20.61446977
35.833,20.61446977
35.875,20.61446977
35.917,20.61446977
35.958,20.61446977
36,18.43409316
36.042,18.43409316
36.083,18.43409316
36.125,18.43409316
36.167,18.43409316
36.208,18.43409316
36.25,18.43409316
36.292,18.43409316
36.333,18.43409316
36.375,18.43409316
36.417,18.43409316
36.458,18.43409316
36.5,18.43409316
36.542,18.43409316
36.583,18.43409316
36.625,18.43409316
36.667,18.43409316
36.708,18.43409316
36.75,18.43409316
36.792,18.43409316
36.833,18.43409316
36.875,18.43409316
36.917,18.43409316
36.958,18.43409316
37,27.4387654
37.042,27.4387654
37.083,27.4387654
37.125,27.4387654
37.167,27.4387654
37.208,27.4387654
37.25,27.4387654
37.292,27.4387654
37.333,27.4387654
37.375,27.4387654
37.417,27.4387654
37.458,27.4387654
37.5,27.4387654
37.542,27.4387654
37.583,27.4387654
37.625,27.4387654
37.667,27.4387654
37.708,27.4387654
37.75,27.4387654
37.792,27.4387654
37.833,27.4387654
37.875,27.4387654
37.917,27.4387654
37.958,27.4387654
38,37.83095002
38.042,37.83095002
38.083,37.83095002
38.125,37.83095002
38.167,37.83095002
38.208,37.83095002
38.25,37.83095002
38.292,37.83095002
38.333,37.83095002
38.375,37.83095002
38.417,37.83095002
38.458,37.83095002
38.5,37.83095002
38.542,37.83095002
38.583,37.83095002
38.625,37.83095002
38.667,37.83095002
38.708,37.83095002
38.75,37.83095002
38.792,37.83095002
38.833,37.83095002
38.875,37.83095002
38.917,37.83095002
38.958,37.83095002
39,39.30341215
39.042,39.30341215
39.083,39.30341215
39.125,39.30341215
39.167,39.30341215
39.208,39.30341215
39.25,39.30341215
39.292,39.30341215
39.333,39.30341215
39.375,39.30341215
39.417,39.30341215
39.458,39.30341215
39.5,39.30341215
39.542,39.30341215
39.583,39.30341215
39.625,39.30341215
39.667,39.30341215
39.708,39.30341215
39.75,39.30341215
39.792,39.30341215
39.833,39.30341215
39.875,39.30341215
39.917,39.30341215
39.958,39.30341215
40,109.2170466
40.042,109.2170466
40.083,109.2170466
40.125,109.2170466
40.167,109.2170466
40.208,109.2170466
40.25,109.2170466
40.292,109.2170466
40.333,109.2170466
40.375,109.2170466
40.417,109.2170466
40.458,109.2170466
40.5,109.2170466
40.542,109.2170466
40.583,109.2170466
40.625,109.2170466
40.667,109.2170466
40.708,109.2170466
40.75,109.2170466
40.792,109.2170466
40.833,109.2170466
40.875,109.2170466
40.917,109.2170466
40.958,109.2170466
41,58.87016848
41.042,58.87016848
41.083,58.87016848
41.125,58.87016848
41.167,58.87016848
41.208,58.87016848
41.25,58.87016848
41.292,58.87016848
41.333,58.87016848
41.375,58.87016848
41.417,58.87016848
41.458,58.87016848
41.5,58.87016848
41.542,58.87016848
41.583,58.87016848
41.625,58.87016848
41.667,58.87016848
41.708,58.87016848
41.75,58.87016848
41.792,58.87016848
41.833,58.87016848
41.875,58.87016848
41.917,58.87016848
41.958,58.87016848
42,31.91278494
42.042,31.91278494
42.083,31.91278494
42.125,31.91278494
42.167,31.91278494
42.208,31.91278494
42.25,31.91278494
42.292,31.91278494
42.333,31.91278494
42.375,31.91278494
42.417,31.91278494
42.458,31.91278494
42.5,31.91278494
42.542,31.91278494
42.583,31.91278494
42.625,31.91278494
42.667,31.91278494
42.708,31.91278494
42.75,31.91278494
42.792,31.91278494
42.833,31.91278494
42.875,31.91278494
42.917,31.91278494
42.958,31.91278494
43,22.45504743
43.042,22.45504743
43.083,22.45504743
43.125,22.45504743
43.167,22.45504743
43.208,22.45504743
43.25,22.45504743
43.292,22.45504743
43.333,22.45504743
43.375,22.45504743
43.417,22.45504743
43.458,22.45504743
43.5,22.45504743
43.542,22.45504743
43.583,22.45504743
43.625,22.45504743
43.667,22.45504743
43.708,22.45504743
43.75,22.45504743
43.792,22.45504743
43.833,22.45504743
43.875,22.45504743
43.917,22.45504743
43.958,22.45504743
44,17.38637973
44.042,17.38637973
44.083,17.38637973
44.125,17.38637973
44.167,17.38637973
44.208,17.38637973
44.25,17.38637973
44.292,17.38637973
44.333,17.38637973
44.375,17.38637973
44.417,17.38637973
44.458,17.38637973
44.5,17.38637973
44.542,17.38637973
44.583,17.38637973
44.625,17.38637973
44.667,17.38637973
44.708,17.38637973
44.75,17.38637973
44.792,17.38637973
44.833,17.38637973
44.875,17.38637973
44.917,17.38637973
44.958,17.38637973
45,15.34758601
45.042,15.34758601
45.083,15.34758601
45.125,15.34758601
45.167,15.34758601
45.208,15.34758601
45.25,15.34758601
45.292,15.34758601
45.333,15.34758601
45.375,15.34758601
45.417,15.34758601
45.458,15.34758601
45.5,15.34758601
45.542,15.34758601
45.583,15.34758601
45.625,15.34758601
45.667,15.34758601
45.708,15.34758601
45.75,15.34758601
45.792,15.34758601
45.833,15.34758601
45.875,15.34758601
45.917,15.34758601
45.958,15.34758601
46,13.39374204
46.042,13.39374204
46.083,13.39374204
46.125,13.39374204
46.167,13.39374204
46.208,13.39374204
46.25,13.39374204
46.292,13.39374204
46.333,13.39374204
46.375,13.39374204
46.417,13.39374204
46.458,13.39374204
46.5,13.39374204
46.542,13.39374204
46.583,13.39374204
46.625,13.39374204
46.667,13.39374204
46.708,13.39374204
46.75,13.39374204
46.792,13.39374204
46.833,13.39374204
46.875,13.39374204
46.917,13.39374204
46.958,13.39374204
47,26.6175846
47.042,26.6175846
47.083,26.6175846
47.125,26.6175846
47.167,26.6175846
47.208,26.6175846
47.25,26.6175846
47.292,26.6175846
47.333,26.6175846
47.375,26.6175846
47.417,26.6175846
47.458,26.6175846
47.5,26.6175846
47.542,26.6175846
47.583,26.6175846
47.625,26.6175846
47.667,26.6175846
47.708,26.6175846
47.75,26.6175846
47.792,26.6175846
47.833,26.6175846
47.875,26.6175846
47.917,26.6175846
47.958,26.6175846
48,22.62494691
48.042,22.62494691
48.083,22.62494691
48.125,22.62494691
48.167,22.62494691
48.208,22.62494691
48.25,22.62494691
48.292,22.62494691
48.333,22.62494691
48.375,22.62494691
48.417,22.62494691
48.458,22.62494691
48.5,22.62494691
48.542,22.62494691
48.583,22.62494691
48.625,22.62494691
48.667,22.62494691
48.708,22.62494691
48.75,22.62494691
48.792,22.62494691
48.833,22.62494691
48.875,22.62494691
48.917,22.62494691
48.958,22.62494691
49,19.82160555
49.042,19.82160555
49.083,19.82160555
49.125,19.82160555
49.167,19.82160555
49.208,19.82160555
49.25,19.82160555
49.292,19.82160555
49.333,19.82160555
49.375,19.82160555
49.417,19.82160555
49.458,19.82160555
49.5,19.82160555
49.542,19.82160555
49.583,19.82160555
49.625,19.82160555
49.667,19.82160555
49.708,19.82160555
49.75,19.82160555
49.792,19.82160555
49.833,19.82160555
49.875,19.82160555
49.917,19.82160555
49.958,19.82160555
50,22.79484638
50.042,22.79484638
50.083,22.79484638
50.125,22.79484638
50.167,22.79484638
50.208,22.79484638
50.25,22.79484638
50.292,22.79484638
50.333,22.79484638
50.375,22.79484638
50.417,22.79484638
50.458,22.79484638
50.5,22.79484638
50.542,22.79484638
50.583,22.79484638
50.625,22.79484638
50.667,22.79484638
50.708,22.79484638
50.75,22.79484638
50.792,22.79484638
50.833,22.79484638
50.875,22.79484638
50.917,22.79484638
50.958,22.79484638
51,28.71301147
51.042,28.71301147
51.083,28.71301147
51.125,28.71301147
51.167,28.71301147
51.208,28.71301147
51.25,28.71301147
51.292,28.71301147
51.333,28.71301147
51.375,28.71301147
51.417,28.71301147
51.458,28.71301147
51.5,28.71301147
51.542,28.71301147
51.583,28.71301147
51.625,28.71301147
51.667,28.71301147
51.708,28.71301147
51.75,28.71301147
51.792,28.71301147
51.833,28.71301147
51.875,28.71301147
51.917,28.71301147
51.958,28.71301147
52,29.95894096
52.042,29.95894096
52.083,29.95894096
52.125,29.95894096
52.167,29.95894096
52.208,29.95894096
52.25,29.95894096
52.292,29.95894096
52.333,29.95894096
52.375,29.95894096
52.417,29.95894096
52.458,29.95894096
52.5,29.95894096
52.542,29.95894096
52.583,29.95894096
52.625,29.95894096
52.667,29.95894096
52.708,29.95894096
52.75,29.95894096
52.792,29.95894096
52.833,29.95894096
52.875,29.95894096
52.917,29.95894096
52.958,29.95894096
53,21.97366558
53.042,21.97366558
53.083,21.97366558
53.125,21.97366558
53.167,21.97366558
53.208,21.97366558
53.25,21.97366558
53.292,21.97366558
53.333,21.97366558
53.375,21.97366558
53.417,21.97366558
53.458,21.97366558
53.5,21.97366558
53.542,21.97366558
53.583,21.97366558
53.625,21.97366558
53.667,21.97366558
53.708,21.97366558
53.75,21.97366558
53.792,21.97366558
53.833,21.97366558
53.875,21.97366558
53.917,21.97366558
53.958,21.97366558
54,16.56519892
54.042,16.56519892
54.083,16.56519892
54.125,16.56519892
54.167,16.56519892
54.208,16.56519892
54.25,16.56519892
54.292,16.56519892
54.333,16.56519892
54.375,16.56519892
54.417,16.56519892
54.458,16.56519892
54.5,16.56519892
54.542,16.56519892
54.583,16.56519892
54.625,16.56519892
54.667,16.56519892
54.708,16.56519892
54.75,16.56519892
54.792,16.56519892
54.833,16.56519892
54.875,16.56519892
54.917,16.56519892
54.958,16.56519892
55,13.9883902
55.042,13.9883902
55.083,13.9883902
55.125,13.9883902
55.167,13.9883902
55.208,13.9883902
55.25,13.9883902
55.292,13.9883902
55.333,13.9883902
55.375,13.9883902
55.417,13.9883902
55.458,13.9883902
55.5,13.9883902
55.542,13.9883902
55.583,13.9883902
55.625,13.9883902
55.667,13.9883902
55.708,13.9883902
55.75,13.9883902
55.792,13.9883902
55.833,13.9883902
55.875,13.9883902
55.917,13.9883902
55.958,13.9883902
56,12.57256123
56.042,12.57256123
56.083,12.57256123
56.125,12.57256123
56.167,12.57256123
56.208,12.57256123
56.25,12.57256123
56.292,12.57256123
56.333,12.57256123
56.375,12.57256123
56.417,12.57256123
56.458,12.57256123
56.5,12.57256123
56.542,12.57256123
56.583,12.57256123
56.625,12.57256123
56.667,12.57256123
56.708,12.57256123
56.75,12.57256123
56.792,12.57256123
56.833,12.57256123
56.875,12.57256123
56.917,12.57256123
56.958,12.57256123
57,10.81693331
57.042,10.81693331
57.083,10.81693331
57.125,10.81693331
57.167,10.81693331
57.208,10.81693331
57.25,10.81693331
57.292,10.81693331
57.333,10.81693331
57.375,10.81693331
57.417,10.81693331
57.458,10.81693331
57.5,10.81693331
57.542,10.81693331
57.583,10.81693331
57.625,10.81693331
57.667,10.81693331
57.708,10.81693331
57.75,10.81693331
57.792,10.81693331
57.833,10.81693331
57.875,10.81693331
57.917,10.81693331
57.958,10.81693331
58,10.25060173
58.042,10.25060173
58.083,10.25060173
58.125,10.25060173
58.167,10.25060173
58.208,10.25060173
58.25,10.25060173
58.292,10.25060173
58.333,10.25060173
58.375,10.25060173
58.417,10.25060173
58.458,10.25060173
58.5,10.25060173
58.542,10.25060173
58.583,10.25060173
58.625,10.25060173
58.667,10.25060173
58.708,10.25060173
58.75,10.25060173
58.792,10.25060173
58.833,10.25060173
58.875,10.25060173
58.917,10.25060173
58.958,10.25060173
59,8.863089339
59.042,8.863089339
59.083,8.863089339
59.125,8.863089339
59.167,8.863089339
59.208,8.863089339
59.25,8.863089339
59.292,8.863089339
59.333,8.863089339
59.375,8.863089339
