$Lewiston withdrawals year 2018 with QB included YC 10/06/2022,,,
",,,",,,
Julian Day,Fish Hatchery,Power Plant + River,Clear Creek Intake
7.333,0.6774171,3.104793,18.6214
7.375,0.6792849,3.1134245,18.4799
7.417,0.6792849,3.1134245,17.8573
7.458,0.6792849,3.1134245,1.8112
7.5,0.6792849,3.1134245,0.3113
7.542,0.6792849,3.1134245,0.283
7.583,0.6792849,3.1134245,0.283
7.625,0.6792849,3.1134245,0.3113
7.667,0.6792849,3.1134245,1.6414
7.708,0.6792849,3.1134245,4.4431
7.75,0.6792849,3.1134245,36.9032
7.792,0.6792849,3.1134245,38.3465
7.833,0.6792849,3.1134245,37.4409
7.875,0.6792849,3.1134245,18.0837
7.917,0.6792849,3.1134245,1.8112
7.958,0.6792849,3.1134245,0.3396
8,0.6792849,3.1134245,0.3396
8.042,0.6792849,3.1134245,0.3396
8.083,0.6792849,3.1134245,0.3396
8.125,0.6792849,3.1134245,0.3113
8.167,0.6792849,3.1134245,0.3396
8.208,0.6792849,3.1134245,0.3396
8.25,0.6792849,3.1134245,0.3396
8.292,0.6792849,3.1134245,0.3113
8.333,0.6792849,3.1134245,0.3396
8.375,0.6792849,3.1134245,2.1225
8.417,0.6792849,3.1134245,17.263
8.458,0.6792849,3.1134245,17.263
8.5,0.6792849,3.1134245,1.698
8.542,0.6792849,3.1134245,2.547
8.583,0.6792849,3.1134245,17.3762
8.625,0.6792849,3.1134245,17.2347
8.667,0.6792849,3.1134245,1.7829
8.708,0.6792849,3.1134245,3.4809
8.75,0.6774171,3.104793,46.695
8.792,0.6792849,3.1134245,49.0439
8.833,0.6792849,3.1134245,45.7611
8.875,0.6792849,3.1134245,2.6319
8.917,0.6792849,3.1134245,0.3396
8.958,0.6792849,3.1134245,0.3396
9,0.6792849,3.1134245,0.3113
9.042,0.6792849,3.1134245,0.3396
9.083,0.6792849,3.1134245,0.3396
9.125,0.6792849,3.1134245,0.3396
9.167,0.6792849,3.1134245,0.3396
9.208,0.6792849,3.1134245,0.3396
9.25,0.6792849,3.1134245,2.0942
9.292,0.6792849,3.1134245,12.6784
9.333,0.6792849,3.1134245,13.1312
9.375,0.6792849,3.1134245,13.3859
9.417,0.6792849,3.1134245,14.1783
9.458,0.6792849,3.1134245,41.3463
9.5,0.6792849,3.1134245,46.4686
9.542,0.6792849,3.1134245,43.8367
9.583,0.6792849,3.1134245,45.4781
9.625,0.6792849,3.1134245,42.9311
9.667,0.6792849,3.1134245,37.7239
9.708,0.6792849,3.1134245,15.3669
9.75,0.6792849,3.1134245,35.9127
9.792,0.6792849,3.1134245,4.3016
9.833,0.6792849,3.1134245,0.4528
9.875,0.6792849,3.1134245,0.283
9.917,0.6792849,3.1134245,0.283
9.958,0.6792849,3.1134245,0.3113
10,0.6792849,3.1134245,0.283
10.042,0.6792849,3.1134245,0.283
10.083,0.6792849,3.1134245,0.283
10.125,0.6792849,3.1134245,0.283
10.167,0.6792849,3.1134245,0.283
10.208,0.6792849,3.1134245,0.283
10.25,0.6792849,3.1134245,0.283
10.292,0.6792849,3.1134245,1.6697
10.333,0.6792849,3.1134245,2.9715
10.375,0.6792849,3.1134245,0.5943
10.417,0.6792849,3.1134245,3.113
10.458,0.6792849,3.1134245,37.1013
10.5,0.6792849,3.1134245,38.4597
10.542,0.6792849,3.1134245,38.5729
10.583,0.6792849,3.1134245,38.1484
10.625,0.6792849,3.1134245,38.0918
10.667,0.6792849,3.1134245,38.7427
10.708,0.6774171,3.104793,38.1201
10.75,0.6792849,3.1134245,38.9125
10.792,0.6792849,3.1134245,38.8559
10.833,0.6792849,3.1134245,38.205
10.875,0.6792849,3.1134245,18.9044
10.917,0.6792849,3.1134245,17.546
10.958,0.6792849,3.1134245,1.4716
11,0.6792849,3.1134245,0.3396
11.042,0.6792849,3.1134245,0.3679
11.083,0.6792849,3.1134245,0.3113
11.125,0.6792849,3.1134245,0.3679
11.167,0.6792849,3.1134245,0.3396
11.208,0.6792849,3.1134245,0.3679
11.25,0.6792849,3.1134245,1.6414
11.292,0.6792849,3.1134245,2.7451
11.333,0.6792849,3.1134245,2.4904
11.375,0.6792849,3.1134245,0.5943
11.417,0.6792849,3.1134245,0.3396
11.458,0.6792849,3.1134245,0.3113
11.5,0.6792849,3.1134245,0.3396
11.542,0.6792849,3.1134245,0.3396
11.583,0.6792849,3.1134245,0.3396
11.625,0.6792849,3.1134245,0.3113
11.667,0.6792849,3.1134245,0.3113
11.708,0.6792849,3.1134245,1.698
11.75,0.6792849,3.1134245,4.3016
11.792,0.6792849,3.1134245,37.073
11.833,0.6792849,3.1134245,38.3182
11.875,0.6792849,3.1134245,38.2333
11.917,0.6792849,3.1134245,36.9315
11.958,0.6792849,3.1134245,2.547
12,0.6792849,3.1134245,0.3113
12.042,0.6792849,3.1134245,0.3113
12.083,0.6792849,3.1134245,0.3113
12.125,0.6792849,3.1134245,0.3113
12.167,0.6792849,3.1134245,0.3113
12.208,0.6792849,3.1134245,0.283
12.25,0.6792849,3.1134245,0.3113
12.292,0.6792849,3.1134245,0.3113
12.333,0.6792849,3.1134245,0.3113
12.375,0.6792849,3.1134245,0.3113
12.417,0.6792849,3.1134245,0.3113
12.458,0.6792849,3.1134245,0.283
12.5,0.6792849,3.1134245,0.3113
12.542,0.6774171,3.104793,0.3113
12.583,0.6792849,3.1134245,0.283
12.625,0.6792849,3.1134245,0.3113
12.667,0.6792849,3.1134245,1.7263
12.708,0.6792849,3.1134245,7.6127
12.75,0.6792849,3.1134245,83.4567
12.792,0.681181,3.1220843,43.0726
12.833,0.6792849,3.1134245,41.0633
12.875,0.6792849,3.1134245,36.9881
12.917,0.6792849,3.1134245,2.6036
12.958,0.6774171,3.104793,0.3396
13,0.6792849,3.1134245,0.3113
13.042,0.6792849,3.1134245,0.3396
13.083,0.6792849,3.1134245,0.3396
13.125,0.6792849,3.1134245,0.3113
13.167,0.6792849,3.1134245,0.3396
13.208,0.6792849,3.1134245,0.3396
13.25,0.6792849,3.1134245,0.3113
13.292,0.6792849,3.1134245,0.3396
13.333,0.6792849,3.1134245,0.3396
13.375,0.6792849,3.1134245,0.3113
13.417,0.6792849,3.1134245,0.3113
13.458,0.6792849,3.1134245,0.3113
13.5,0.6792849,3.1134245,0.3113
13.542,0.6792849,3.1134245,0.3396
13.583,0.6792849,3.1134245,0.3113
13.625,0.6792849,3.1134245,0.3113
13.667,0.6792849,3.1134245,1.7263
13.708,0.6792849,3.1134245,13.2161
13.75,0.6792849,3.1134245,6.9335
13.792,0.6792849,3.1134245,37.0164
13.833,0.6792849,3.1134245,38.1767
13.875,0.6792849,3.1134245,38.205
13.917,0.6792849,3.1134245,36.6768
13.958,0.6792849,3.1134245,2.5753
14,0.6792849,3.1134245,0.283
14.042,0.6792849,3.1134245,0.283
14.083,0.6792849,3.1134245,0.3113
14.125,0.6792849,3.1134245,0.3113
14.167,0.6792849,3.1134245,0.3113
14.208,0.6792849,3.1134245,0.3113
14.25,0.6792849,3.1134245,1.6697
14.292,0.6792849,3.1134245,2.7734
14.333,0.6792849,3.1134245,3.3394
14.375,0.6792849,3.1134245,8.207
14.417,0.6792849,3.1134245,8.0372
14.458,0.6792849,3.1134245,7.9806
14.5,0.6792849,3.1134245,8.2353
14.542,0.6792849,3.1134245,8.2636
14.583,0.6774171,3.104793,7.924
14.625,0.6792849,3.1134245,1.5282
14.667,0.6792849,3.1134245,0.283
14.708,0.6792849,3.1134245,0.283
14.75,0.6792849,3.1134245,3.0847
14.792,0.681181,3.1220843,36.9315
14.833,0.6792849,3.1134245,38.1767
14.875,0.6792849,3.1134245,38.2899
14.917,0.6792849,3.1134245,36.7051
14.958,0.6792849,3.1134245,2.5753
15,0.6792849,3.1134245,0.3679
15.042,0.6792849,3.1134245,0.3396
15.083,0.6774171,3.104793,0.3396
15.125,0.6792849,3.1134245,0.3396
15.167,0.6792849,3.1134245,0.3679
15.208,0.6792849,3.1134245,0.3113
15.25,0.6792849,3.1134245,0.3396
15.292,0.6792849,3.1134245,0.3396
15.333,0.6792849,3.1134245,0.3113
15.375,0.6792849,3.1134245,0.3396
15.417,0.6792849,3.1134245,0.3396
15.458,0.6792849,3.1134245,0.3113
15.5,0.6792849,3.1134245,0.3396
15.542,0.6792849,3.1134245,0.3396
15.583,0.6792849,3.1134245,0.3396
15.625,0.6792849,3.1134245,0.3113
15.667,0.6792849,3.1134245,0.3396
15.708,0.6792849,3.1134245,3.113
15.75,0.6792849,3.1134245,36.9315
15.792,0.6792849,3.1134245,38.2333
15.833,0.6792849,3.1134245,36.7617
15.875,0.6792849,3.1134245,2.4904
15.917,0.6792849,3.1134245,0.3396
15.958,0.6792849,3.1134245,0.3396
16,0.6792849,3.1134245,0.3396
16.042,0.6792849,3.1134245,0.3396
16.083,0.6792849,3.1134245,0.3396
16.125,0.6792849,3.1134245,0.3113
16.167,0.6792849,3.1134245,0.3113
16.208,0.6792849,3.1134245,0.3396
16.25,0.6792849,3.1134245,0.3396
16.292,0.6792849,3.1134245,0.3396
16.333,0.6792849,3.1134245,0.3113
16.375,0.6792849,3.1134245,0.3113
16.417,0.6792849,3.1134245,0.3396
16.458,0.6792849,3.1134245,0.3113
16.5,0.6792849,3.1134245,0.3113
16.542,0.6792849,3.1134245,0.3113
16.583,0.6792849,3.1134245,0.3113
16.625,0.6792849,3.1134245,0.3113
16.667,0.6792849,3.1134245,0.3113
16.708,0.6792849,3.1134245,1.7546
16.75,0.6774171,3.104793,4.4714
16.792,0.6792849,3.1134245,36.7334
16.833,0.6792849,3.1134245,38.2333
16.875,0.6792849,3.1134245,41.7708
16.917,0.6792849,3.1134245,16.5272
16.958,0.681181,3.1220843,14.8009
17,0.6792849,3.1134245,1.5565
17.042,0.6792849,3.1134245,0.3113
17.083,0.6792849,3.1134245,0.3113
17.125,0.6792849,3.1134245,0.3113
17.167,0.6792849,3.1134245,0.3113
17.208,0.6774171,3.104793,0.3113
17.25,0.6792849,3.1134245,0.3113
17.292,0.6792849,3.1134245,0.3113
17.333,0.681181,3.1220843,0.283
17.375,0.6774171,3.104793,0.3113
17.417,0.6792849,3.1134245,0.283
17.458,0.6792849,3.1134245,0.3113
17.5,0.6792849,3.1134245,0.3113
17.542,0.6792849,3.1134245,0.3113
17.583,0.6792849,3.1134245,0.283
17.625,0.6792849,3.1134245,0.3113
17.667,0.6792849,3.1134245,0.3113
17.708,0.6792849,3.1134245,0.3113
17.75,0.6792849,3.1134245,3.113
17.792,0.6792849,3.1134245,37.3277
17.833,0.6792849,3.1134245,38.6578
17.875,0.6792849,3.1134245,38.8559
17.917,0.6792849,3.1134245,37.2994
17.958,0.6792849,3.1134245,2.4904
18,0.6792849,3.1134245,0.283
18.042,0.6792849,3.1134245,0.3113
18.083,0.6792849,3.1134245,0.283
18.125,0.6792849,3.1134245,0.283
18.167,0.6792849,3.1134245,0.3113
18.208,0.6792849,3.1134245,0.283
18.25,0.6792849,3.1134245,0.283
18.292,0.6792849,3.1134245,0.3113
18.333,0.6792849,3.1134245,0.3113
18.375,0.6792849,3.1134245,0.283
18.417,0.6792849,3.1134245,0.3113
18.458,0.6792849,3.1134245,0.3113
18.5,0.6792849,3.1134245,0.283
18.542,0.6792849,3.1134245,0.283
18.583,0.6792849,3.1134245,0.3113
18.625,0.6792849,3.1134245,0.3113
18.667,0.6792849,3.1134245,0.3113
18.708,0.6792849,3.1134245,3.2828
18.75,0.6792849,3.1134245,37.1013
18.792,0.6774171,3.104793,38.8842
18.833,0.6792849,3.1134245,38.9125
18.875,0.6792849,3.1134245,36.0825
18.917,0.6792849,3.1134245,2.3206
18.958,0.6792849,3.1134245,0.3113
19,0.6792849,3.1134245,0.3113
19.042,0.6792849,3.1134245,0.283
19.083,0.6792849,3.1134245,0.3113
19.125,0.681181,3.1220843,0.283
19.167,0.6792849,3.1134245,0.283
19.208,0.6792849,3.1134245,0.283
19.25,0.6774171,3.104793,0.283
19.292,0.6792849,3.1134245,0.283
19.333,0.681181,3.1220843,0.283
19.375,0.6792849,3.1134245,0.283
19.417,0.6774171,3.104793,0.283
19.458,0.6792849,3.1134245,0.3113
19.5,0.6792849,3.1134245,0.283
19.542,0.6792849,3.1134245,0.283
19.583,0.6792849,3.1134245,0.283
19.625,0.6792849,3.1134245,0.283
19.667,0.6792849,3.1134245,0.283
19.708,0.6792849,3.1134245,0.283
19.75,0.6792849,3.1134245,2.9715
19.792,0.6792849,3.1134245,37.0447
19.833,0.6792849,3.1134245,38.2899
19.875,0.6792849,3.1134245,36.8183
19.917,0.6792849,3.1134245,2.264
19.958,0.6792849,3.1134245,0.3396
20,0.6792849,3.1134245,0.3396
20.042,0.6792849,3.1134245,0.3396
20.083,0.6792849,3.1134245,0.3113
20.125,0.6792849,3.1134245,0.3396
20.167,0.6792849,3.1134245,0.3679
20.208,0.6792849,3.1134245,0.3396
20.25,0.6792849,3.1134245,0.3396
20.292,0.6792849,3.1134245,0.3113
20.333,0.6792849,3.1134245,0.3113
20.375,0.6792849,3.1134245,0.3396
20.417,0.6792849,3.1134245,0.3396
20.458,0.6774171,3.104793,0.3396
20.5,0.6792849,3.1134245,0.3396
20.542,0.6792849,3.1134245,0.3113
20.583,0.681181,3.1220843,0.3113
20.625,0.6774171,3.104793,0.3113
20.667,0.6792849,3.1134245,1.7546
20.708,0.6792849,3.1134245,3.5941
20.75,0.6792849,3.1134245,15.9612
20.792,0.681181,3.1220843,38.0635
20.833,0.6792849,3.1134245,38.6295
20.875,0.6792849,3.1134245,38.1767
20.917,0.6792849,3.1134245,36.7051
20.958,0.6792849,3.1134245,2.4055
21,0.6792849,3.1134245,0.283
21.042,0.6792849,3.1134245,0.283
21.083,0.6774171,3.104793,0.283
21.125,0.6792849,3.1134245,0.283
21.167,0.6792849,3.1134245,0.283
21.208,0.6792849,3.1134245,0.283
21.25,0.6792849,3.1134245,0.283
21.292,0.6792849,3.1134245,0.3113
21.333,0.6792849,3.1134245,0.283
21.375,0.6792849,3.1134245,0.283
21.417,0.6792849,3.1134245,0.283
21.458,0.6792849,3.1134245,0.283
21.5,0.6792849,3.1134245,0.283
21.542,0.6792849,3.1134245,0.283
21.583,0.6792849,3.1134245,0.283
21.625,0.6792849,3.1134245,0.3113
21.667,0.6792849,3.1134245,0.283
21.708,0.6792849,3.1134245,0.283
21.75,0.6792849,3.1134245,0.283
21.792,0.6792849,3.1134245,0.283
21.833,0.6792849,3.1134245,0.283
21.875,0.6792849,3.1134245,0.283
21.917,0.6792849,3.1134245,0.283
21.958,0.6792849,3.1134245,0.283
22,0.6792849,3.1134245,0.283
22.042,0.6792849,3.1134245,0.283
22.083,0.6792849,3.1134245,0.283
22.125,0.6792849,3.1134245,0.283
22.167,0.6792849,3.1134245,0.283
22.208,0.6792849,3.1134245,0.283
22.25,0.6792849,3.1134245,0.283
22.292,0.6792849,3.1134245,0.283
22.333,0.6792849,3.1134245,0.3113
22.375,0.6792849,3.1134245,0.283
22.417,0.6792849,3.1134245,0.3113
22.458,0.6792849,3.1134245,0.283
22.5,0.6792849,3.1134245,0.283
22.542,0.6792849,3.1134245,0.283
22.583,0.6792849,3.1134245,0.283
22.625,0.6792849,3.1134245,0.283
22.667,0.6792849,3.1134245,3.1696
22.708,0.6792849,3.1134245,36.9032
22.75,0.6792849,3.1134245,38.8559
22.792,0.6774171,3.104793,38.4314
22.833,0.6792849,3.1134245,38.3748
22.875,0.6792849,3.1134245,38.2899
22.917,0.6792849,3.1134245,36.4787
22.958,0.6792849,3.1134245,2.4338
23,0.6792849,3.1134245,0.283
23.042,0.6792849,3.1134245,0.283
23.083,0.6792849,3.1134245,0.3113
23.125,0.6792849,3.1134245,0.283
23.167,0.6792849,3.1134245,0.283
23.208,0.6792849,3.1134245,0.283
23.25,0.6792849,3.1134245,0.3113
23.292,0.6792849,3.1134245,1.8395
23.333,0.6792849,3.1134245,12.169
23.375,0.6792849,3.1134245,1.1603
23.417,0.6792849,3.1134245,0.3396
23.458,0.6792849,3.1134245,0.3396
23.5,0.6792849,3.1134245,0.3396
23.542,0.6792849,3.1134245,0.3679
23.583,0.6792849,3.1134245,0.3113
23.625,0.6792849,3.1134245,0.3396
23.667,0.6792849,3.1134245,0.3396
23.708,0.6792849,3.1134245,2.4621
23.75,0.6792849,3.1134245,17.829
23.792,0.6792849,3.1134245,18.1686
23.833,0.6792849,3.1134245,17.4611
23.875,0.6792849,3.1134245,1.6414
23.917,0.6792849,3.1134245,0.3113
23.958,0.6792849,3.1134245,0.3113
24,0.6792849,3.1134245,0.3113
24.042,0.6792849,3.1134245,0.3113
24.083,0.6792849,3.1134245,0.3113
24.125,0.6792849,3.1134245,0.3113
24.167,0.6792849,3.1134245,0.3113
24.208,0.6792849,3.1134245,0.283
24.25,0.6792849,3.1134245,0.3113
24.292,0.6792849,3.1134245,1.4716
24.333,0.6792849,3.1134245,9.1692
24.375,0.6792849,3.1134245,2.9149
24.417,0.6792849,3.1134245,2.5187
24.458,0.6792849,3.1134245,2.6319
24.5,0.6774171,3.104793,0.7641
24.542,0.681181,3.1220843,0.3396
24.583,0.6774171,3.104793,0.3396
24.625,0.6792849,3.1134245,0.3396
24.667,0.6792849,3.1134245,0.3396
24.708,0.6792849,3.1134245,0.3396
24.75,0.6792849,3.1134245,3.2828
24.792,0.681181,3.1220843,37.5541
24.833,0.6792849,3.1134245,38.0918
24.875,0.6792849,3.1134245,38.7427
24.917,0.6792849,3.1134245,36.8183
24.958,0.6792849,3.1134245,2.4338
25,0.6792849,3.1134245,0.283
25.042,0.6792849,3.1134245,0.3113
25.083,0.6792849,3.1134245,0.3113
25.125,0.6774171,3.104793,0.283
25.167,0.6792849,3.1134245,0.283
25.208,0.6792849,3.1134245,0.3113
25.25,0.6792849,3.1134245,0.283
25.292,0.6792849,3.1134245,0.283
25.333,0.6792849,3.1134245,0.3113
25.375,0.6792849,3.1134245,0.283
25.417,0.6792849,3.1134245,0.283
25.458,0.6792849,3.1134245,0.283
25.5,0.6792849,3.1134245,0.283
25.542,0.6792849,3.1134245,0.283
25.583,0.6792849,3.1134245,0.3113
25.625,0.6792849,3.1134245,0.3113
25.667,0.6792849,3.1134245,0.3113
25.708,0.6792849,3.1134245,1.7263
25.75,0.6792849,3.1134245,4.6412
25.792,0.6792849,3.1134245,36.9315
25.833,0.6792849,3.1134245,38.2616
25.875,0.6792849,3.1134245,38.3465
25.917,0.6792849,3.1134245,36.9032
25.958,0.6792849,3.1134245,2.3489
26,0.6792849,3.1134245,0.3396
26.042,0.6792849,3.1134245,0.3113
26.083,0.6792849,3.1134245,0.3113
26.125,0.6792849,3.1134245,0.3113
26.167,0.6792849,3.1134245,0.3113
26.208,0.6792849,3.1134245,0.3396
26.25,0.6792849,3.1134245,0.3396
26.292,0.6792849,3.1134245,0.3113
26.333,0.6774171,3.104793,0.3113
26.375,0.6792849,3.1134245,0.3113
26.417,0.681181,3.1220843,0.3113
26.458,0.6792849,3.1134245,0.3113
26.5,0.6792849,3.1134245,0.3113
26.542,0.6792849,3.1134245,0.3113
26.583,0.6792849,3.1134245,0.3113
26.625,0.6792849,3.1134245,0.283
26.667,0.6792849,3.1134245,0.283
26.708,0.6792849,3.1134245,3.3111
26.75,0.6774171,3.104793,36.6485
26.792,0.6792849,3.1134245,38.1767
26.833,0.6792849,3.1134245,38.1484
26.875,0.6792849,3.1134245,38.3465
26.917,0.6792849,3.1134245,36.6485
26.958,0.6792849,3.1134245,2.3489
27,0.6792849,3.1134245,0.283
27.042,0.6792849,3.1134245,0.283
27.083,0.6792849,3.1134245,0.3113
27.125,0.6792849,3.1134245,0.3113
27.167,0.6792849,3.1134245,0.3113
27.208,0.6792849,3.1134245,0.283
27.25,0.6792849,3.1134245,0.283
27.292,0.6792849,3.1134245,0.283
27.333,0.6792849,3.1134245,0.283
27.375,0.6792849,3.1134245,0.283
27.417,0.6792849,3.1134245,0.283
27.458,0.6792849,3.1134245,0.283
27.5,0.6792849,3.1134245,0.283
27.542,0.6792849,3.1134245,0.283
27.583,0.6792849,3.1134245,0.283
27.625,0.6792849,3.1134245,0.283
27.667,0.6792849,3.1134245,0.283
27.708,0.6792849,3.1134245,3.1979
27.75,0.6792849,3.1134245,37.1013
27.792,0.6792849,3.1134245,38.1767
27.833,0.6792849,3.1134245,38.205
27.875,0.6792849,3.1134245,38.2333
27.917,0.6792849,3.1134245,36.6768
27.958,0.6792849,3.1134245,2.1508
28,0.6792849,3.1134245,0.283
28.042,0.6792849,3.1134245,0.3113
28.083,0.6792849,3.1134245,0.283
28.125,0.6792849,3.1134245,0.283
28.167,0.6774171,3.104793,0.283
28.208,0.6792849,3.1134245,0.283
28.25,0.681181,3.1220843,0.283
28.292,0.6774171,3.104793,0.283
28.333,0.6792849,3.1134245,0.283
28.375,0.6792849,3.1134245,0.283
28.417,0.6792849,3.1134245,0.283
28.458,0.6792849,3.1134245,0.283
28.5,0.6792849,3.1134245,0.283
28.542,0.681181,3.1220843,0.283
28.583,0.6792849,3.1134245,0.283
28.625,0.6792849,3.1134245,0.283
28.667,0.6792849,3.1134245,0.283
28.708,0.6792849,3.1134245,0.283
28.75,0.6792849,3.1134245,0.283
28.792,0.6792849,3.1134245,0.283
28.833,0.6774171,3.104793,0.283
28.875,0.6792849,3.1134245,0.283
28.917,0.6792849,3.1134245,0.283
28.958,0.6792849,3.1134245,0.283
