$Lewiston met year 2018 YC 06/23/22,,,,,,
",,,",,,,,,
Julian Date,Air Temp,Dewpoint Temp,Wind Speed,Wind Direction,Cloud Cover,Short radiation
4.583,9.9,9.75,4,6.16101226,0,107.97
4.625,10.46,10.31,3,0.052359878,0,71.01
4.667,9.9,9.6,4,1.047197551,0,31.03
4.708,9.9,9.89,4,5.619960191,0,1.98
4.75,9.35,9.34,4,5.811946409,0,0
4.792,9.9,9.89,4,5.724679947,0,0
4.833,9.35,9.34,4,5.427973974,0,0
4.875,9.9,9.89,2,5.427973974,0,0
4.917,9.9,9.89,4,5.864306287,0,0
4.958,10.46,10.45,4,2.478367538,0,0
5,10.46,10.45,1,2.181661565,0,0
5.042,10.46,10.31,5,2.670353756,0,0
5.083,11.01,10.86,5,2.775073511,0,0
5.125,11.01,10.71,4,2.705260341,0,0
5.167,11.01,11,7,2.827433388,0,0
5.208,11.01,10.71,4,2.600540585,0,0
5.25,11.01,10.86,1,2.652900463,0,0
5.292,11.01,10.86,4,2.809980096,0,0
5.333,11.01,10.71,7,2.862339973,0,6.97
5.375,11.01,11,6,3.054326191,0,26.96
5.417,11.57,11.42,3,3.717551307,0,86
5.458,12.68,11.9,1,3.525565089,0,129.94
5.5,12.68,12.06,3,2.251474735,0,172.94
5.542,12.68,12.37,4,3.176499239,0,125.98
5.583,12.12,11.02,3,4.71238898,0,74.03
5.625,11.57,9.82,5,4.066617157,0,79.03
5.667,11.01,9.27,2,2.164208272,0,43
5.708,10.46,8.39,3,2.460914245,0,6.04
5.75,10.46,7.34,3,3.769911184,0,0
5.792,9.35,9.05,3,2.234021443,0,0
5.833,9.35,8.59,5,2.513274123,0,0
5.875,8.79,8.34,4,2.652900463,0,0
5.917,8.24,7.49,4,2.600540585,0,0
5.958,7.68,6.93,4,2.705260341,0,0
6,7.12,6.37,4,3.857177647,0,0
6.042,6.01,6,2,2.775073511,0,0
6.083,6.01,6,5,3.595378259,0,0
6.125,6.57,6.28,5,3.909537524,0,0
6.167,6.01,6,2,4.22369679,0,0
6.208,6.01,6,4,3.839724354,0,0
6.25,5.46,5.45,3,4.08407045,0,0
6.292,6.01,5.42,5,4.206243497,0,0
6.333,6.01,5.86,1,3.752457892,0,16.04
6.375,6.57,5.98,1,2.949606436,0,81.01
6.417,7.12,6.22,3,2.35619449,0,132.96
6.458,8.24,6.21,1,2.757620218,0,180.96
6.5,10.46,6.22,4,0.087266463,0,430.73
6.542,9.9,6.43,4,2.21656815,0,170.96
6.583,11.01,5.76,1,1.727875959,0,289.86
6.625,12.12,6.4,2,5.427973974,0,260.92
6.667,9.9,5.68,2,5.654866776,0,102.97
6.708,8.79,5.54,3,5.811946409,0,6.04
6.75,7.68,4.63,4,5.811946409,0,0
6.792,7.12,4.77,4,5.794493117,0,0
6.833,6.01,5.86,6,5.637413484,0,0
6.875,5.46,5.32,2,5.777039824,0,0
6.917,5.46,4.72,4,5.131268001,0,0
6.958,3.79,3.78,5,5.637413484,0,0
7,3.79,3.78,4,5.585053606,0,0
7.042,3.79,3.78,4,5.619960191,0,0
7.083,2.68,2.67,5,5.585053606,0,0
7.125,2.12,2.11,5,5.567600314,0,0
7.167,2.12,2.11,3,5.637413484,0,0
7.208,2.12,2.11,2,5.724679947,0,0
7.25,1.57,1.56,4,5.637413484,0,0
7.292,1.01,1,0,2.617993878,0,0
7.333,1.57,1.56,4,5.550147021,0,36.03
7.375,3.24,3.23,3,5.742133239,0,197.93
7.417,4.35,4.34,2,2.07694181,0,305.9
7.458,6.57,5.98,0,0.942477796,0,313.92
7.5,7.68,6.15,3,0.436332313,0,338.9
7.542,8.24,5.53,4,5.986479334,0,246.86
7.583,10.46,7.7,2,1.431169987,0,168.99
7.625,10.46,6.61,4,1.93731547,0,119.94
7.667,9.35,5.9,1,1.8675023,0,61.95
7.708,9.35,5.9,4,0.767944871,0,3.95
7.75,8.79,6.24,1,6.073745797,0,0
7.792,8.24,5.87,3,0.366519143,0,0
7.833,7.68,5.99,3,5.951572749,0,0
7.875,8.24,6.7,3,0.34906585,0,0
7.917,7.68,6.62,3,6.248278722,0,0
7.958,7.12,6.97,3,6.23082543,0,0
8,8.24,6.54,4,0.41887902,3,0
8.042,8.24,5.7,4,0.715584993,3,0
8.083,7.68,5.99,2,6.283185307,3,0
8.125,7.68,5.66,3,0.401425728,3,0
8.167,7.68,5.99,4,0.837758041,3,0
8.208,6.57,5.83,5,6.23082543,3,0
8.25,6.01,6,6,6.178465552,3,0
8.292,6.01,6,7,5.724679947,3,0
8.333,6.01,6,7,5.916666164,3,1.98
8.375,6.01,6,6,5.916666164,3,11.97
8.417,6.57,6.56,5,6.178465552,3,33.94
8.458,6.57,6.56,6,6.021385919,3,51.95
8.5,6.57,6.56,6,5.777039824,3,59.97
8.542,6.57,6.56,6,5.602506899,3,54.97
8.583,6.57,6.56,7,5.759586532,3,36.03
8.625,7.12,7.11,7,5.672320069,3,21.97
8.667,7.12,7.11,6,5.794493117,3,11.97
8.708,7.12,7.11,4,5.934119457,3,1.98
8.75,7.12,7.11,6,5.689773362,3,0
8.792,7.12,7.11,5,5.811946409,3,0
8.833,7.68,7.67,4,5.829399702,3,0
8.875,7.68,7.67,5,5.707226654,3,0
8.917,7.68,7.67,7,5.532693729,3,0
8.958,7.68,7.67,5,5.497787144,3,0
9,7.68,7.67,7,5.550147021,0,0
9.042,7.68,7.67,5,5.497787144,0,0
9.083,7.68,7.67,6,5.497787144,0,0
9.125,8.24,8.23,4,5.462880559,0,0
9.167,8.79,8.78,1,4.380776423,0,0
9.208,7.68,7.67,2,2.478367538,0,0
9.25,8.24,8.23,3,3.333578871,0,0
9.292,8.24,8.23,4,4.29350996,0,0
9.333,8.24,8.23,4,2.687807048,0,8.95
9.375,8.79,8.78,2,2.844886681,0,38.93
9.417,8.79,8.78,3,3.193952531,0,71.94
9.458,9.35,9.34,3,3.682644722,0,84.03
9.5,9.35,9.34,5,3.420845334,0,76.94
9.542,10.46,10.45,5,3.246312409,0,139
9.583,11.01,9.76,8,4.101523742,0,157.95
9.625,11.57,9.14,7,3.839724354,0,187.93
9.667,9.35,8.12,9,4.171336912,0,81.94
9.708,7.68,6.78,6,2.722713633,0,6.04
9.75,7.12,5.43,8,3.752457892,0,0
9.792,6.01,4.97,5,3.159045946,0,0
9.833,6.01,4.97,8,3.543018382,0,0
9.875,5.46,4.27,6,3.246312409,0,0
9.917,4.35,3.77,2,3.019419606,0,0
9.958,4.35,3.62,5,2.897246558,0,0
10,4.35,3.47,3,2.652900463,0,0
10.042,4.35,3.32,4,2.635447171,0,0
10.083,4.35,2.86,3,2.949606436,0,0
10.125,4.35,3.01,2,3.019419606,0,0
10.167,4.35,2.86,1,2.28638132,0,0
10.208,3.79,2.46,2,3.682644722,0,0
10.25,2.68,2.67,0,2.391101075,0,0
10.292,3.24,3.23,2,0.959931089,0,0
10.333,3.24,3.23,1,1.431169987,0,6.04
10.375,3.79,3.78,0,2.251474735,0,31.96
10.417,3.79,3.78,4,5.986479334,0,62.99
10.458,4.35,4.34,3,5.969026042,0,74.96
10.5,6.01,6,2,5.864306287,0,130.98
10.542,6.57,6.56,2,0.034906585,0,140.98
10.583,7.12,7.11,3,6.143558967,0,139.93
10.625,7.12,7.11,5,5.637413484,0,115.99
10.667,7.12,7.11,4,5.619960191,0,46.02
10.708,7.12,7.11,2,5.427973974,0,3.95
10.75,7.12,7.11,3,5.480333851,0,0
10.792,7.12,7.11,4,5.550147021,0,0
10.833,7.12,7.11,2,0.750491578,0,0
10.875,7.12,7.11,1,1.291543646,0,0
10.917,7.12,7.11,1,1.954768762,0,0
10.958,7.12,7.11,0,1.972222055,0,0
11,7.12,7.11,1,0.104719755,0,0
11.042,7.12,7.11,2,5.462880559,0,0
11.083,6.57,6.56,1,5.811946409,0,0
11.125,7.12,7.11,3,5.270894341,0,0
11.167,7.12,7.11,1,3.525565089,0,0
11.208,7.12,7.11,3,3.438298626,0,0
11.25,7.12,7.11,1,3.089232776,0,0
11.292,6.57,6.56,1,3.316125579,0,0
11.333,6.57,6.56,3,3.595378259,0,8.95
11.375,6.57,6.56,4,3.630284844,0,28.01
11.417,7.68,7.67,0,1.570796327,0,76.94
11.458,8.24,8.23,5,2.199114858,0,99.02
11.5,8.79,8.78,4,3.420845334,0,104.02
11.542,9.9,9.45,3,3.159045946,0,169.92
11.583,9.9,9.45,2,3.612831552,0,129.01
11.625,11.57,10.15,6,2.775073511,0,167.94
11.667,11.01,8.93,8,2.617993878,0,106.92
11.708,9.9,8.66,9,2.408554368,0,11.04
11.75,10.46,8.39,8,3.176499239,0,0
11.792,9.9,7.33,10,4.01425728,0,0
11.833,9.35,7.47,8,2.775073511,0,0
11.875,9.9,7.15,4,3.263765701,0,0
11.917,9.35,7.13,6,2.844886681,0,0
11.958,8.79,7.24,3,3.333578871,0,0
12,8.24,7.18,1,2.49582083,0,0
12.042,7.68,7.67,6,3.036872898,0,0
12.083,7.68,7.67,4,2.408554368,0,0
12.125,7.12,7.11,2,3.281218994,0,0
12.167,6.57,6.13,3,2.670353756,0,0
12.208,6.01,6,1,3.822271062,0,0
12.25,5.46,5.45,1,5.864306287,0,0
12.292,5.46,5.45,2,1.640609497,0,0
12.333,5.46,5.45,1,0.27925268,0,23.01
12.375,6.01,6,3,6.143558967,0,81.01
12.417,7.12,7.11,3,1.274090354,0,149.93
12.458,8.79,7.4,3,6.143558967,0,217.92
12.5,10.46,7.16,2,1.064650844,0,292.88
12.542,11.57,5.44,2,5.654866776,0,358.89
12.583,12.12,4.12,4,6.003932627,0,370.87
12.625,12.12,6.4,1,5.637413484,0,199.9
12.667,11.01,7.7,4,4.118977035,0,120.99
12.708,9.35,7.3,5,3.752457892,0,11.04
12.75,8.79,7.08,1,2.21656815,0,0
12.792,8.24,7.64,2,5.532693729,0,0
12.833,6.57,6.56,4,5.567600314,0,0
12.875,5.46,5.45,5,5.654866776,0,0
12.917,6.01,6,0,5.340707511,0,0
12.958,4.35,4.34,3,5.323254219,0,0
13,3.79,3.78,3,5.462880559,0,0
13.042,4.9,3.71,3,5.480333851,0,0
13.083,3.24,3.23,3,5.794493117,0,0
13.125,2.68,2.67,3,2.35619449,0,0
13.167,2.68,2.67,0,1.989675347,0,0
13.208,2.12,2.11,1,1.954768762,0,0
13.25,2.68,2.67,2,3.019419606,0,0
13.292,3.24,2.81,4,5.410520681,0,0
13.333,4.35,3.32,3,5.811946409,0,41.03
13.375,4.35,4.34,3,2.740166926,0,155.97
13.417,6.57,6.13,1,1.850049007,0,307.87
13.458,8.79,6.75,2,1.919862177,0,365.87
13.5,12.68,7.97,2,1.204277184,0,382.84
13.542,14.35,9.17,2,5.846852994,0,395.85
13.583,17.68,5.93,2,1.535889742,0,336.93
13.625,18.24,6.12,2,1.343903524,0,228.96
13.667,16.01,6.17,4,0.052359878,0,114.01
13.708,15.46,6.21,3,0.401425728,0,11.97
13.75,13.24,8.51,4,5.585053606,0,0
13.792,13.24,7.25,4,5.654866776,0,0
13.833,12.68,6.28,5,5.550147021,0,0
13.875,12.12,6.19,5,5.619960191,0,0
13.917,11.57,5.23,4,5.270894341,0,0
13.958,11.57,4.78,5,5.393067389,0,0
14,10.46,4.39,5,5.567600314,0,0
14.042,10.46,3.73,4,5.462880559,0,0
14.083,9.9,3.2,5,5.654866776,0,0
14.125,9.9,2.97,6,5.550147021,0,0
14.167,9.35,2.68,5,5.532693729,0,0
14.208,8.79,3.43,5,5.637413484,0,0
14.25,9.35,2.68,4,5.585053606,0,0
14.292,8.24,3.3,5,5.567600314,0,0
14.333,9.35,3.33,6,5.585053606,0,46.95
14.375,10.46,3.5,6,5.654866776,0,169.92
14.417,12.68,4.14,5,5.637413484,0,349.83
14.458,12.68,6.06,5,5.619960191,0,216.87
14.5,14.9,6.97,2,5.497787144,0,222.91
14.542,17.68,7.14,1,0.645771823,0,296.95
14.583,17.12,5.1,3,0.541052068,0,262.89
14.625,15.46,4.81,1,1.047197551,0,114.01
14.667,15.46,2.62,2,1.361356817,0,56.95
14.708,14.35,3.5,2,6.143558967,0,6.04
14.75,12.68,7.36,4,5.585053606,0,0
14.792,13.24,4.66,3,6.265732015,0,0
14.833,11.57,6.9,4,6.16101226,0,0
14.875,12.68,3.88,5,0.27925268,0,0
14.917,12.12,3.62,3,0.017453293,0,0
14.958,11.01,4.02,5,5.637413484,0,0
15,10.46,4.81,3,5.654866776,0,0
15.042,9.9,4.9,5,5.532693729,0,0
15.083,9.9,3.42,6,5.480333851,0,0
15.125,7.68,4.63,6,5.602506899,0,0
15.167,8.79,3.01,8,5.515240436,0,0
15.208,8.24,3.1,4,5.602506899,0,0
15.25,8.79,2.15,5,5.672320069,0,0
15.292,8.79,1.7,4,5.532693729,0,0
15.333,8.24,2.49,7,5.602506899,0,6.97
15.375,11.01,3.08,4,1.082104136,0,91
15.417,12.12,4.12,3,6.056292504,0,223.96
15.458,12.68,4.39,2,6.23082543,0,132.96
15.5,12.68,3.62,3,0.383972435,0,59.04
15.542,12.12,3.36,4,0.575958653,0,41.03
15.583,9.9,6.98,6,6.178465552,0,56.02
15.625,8.79,7.08,4,5.585053606,0,39.98
15.667,9.35,6.96,8,5.724679947,0,38
15.708,8.79,7.24,5,6.108652382,0,3.95
15.75,9.35,6.61,5,5.619960191,0,0
15.792,8.79,6.07,3,5.777039824,0,0
15.833,8.24,8.09,5,5.811946409,0,0
15.875,8.24,7.49,7,4.974188368,0,0
15.917,7.68,7.67,1,5.427973974,0,0
15.958,7.68,7.67,2,0.034906585,0,0
16,7.68,7.67,5,1.93731547,0,0
16.042,7.68,7.67,4,5.567600314,0,0
16.083,7.68,7.67,4,5.602506899,0,0
16.125,7.68,7.67,1,1.483529864,0,0
16.167,7.68,7.67,1,6.038839212,0,0
16.208,7.68,7.67,5,5.724679947,0,0
16.25,7.68,7.67,2,6.143558967,0,0
16.292,7.68,7.67,4,5.707226654,0,0
16.333,7.68,7.67,4,6.195918845,0,13.02
16.375,7.68,7.67,2,5.951572749,0,74.03
16.417,8.24,8.23,6,5.899212872,0,84.03
16.458,8.79,8.78,4,5.881759579,0,131.91
16.5,10.46,10.16,2,0.593411946,0,203.97
16.542,11.01,10.08,3,5.864306287,0,240.93
16.583,11.01,10.08,7,5.864306287,0,252.9
16.625,11.01,10.24,4,6.056292504,0,139
16.667,10.46,9.54,5,6.091199089,0,74.03
16.708,9.9,9.6,3,6.038839212,0,18.01
16.75,9.9,9.29,2,5.811946409,0,0
16.792,9.9,9.6,3,5.602506899,0,0
16.833,9.9,9.89,2,5.044001538,0,0
16.875,9.9,9.75,1,2.600540585,0,0
16.917,8.79,8.78,4,5.497787144,0,0
16.958,8.79,8.78,1,2.757620218,0,0
17,8.79,8.78,1,5.654866776,0,0
17.042,8.79,8.78,3,5.480333851,0,0
17.083,8.79,8.78,3,5.393067389,0,0
17.125,8.79,8.78,3,5.410520681,0,0
17.167,8.24,8.23,1,2.094395102,0,0
17.208,8.79,8.78,2,5.619960191,0,0
17.25,8.79,8.78,5,5.602506899,0,0
17.292,8.79,8.78,4,5.567600314,0,0
17.333,9.35,9.34,2,5.899212872,0,16.04
17.375,10.46,10.45,2,5.637413484,0,129.01
17.417,12.68,10.4,3,2.181661565,0,268.94
17.458,12.68,10.4,1,1.605702912,0,247.9
17.5,13.24,9.3,2,0.366519143,0,264.87
17.542,13.24,9.11,3,5.340707511,0,250.92
17.583,13.24,9.87,5,2.024581932,0,195.95
17.625,13.24,9.49,0,1.780235837,0,142.95
17.667,12.12,10.19,4,5.864306287,0,69.97
17.708,11.01,10.08,2,2.28638132,0,10
17.75,10.46,9.85,4,3.141592654,0,0
17.792,10.46,10.31,3,2.478367538,0,0
17.833,9.9,9.89,1,4.136430327,0,0
17.875,9.35,9.34,5,5.707226654,0,0
17.917,9.35,9.34,0,2.879793266,0,0
17.958,9.9,9.6,8,2.844886681,0,0
18,9.9,9.75,5,2.617993878,3,0
18.042,10.46,9.54,4,2.635447171,3,0
18.083,9.9,9.89,4,2.670353756,3,0
18.125,9.35,9.34,4,3.490658504,3,0
18.167,8.79,8.78,8,2.809980096,3,0
18.208,8.79,8.78,3,3.455751919,3,0
18.25,8.79,8.78,2,3.071779484,3,0
18.292,8.79,8.78,7,2.443460953,3,0
18.333,8.24,8.23,6,2.775073511,3,3.95
18.375,8.24,8.23,6,2.338741198,3,36.03
18.417,8.24,8.23,6,2.42600766,3,51.02
18.458,7.68,7.67,5,3.473205211,3,48
18.5,7.68,7.38,4,2.338741198,3,79.03
18.542,7.12,6.53,3,2.757620218,3,71.01
18.583,7.68,6.62,6,3.612831552,3,136.91
18.625,7.68,6.15,4,4.450589593,3,38
18.667,7.12,6.07,5,3.822271062,3,21.97
18.708,6.01,4.81,6,3.94444411,3,5
18.75,4.9,3.56,7,3.665191429,3,0
18.792,4.9,3.71,6,3.281218994,3,0
18.833,4.35,3.32,7,3.054326191,3,0
18.875,3.79,1.67,3,3.682644722,3,0
18.917,3.79,2.15,4,3.490658504,3,0
18.958,3.24,1.61,4,3.577924967,3,0
19,3.24,2.52,6,3.839724354,0,0
19.042,2.68,2.4,4,3.769911184,0,0
19.083,2.68,2.4,4,3.403392041,0,0
19.125,2.12,2.11,6,2.199114858,0,0
19.167,2.12,1.26,5,2.600540585,0,0
19.208,2.12,1.55,8,2.652900463,0,0
19.25,2.12,1.98,5,2.862339973,0,0
19.292,1.57,1.29,5,3.001966313,0,0
19.333,2.12,1.4,3,3.001966313,0,33.94
19.375,3.24,1.76,4,2.757620218,0,135.98
19.417,4.9,2.26,5,3.141592654,0,203.97
19.458,5.46,1.76,5,3.490658504,0,264.87
19.5,6.57,1.7,7,3.333578871,0,457.83
19.542,6.57,2.28,5,3.595378259,0,408.87
19.583,6.57,0.69,6,3.071779484,0,394.81
19.625,6.57,1.89,5,4.764748858,0,258.94
19.667,4.9,3.08,3,4.310963252,0,61.02
19.708,3.24,2.22,2,3.228859116,0,11.97
19.75,2.68,1.81,4,3.961897402,0,0
19.792,2.12,1.84,4,2.792526803,0,0
19.833,1.57,1.43,3,2.583087293,0,0
19.875,1.57,1.56,3,2.722713633,0,0
19.917,1.01,1,0,3.316125579,0,0
19.958,0.46,0.45,1,5.096361416,0,0
20,0.46,0.45,0,1.535889742,0,0
20.042,1.01,1,2,5.829399702,0,0
20.083,1.01,1,1,0.296705973,0,0
20.125,0.46,0.45,2,3.193952531,0,0
20.167,0.46,0.45,2,3.246312409,0,0
20.208,0.46,0.45,2,3.263765701,0,0
20.25,-0.1,-0.11,0,2.391101075,0,0
20.292,-0.1,-0.11,1,3.996803987,0,0
20.333,0.46,0.45,0,3.019419606,0,10
20.375,1.01,0.73,1,3.717551307,0,69.97
20.417,2.12,1.84,2,1.93731547,0,145.98
20.458,4.35,2.54,3,3.438298626,0,282.88
20.5,4.9,2.09,4,2.111848395,0,388.88
20.542,6.57,0.47,4,3.630284844,0,460.56
20.583,7.12,1.42,5,2.932153143,0,392.83
20.625,7.68,1.95,3,3.124139361,0,297.88
20.667,6.01,1.36,4,2.844886681,0,119.94
20.708,4.9,1.57,1,3.368485456,0,13.95
20.75,4.9,1.22,4,2.530727415,0,0
20.792,3.79,1.51,1,2.268928028,0,0
20.833,3.24,1.45,3,3.700098014,0,0
20.875,2.68,1.96,0,4.310963252,0,0
20.917,2.68,1.96,1,5.201081171,0,0
20.958,2.12,2.11,0,2.949606436,0,0
21,1.01,1,3,5.585053606,4,0
21.042,1.01,1,0,1.256637061,4,0
21.083,1.01,1,3,5.934119457,4,0
21.125,1.01,1,3,5.550147021,4,0
21.167,1.01,1,2,2.600540585,4,0
21.208,0.46,0.45,1,3.804817769,4,0
21.25,0.46,0.45,4,2.181661565,4,0
21.292,1.01,1,2,5.340707511,4,0
21.333,1.57,1.56,3,2.478367538,4,13.95
21.375,1.57,1.56,2,5.846852994,4,36.96
21.417,2.12,2.11,3,5.672320069,4,114.01
21.458,3.24,3.23,3,5.794493117,4,114.01
21.5,3.79,3.78,3,5.846852994,4,89.96
21.542,2.68,2.67,5,5.811946409,4,61.95
21.583,2.12,2.11,4,5.707226654,4,26.03
21.625,2.12,2.11,3,5.951572749,4,8.02
21.667,2.12,2.11,2,5.811946409,4,3.02
21.708,1.57,1.56,0,6.143558967,4,1.05
21.75,1.57,1.56,0,5.794493117,4,0
21.792,1.57,1.56,0,5.829399702,4,0
21.833,1.57,1.56,0,5.602506899,4,0
21.875,1.57,1.56,0,5.707226654,4,0
21.917,1.57,1.56,0,5.532693729,4,0
21.958,1.57,1.56,0,5.654866776,4,0
22,2.12,2.11,0,5.707226654,0,0
22.042,2.12,2.11,0,5.724679947,0,0
22.083,2.12,2.11,0,4.694935688,0,0
22.125,2.12,2.11,0,5.585053606,0,0
22.167,2.12,2.11,0,3.665191429,0,0
22.208,2.12,2.11,0,2.687807048,0,0
22.25,2.12,2.11,0,2.565634,0,0
22.292,2.12,2.11,0,3.316125579,0,0
22.333,2.12,2.11,0,5.637413484,0,3.02
22.375,3.24,3.23,0,6.126105675,0,21.97
22.417,4.35,4.34,2,2.984513021,0,215.94
22.458,6.01,5.42,1,1.832595715,0,263.94
22.5,5.46,5.02,1,5.707226654,0,244.88
22.542,7.68,6.15,0,6.003932627,0,259.87
22.583,6.57,5.05,1,0.593411946,0,219.89
22.625,7.12,5.59,2,1.274090354,0,251.85
22.667,4.35,4.34,3,1.989675347,0,99.95
22.708,3.79,3.78,0,2.111848395,0,19.99
22.75,3.79,3.78,3,5.951572749,0,0
22.792,3.24,3.23,1,6.073745797,0,0
22.833,3.24,3.23,3,6.091199089,0,0
22.875,3.24,3.23,2,6.091199089,0,0
22.917,3.24,3.23,2,0.244346095,0,0
22.958,2.68,2.67,0,4.764748858,0,0
23,2.68,2.67,1,0.837758041,0,0
23.042,2.68,2.67,2,0.174532925,0,0
23.083,2.12,2.11,1,0.663225116,0,0
23.125,2.12,2.11,1,5.934119457,0,0
23.167,2.12,2.11,3,5.916666164,0,0
23.208,1.57,1.56,1,5.567600314,0,0
23.25,1.57,1.56,1,0.820304748,0,0
23.292,1.57,1.56,0,0.820304748,0,0
23.333,1.57,1.56,2,5.829399702,0,24.99
23.375,2.68,2.67,0,6.126105675,0,110.99
23.417,4.35,4.34,1,0.733038286,0,202.92
23.458,6.01,6,0,0.052359878,0,244.88
23.5,6.57,6.13,1,5.986479334,0,276.96
23.542,8.24,7.18,0,2.897246558,0,279.86
23.583,7.12,6.97,1,2.548180708,0,203.97
23.625,6.57,5.98,1,3.839724354,0,109.02
23.667,6.57,6.42,1,4.258603375,0,76.01
23.708,5.46,5.45,1,5.497787144,0,16.04
23.75,5.46,5.45,1,1.710422667,0,0
23.792,4.9,4.89,3,2.251474735,0,0
23.833,4.9,4.89,2,5.532693729,0,0
23.875,5.46,5.32,5,2.740166926,0,0
23.917,4.9,4.89,1,5.724679947,0,0
23.958,4.9,4.89,1,1.692969374,0,0
24,4.9,4.89,0,0.959931089,8,0
24.042,4.35,4.34,3,5.689773362,8,0
24.083,4.9,4.89,2,5.934119457,8,0
24.125,4.9,4.89,1,2.059488517,8,0
24.167,4.9,4.89,0,0.331612558,8,0
24.208,5.46,5.45,5,2.443460953,8,0
24.25,5.46,5.45,8,2.705260341,8,0
24.292,5.46,5.45,6,2.49582083,8,0
24.333,5.46,5.45,5,2.42600766,8,3.02
24.375,6.01,6,11,3.001966313,8,6.97
