$Dam release the same as Cal/Val flow allocation YC 08/14/2023,,,
",,,",,,
JDAY,WdamL,WdamU,Spill
4.292,6.86,0,0
4.333,6.87,0,0
4.375,6.848,0,0
4.417,6.87,0,0
4.458,6.86,0,0
4.500,6.87,0,0
4.542,6.86,0,0
4.583,6.86,0,0
4.625,6.87,0,0
4.667,6.86,0,0
4.708,6.87,0,0
4.750,6.86,0,0
4.792,6.87,0,0
4.833,6.846,0,0
4.875,6.886,0,0
4.917,6.86,0,0
4.958,6.87,0,0
5.000,6.86,0,0
5.042,6.87,0,0
5.083,6.86,0,0
5.125,6.846,0,0
5.167,6.87,0,0
5.208,6.86,0,0
5.250,6.886,0,0
5.292,6.86,0,0
5.333,6.87,0,0
5.375,6.846,0,0
5.417,6.87,0,0
5.458,6.86,0,0
5.500,6.86,0,0
5.542,6.87,0,0
5.583,6.86,0,0
5.625,6.87,0,0
5.667,6.86,0,0
5.708,6.87,0,0
5.750,6.86,0,0
5.792,6.87,0,0
5.833,6.86,0,0
5.875,6.87,0,0
5.917,6.86,0,0
5.958,6.86,0,0
6.000,6.87,0,0
6.042,6.86,0,0
6.083,6.87,0,0
6.125,6.86,0,0
6.167,6.87,0,0
6.208,6.864,0,0
6.250,6.876,0,0
6.292,6.87,0,0
6.333,6.88,0,0
6.375,6.876,0,0
6.417,6.888,0,0
6.458,6.874,0,0
6.500,6.878,0,0
6.542,6.866,0,0
6.583,6.86,0,0
6.625,6.87,0,0
6.667,6.86,0,0
6.708,6.87,0,0
6.750,6.86,0,0
6.792,6.87,0,0
6.833,6.86,0,0
6.875,6.87,0,0
6.917,6.862,0,0
6.958,6.87,0,0
7.000,6.846,0,0
7.042,6.862,0,0
7.083,6.87,0,0
7.125,6.862,0,0
7.167,6.87,0,0
7.208,6.862,0,0
7.250,6.87,0,0
7.292,6.862,0,0
7.333,6.87,0,0
7.375,6.862,0,0
7.417,6.872,0,0
7.458,6.878,0,0
7.500,6.872,0,0
7.542,6.848,0,0
7.583,6.866,0,0
7.625,6.872,0,0
7.667,6.864,0,0
7.708,6.872,0,0
7.750,6.864,0,0
7.792,6.872,0,0
7.833,6.866,0,0
7.875,6.866,0,0
7.917,6.87,0,0
7.958,6.864,0,0
8.000,6.87,0,0
8.042,6.862,0,0
8.083,6.87,0,0
8.125,6.862,0,0
8.167,6.87,0,0
8.208,6.86,0,0
8.250,6.87,0,0
8.292,6.862,0,0
8.333,6.87,0,0
8.375,6.862,0,0
8.417,6.87,0,0
8.458,6.862,0,0
8.500,6.862,0,0
8.542,6.87,0,0
8.583,6.862,0,0
8.625,6.87,0,0
8.667,6.862,0,0
8.708,6.87,0,0
8.750,6.862,0,0
8.792,6.87,0,0
8.833,6.862,0,0
8.875,6.87,0,0
8.917,6.862,0,0
8.958,6.862,0,0
9.000,6.87,0,0
9.042,6.846,0,0
9.083,6.87,0,0
9.125,6.862,0,0
9.167,6.886,0,0
9.208,6.862,0,0
9.250,6.854,0,0
9.292,6.862,0,0
9.333,6.886,0,0
9.375,6.862,0,0
9.417,6.846,0,0
9.458,6.87,0,0
9.500,6.862,0,0
9.542,6.87,0,0
9.583,6.878,0,0
9.625,6.854,0,0
9.667,6.862,0,0
9.708,6.87,0,0
9.750,6.862,0,0
9.792,6.862,0,0
9.833,6.87,0,0
9.875,6.862,0,0
9.917,6.87,0,0
9.958,6.862,0,0
10.000,6.87,0,0
10.042,6.862,0,0
10.083,6.87,0,0
10.125,6.862,0,0
10.167,6.87,0,0
10.208,6.862,0,0
10.250,6.87,0,0
10.292,6.862,0,0
10.333,6.862,0,0
10.375,6.87,0,0
10.417,6.862,0,0
10.458,6.87,0,0
10.500,6.862,0,0
10.542,6.87,0,0
10.583,6.862,0,0
10.625,6.87,0,0
10.667,2.316,4.546,0
10.708,5.058,1.812,0
10.750,4.935,1.927,0
10.792,6.87,0,0
10.833,6.862,0,0
10.875,6.87,0,0
10.917,6.862,0,0
10.958,6.862,0,0
11.000,6.854,0,0
11.042,6.862,0,0
11.083,6.87,0,0
11.125,6.862,0,0
11.167,6.886,0,0
11.208,6.862,0,0
11.250,6.87,0,0
11.292,6.846,0,0
11.333,6.862,0,0
11.375,6.842,0,0
11.417,6.786,0,0
11.458,6.838,0,0
11.500,6.832,0,0
11.542,6.816,0,0
11.583,6.858,0,0
11.625,6.834,0,0
11.667,6.84,0,0
11.708,6.83,0,0
11.750,6.84,0,0
11.792,6.818,0,0
11.833,6.844,0,0
11.875,6.834,0,0
11.917,6.844,0,0
11.958,6.834,0,0
12.000,6.848,0,0
12.042,6.842,0,0
12.083,6.82,0,0
12.125,6.844,0,0
12.167,6.834,0,0
12.208,6.84,0,0
12.250,6.83,0,0
12.292,6.838,0,0
12.333,6.834,0,0
12.375,6.842,0,0
12.417,6.834,0,0
12.458,6.834,0,0
12.500,6.844,0,0
12.542,6.834,0,0
12.583,6.844,0,0
12.625,6.834,0,0
12.667,6.844,0,0
12.708,6.834,0,0
12.750,6.842,0,0
12.792,6.834,0,0
12.833,6.844,0,0
12.875,6.834,0,0
12.917,6.834,0,0
12.958,6.842,0,0
13.000,6.834,0,0
13.042,6.844,0,0
13.083,6.834,0,0
13.125,6.844,0,0
13.167,6.834,0,0
13.208,6.844,0,0
13.250,6.834,0,0
13.292,6.844,0,0
13.333,6.834,0,0
13.375,6.844,0,0
13.417,6.82,0,0
13.458,6.85,0,0
13.500,6.844,0,0
13.542,6.834,0,0
13.583,6.844,0,0
13.625,6.82,0,0
13.667,6.844,0,0
13.708,6.834,0,0
13.750,6.858,0,0
13.792,6.834,0,0
13.833,6.842,0,0
13.875,6.82,0,0
13.917,6.834,0,0
13.958,6.842,0,0
14.000,6.85,0,0
14.042,6.828,0,0
14.083,6.834,0,0
14.125,6.842,0,0
14.167,6.834,0,0
14.208,6.842,0,0
14.250,6.834,0,0
14.292,6.842,0,0
14.333,6.834,0,0
14.375,6.844,0,0
14.417,6.834,0,0
14.458,6.834,0,0
14.500,6.842,0,0
14.542,6.834,0,0
14.583,6.844,0,0
14.625,6.834,0,0
14.667,6.844,0,0
14.708,6.834,0,0
14.750,6.844,0,0
14.792,6.834,0,0
14.833,6.844,0,0
14.875,6.834,0,0
14.917,6.834,0,0
14.958,6.842,0,0
15.000,6.834,0,0
15.042,6.844,0,0
15.083,6.834,0,0
15.125,6.844,0,0
15.167,6.834,0,0
15.208,6.842,0,0
15.250,6.834,0,0
15.292,6.82,0,0
15.333,6.858,0,0
15.375,6.834,0,0
15.417,6.844,0,0
15.458,6.834,0,0
15.500,6.842,0,0
15.542,6.82,0,0
15.583,6.844,0,0
15.625,6.834,0,0
15.667,6.858,0,0
15.708,6.834,0,0
15.750,6.844,0,0
15.792,6.834,0,0
15.833,6.82,0,0
15.875,6.844,0,0
15.917,6.834,0,0
15.958,6.844,0,0
16.000,6.834,0,0
16.042,6.844,0,0
16.083,6.834,0,0
16.125,6.842,0,0
16.167,6.834,0,0
16.208,6.84,0,0
16.250,6.832,0,0
16.292,6.834,0,0
16.333,6.84,0,0
16.375,6.832,0,0
16.417,6.842,0,0
16.458,6.832,0,0
16.500,6.842,0,0
16.542,6.834,0,0
16.583,6.844,0,0
16.625,6.834,0,0
16.667,6.844,0,0
16.708,6.834,0,0
16.750,6.842,0,0
16.792,6.834,0,0
16.833,6.834,0,0
16.875,6.844,0,0
16.917,6.834,0,0
16.958,6.842,0,0
17.000,6.834,0,0
17.042,6.844,0,0
17.083,6.834,0,0
17.125,6.844,0,0
17.167,6.834,0,0
17.208,6.842,0,0
17.250,6.834,0,0
17.292,6.844,0,0
17.333,6.834,0,0
17.375,6.82,0,0
17.417,6.844,0,0
17.458,6.834,0,0
17.500,6.858,0,0
17.542,6.834,0,0
17.583,6.844,0,0
17.625,6.834,0,0
17.667,6.828,0,0
17.708,6.834,0,0
17.750,6.834,0,0
17.792,6.844,0,0
17.833,6.834,0,0
17.875,6.842,0,0
17.917,6.834,0,0
17.958,6.842,0,0
18.000,6.834,0,0
18.042,6.858,0,0
18.083,6.82,0,0
18.125,6.842,0,0
18.167,6.834,0,0
18.208,6.842,0,0
18.250,6.832,0,0
18.292,6.842,0,0
18.333,6.834,0,0
18.375,6.826,0,0
18.417,6.848,0,0
18.458,6.84,0,0
18.500,6.848,0,0
18.542,6.84,0,0
18.583,6.848,0,0
18.625,6.84,0,0
18.667,6.848,0,0
18.708,6.84,0,0
18.750,6.848,0,0
18.792,6.85,0,0
18.833,6.868,0,0
18.875,3.722,3.126,0
18.917,3.333,3.507,0
18.958,3.858,2.99,0
19.000,6.84,0,0
19.042,6.848,0,0
19.083,6.84,0,0
19.125,6.848,0,0
19.167,6.84,0,0
19.208,6.848,0,0
19.250,6.84,0,0
19.292,6.84,0,0
19.333,6.848,0,0
19.375,6.84,0,0
19.417,6.848,0,0
19.458,6.84,0,0
19.500,6.832,0,0
19.542,6.856,0,0
19.583,6.848,0,0
19.625,6.84,0,0
19.667,6.848,0,0
19.708,6.824,0,0
19.750,6.84,0,0
19.792,6.864,0,0
19.833,6.84,0,0
19.875,6.848,0,0
19.917,6.84,0,0
19.958,6.848,0,0
20.000,6.824,0,0
20.042,6.848,0,0
20.083,6.84,0,0
20.125,6.848,0,0
20.167,6.84,0,0
20.208,6.864,0,0
20.250,6.824,0,0
20.292,6.84,0,0
20.333,6.848,0,0
20.375,6.84,0,0
20.417,6.848,0,0
20.458,6.84,0,0
20.500,6.848,0,0
20.542,6.84,0,0
20.583,6.848,0,0
20.625,6.84,0,0
20.667,6.848,0,0
20.708,6.84,0,0
20.750,6.84,0,0
20.792,6.848,0,0
20.833,6.84,0,0
20.875,6.848,0,0
20.917,6.84,0,0
20.958,6.848,0,0
21.000,6.84,0,0
21.042,6.848,0,0
21.083,6.84,0,0
21.125,6.848,0,0
21.167,6.84,0,0
21.208,6.84,0,0
21.250,6.848,0,0
21.292,6.84,0,0
21.333,6.848,0,0
21.375,6.84,0,0
21.417,6.848,0,0
21.458,6.84,0,0
21.500,6.848,0,0
21.542,6.84,0,0
21.583,6.848,0,0
21.625,6.84,0,0
21.667,6.848,0,0
21.708,6.84,0,0
21.750,6.84,0,0
21.792,6.848,0,0
21.833,6.84,0,0
21.875,6.848,0,0
21.917,6.84,0,0
21.958,6.832,0,0
22.000,6.84,0,0
22.042,6.864,0,0
22.083,6.84,0,0
22.125,6.848,0,0
22.167,1.135,5.705,0
22.208,0,6.824,0
22.250,0,6.848,0
22.292,0,6.84,0
22.333,0,6.848,0
22.375,0,6.856,0
22.417,0,6.848,0
22.458,0,6.824,0
22.500,0,6.85,0
22.542,0,6.84,0
22.583,0,6.85,0
22.625,0.564,6.276,0
22.667,6.85,0,0
22.708,6.84,0,0
22.750,6.84,0,0
22.792,6.85,0,0
22.833,6.84,0,0
22.875,6.85,0,0
22.917,6.84,0,0
22.958,6.848,0,0
23.000,6.84,0,0
23.042,6.85,0,0
23.083,6.842,0,0
23.125,6.85,0,0
23.167,6.842,0,0
23.208,6.842,0,0
23.250,6.85,0,0
23.292,6.842,0,0
23.333,6.85,0,0
23.375,6.842,0,0
23.417,6.85,0,0
23.458,6.842,0,0
23.500,6.85,0,0
23.542,6.842,0,0
23.583,6.85,0,0
23.625,6.842,0,0
23.667,6.85,0,0
23.708,6.842,0,0
23.750,6.84,0,0
23.792,6.85,0,0
23.833,6.842,0,0
23.875,6.85,0,0
23.917,6.842,0,0
23.958,6.85,0,0
24.000,6.842,0,0
24.042,6.85,0,0
24.083,6.842,0,0
24.125,6.826,0,0
24.167,6.85,0,0
24.208,6.858,0,0
24.250,6.85,0,0
24.292,6.842,0,0
24.333,6.834,0,0
24.375,6.858,0,0
24.417,6.85,0,0
24.458,6.842,0,0
24.500,6.834,0,0
24.542,6.842,0,0
24.583,6.866,0,0
24.625,6.842,0,0
24.667,6.85,0,0
24.708,6.826,0,0
24.750,6.842,0,0
24.792,6.85,0,0
24.833,6.858,0,0
24.875,6.834,0,0
24.917,6.842,0,0
24.958,6.85,0,0
25.000,6.842,0,0
25.042,6.85,0,0
25.083,6.842,0,0
25.125,6.842,0,0
25.167,6.85,0,0
25.208,6.842,0,0
25.250,6.85,0,0
25.292,6.842,0,0
25.333,6.85,0,0
25.375,6.832,0,0
25.417,6.844,0,0
25.458,6.836,0,0
25.500,6.844,0,0
25.542,6.836,0,0
25.583,6.844,0,0
25.625,6.836,0,0
25.667,6.844,0,0
25.708,6.836,0,0
25.750,6.836,0,0
25.792,6.844,0,0
25.833,6.836,0,0
25.875,6.844,0,0
25.917,6.836,0,0
25.958,6.844,0,0
26.000,6.834,0,0
26.042,6.844,0,0
26.083,6.836,0,0
26.125,6.844,0,0
26.167,6.836,0,0
26.208,6.834,0,0
26.250,6.842,0,0
26.292,6.836,0,0
26.333,6.828,0,0
26.375,6.852,0,0
26.417,6.844,0,0
26.458,6.834,0,0
26.500,5.194,1.648,0
26.542,4.51,2.31,0
26.583,3.664,3.172,0
26.625,4.629,2.215,0
26.667,5.449,1.387,0
26.708,6.064,0.78,0
26.750,6.343,0.493,0
26.792,6.231,0.613,0
26.833,6.127,0.725,0
26.875,5.944,0.9,0
26.917,6.774,0.062,0
26.958,6.691,0.137,0
27.000,6.726,0.11,0
27.042,6.694,0.15,0
27.083,6.666,0.17,0
27.125,6.697,0.139,0
27.167,6.669,0.175,0
27.208,6.583,0.253,0
27.250,6.502,0.342,0
27.292,6.397,0.439,0
27.333,6.359,0.485,0
27.375,5.438,1.398,0
27.417,4.934,1.91,0
27.458,4.183,2.653,0
27.500,3.174,3.67,0
27.542,3.351,3.485,0
27.583,3.17,3.674,0
27.625,3.815,3.021,0
27.667,4.087,2.757,0
27.708,4.415,2.421,0
27.750,4.185,2.651,0
27.792,4.368,2.476,0
27.833,4.312,2.524,0
27.875,4.204,2.64,0
27.917,4.786,2.05,0
27.958,4.72,2.124,0
28.000,4.603,2.233,0
28.042,4.538,2.306,0
28.083,4.584,2.252,0
28.125,4.544,2.292,0
28.167,5.097,1.747,0
28.208,5.116,1.72,0
28.250,6.081,0.763,0
28.292,6.081,0.755,0
28.333,5.16,1.684,0
28.375,5.183,1.653,0
28.417,4.563,2.265,0
28.458,3.788,3.048,0
28.500,2.49,4.37,0
28.542,2.526,4.31,0
28.583,2.044,4.792,0
28.625,2.622,4.222,0
28.667,3.368,3.468,0
28.708,3.84,3.004,0
28.750,4.574,2.262,0
28.792,5.058,1.786,0
28.833,5.024,1.812,0
28.875,5.842,1.002,0
28.917,5.78,1.056,0
28.958,6.325,0.503,0
29.000,6.263,0.573,0
29.042,6.207,0.629,0
29.083,6.844,0,0
29.125,6.836,0,0
29.167,6.844,0,0
29.208,6.834,0,0
29.250,6.842,0,0
29.292,6.836,0,0
29.333,6.844,0,0
29.375,6.836,0,0
29.417,5.321,1.523,0
29.458,4.284,2.552,0
29.500,2.66,4.184,0
29.542,2.665,4.171,0
29.583,2.048,4.788,0
29.625,2.041,4.803,0
29.667,2.586,4.25,0
29.708,3.452,3.392,0
29.750,4.047,2.789,0
29.792,3.985,2.859,0
29.833,5.108,1.728,0
29.875,5.092,1.752,0
29.917,5.104,1.732,0
29.958,5.979,0.865,0
30.000,5.112,1.724,0
30.042,5.125,1.719,0
30.083,5.105,1.731,0
30.125,5.087,1.757,0
30.167,5.029,1.807,0
30.208,4.978,1.858,0
30.250,4.944,1.898,0
30.292,5.871,0.963,0
30.333,5.883,0.959,0
30.375,5.87,0.948,0
30.417,4.861,1.973,0
30.458,2.571,4.255,0
30.500,0.434,6.4,0
30.542,0,6.828,0
30.583,0,6.814,0
30.625,0,6.838,0
30.667,1.002,5.828,0
30.708,0.925,5.929,0
30.750,2.258,4.572,0
30.792,3.233,3.605,0
30.833,4.757,2.073,0
30.875,4.775,2.063,0
30.917,4.754,2.06,0
30.958,4.768,2.07,0
31.000,4.763,2.067,0
31.042,4.764,2.066,0
31.083,4.775,2.063,0
31.125,5.934,0.894,0
31.167,5.989,0.847,0
31.208,6.052,0.79,0
31.250,6.094,0.724,0
31.292,6.151,0.675,0
31.333,6.208,0.626,0
31.375,5.087,1.737,0
31.417,3.572,3.262,0
31.458,3.589,3.237,0
31.500,2.745,4.081,0
31.542,2.837,3.999,0
31.583,2.884,3.944,0
31.625,2.894,3.942,0
31.667,2.928,3.902,0
31.708,2.993,3.843,0
31.750,3.892,2.934,0
31.792,3.968,2.866,0
31.833,4.032,2.794,0
31.875,4.079,2.755,0
31.917,4.107,2.717,0
31.958,5.539,1.293,0
32.000,5.567,1.259,0
32.042,5.587,1.239,0
32.083,5.61,1.224,0
32.125,5.614,1.212,0
32.167,6.64,0.194,0
32.208,6.639,0.187,0
32.250,6.648,0.186,0
32.292,6.637,0.187,0
32.333,6.644,0.19,0
32.375,5.689,1.135,0
32.417,5.7,1.118,0
32.458,4.397,2.443,0
32.500,4.406,2.426,0
32.542,3.503,3.321,0
32.583,3.508,3.316,0
32.625,3.498,3.32,0
32.667,3.555,3.271,0
32.708,3.526,3.326,0
32.750,3.573,3.255,0
32.792,3.635,3.201,0
32.833,4.475,2.349,0
32.875,5.774,1.06,0
32.917,5.758,1.068,0
32.958,5.714,1.094,0
33.000,5.695,1.139,0
33.042,5.647,1.181,0
33.083,5.609,1.227,0
33.125,5.591,1.237,0
33.167,5.603,1.233,0
33.208,5.582,1.244,0
33.250,4.292,2.542,0
33.292,4.262,2.564,0
33.333,4.296,2.538,0
33.375,4.34,2.486,0
33.417,3.623,3.211,0
33.458,3.662,3.164,0
33.500,3.692,3.142,0
33.542,3.735,3.091,0
33.583,3.708,3.116,0
33.625,3.603,3.229,0
33.667,3.547,3.277,0
33.708,3.489,3.343,0
33.750,3.485,3.339,0
33.792,3.521,3.311,0
33.833,3.599,3.225,0
33.875,3.634,3.198,0
33.917,3.629,3.195,0
33.958,3.615,3.209,0
34.000,2.596,4.236,0
34.042,2.569,4.255,0
34.083,2.517,4.315,0
34.125,1.667,5.157,0
34.167,1.45,5.382,0
34.208,1.028,5.796,0
34.250,0,6.834,0
34.292,0,6.824,0
34.333,0,6.832,0
34.375,0,6.824,0
34.417,0,6.832,0
34.458,0,6.824,0
34.500,0,6.808,0
34.542,0,6.832,0
34.583,0,6.84,0
34.625,0,6.832,0
34.667,0,6.824,0
34.708,0,6.832,0
34.750,0,6.824,0
34.792,0,6.832,0
34.833,0,6.824,0
34.875,0,6.832,0
34.917,0,6.808,0
34.958,0,6.824,0
35.000,0,6.832,0
35.042,0,6.824,0
35.083,0,6.832,0
35.125,0,6.824,0
35.167,0,6.832,0
35.208,0,6.84,0
35.250,0,6.816,0
35.292,0,6.824,0
35.333,0,6.832,0
35.375,0,6.824,0
35.417,0,6.832,0
35.458,0,6.824,0
35.500,0,6.832,0
35.542,0,6.824,0
35.583,0,6.824,0
35.625,0,6.832,0
35.667,0,6.824,0
35.708,0,6.832,0
35.750,0,6.824,0
35.792,0,6.832,0
35.833,0,6.824,0
35.875,0,6.832,0
35.917,0,6.824,0
35.958,0,6.832,0
36.000,0,6.824,0
36.042,0,6.824,0
36.083,0,6.832,0
36.125,0,6.824,0
36.167,0,6.832,0
36.208,0,6.824,0
36.250,0,6.832,0
36.292,0,6.824,0
36.333,0,6.834,0
36.375,0,6.826,0
36.417,0,6.834,0
36.458,0,6.824,0
36.500,0,6.824,0
36.542,0,6.832,0
36.583,0,6.826,0
36.625,0,6.834,0
36.667,0,6.826,0
36.708,0,6.832,0
36.750,6.824,0,0
36.792,0,6.834,0
36.833,0,6.81,0
36.875,0,6.824,0
36.917,0,6.848,0
36.958,0,6.824,0
37.000,0,6.832,0
37.042,6.824,0,0
37.083,0,6.832,0
37.125,0,6.808,0
37.167,0,6.832,0
37.208,0,6.824,0
37.250,0,6.832,0
37.292,0,6.84,0
37.333,0,6.832,0
37.375,0,6.824,0
37.417,0,6.808,0
37.458,0,6.832,0
37.500,0,6.824,0
37.542,0,6.832,0
37.583,0,6.826,0
37.625,0,6.834,0
37.667,0,6.826,0
37.708,0,6.836,0
37.750,6.826,0,0
37.792,6.834,0,0
37.833,6.826,0,0
37.875,6.834,0,0
37.917,6.824,0,0
37.958,6.824,0,0
38.000,6.836,0,0
38.042,6.83,0,0
38.083,0,6.838,0
38.125,0,6.83,0
38.167,0,6.838,0
38.208,0,6.828,0
38.250,0,6.836,0
38.292,0,6.828,0
38.333,0,6.836,0
38.375,0,6.828,0
38.417,0,6.828,0
38.458,0,6.838,0
38.500,0,6.83,0
38.542,0,6.838,0
38.583,0,6.828,0
38.625,0,6.838,0
38.667,0,6.83,0
38.708,0,6.834,0
38.750,0,6.83,0
38.792,0,6.838,0
38.833,6.83,0,0
38.875,6.838,0,0
38.917,6.83,0,0
38.958,6.83,0,0
39.000,6.838,0,0
39.042,6.83,0,0
39.083,6.822,0,0
39.125,6.83,0,0
39.167,6.838,0,0
39.208,6.83,0,0
39.250,6.854,0,0
39.292,6.83,0,0
39.333,6.838,0,0
39.375,6.832,0,0
39.417,6.824,0,0
39.458,6.848,0,0
39.500,6.84,0,0
39.542,6.848,0,0
39.583,6.84,0,0
39.625,6.848,0,0
39.667,4.188,2.652,0
39.708,1.593,5.255,0
39.750,0,6.84,0
39.792,0,6.848,0
39.833,0,6.84,0
39.875,0,6.848,0
39.917,0,6.84,0
39.958,0,6.84,0
40.000,0,6.848,0
40.042,0,6.84,0
40.083,0,6.848,0
40.125,0,6.84,0
40.167,0,6.85,0
40.208,0,6.84,0
40.250,0,6.85,0
40.292,0,6.84,0
40.333,0.232,6.608,0
40.375,0,6.85,0
40.417,0,6.84,0
40.458,0,6.85,0
40.500,0,6.84,0
40.542,0,6.85,0
40.583,0,6.842,0
40.625,0,6.85,0
40.667,0,6.842,0
40.708,0,6.85,0
40.750,0,6.842,0
40.792,0,6.85,0
40.833,0,6.842,0
40.875,0,6.842,0
40.917,0,6.85,0
40.958,0,6.842,0
41.000,0,6.85,0
41.042,0,6.842,0
41.083,0,6.834,0
41.125,6.842,0,0
41.167,6.85,0,0
41.208,6.842,0,0
41.250,6.866,0,0
41.292,6.842,0,0
41.333,6.826,0,0
41.375,6.85,0,0
41.417,6.842,0,0
41.458,6.85,0,0
41.500,6.842,0,0
41.542,6.85,0,0
41.583,6.842,0,0
41.625,6.85,0,0
41.667,6.842,0,0
41.708,6.85,0,0
41.750,6.842,0,0
41.792,6.842,0,0
41.833,6.85,0,0
41.875,6.842,0,0
41.917,6.85,0,0
41.958,6.842,0,0
42.000,6.85,0,0
42.042,6.842,0,0
42.083,6.85,0,0
42.125,6.842,0,0
42.167,6.85,0,0
42.208,6.842,0,0
42.250,6.85,0,0
42.292,6.842,0,0
42.333,6.85,0,0
42.375,6.842,0,0
42.417,6.842,0,0
42.458,6.85,0,0
42.500,6.842,0,0
42.542,6.85,0,0
42.583,6.842,0,0
42.625,6.85,0,0
42.667,6.842,0,0
42.708,6.85,0,0
42.750,6.842,0,0
42.792,6.85,0,0
42.833,6.826,0,0
42.875,6.842,0,0
42.917,6.866,0,0
42.958,6.842,0,0
43.000,6.85,0,0
43.042,6.842,0,0
43.083,6.834,0,0
43.125,6.842,0,0
43.167,6.866,0,0
43.208,6.842,0,0
43.250,6.826,0,0
43.292,6.85,0,0
43.333,6.842,0,0
43.375,6.866,0,0
43.417,6.842,0,0
43.458,6.834,0,0
43.500,6.842,0,0
43.542,6.85,0,0
43.583,6.842,0,0
43.625,6.85,0,0
43.667,6.842,0,0
43.708,6.842,0,0
43.750,6.85,0,0
43.792,6.842,0,0
43.833,6.85,0,0
43.875,6.842,0,0
43.917,6.85,0,0
43.958,6.842,0,0
44.000,6.85,0,0
44.042,6.842,0,0
44.083,6.85,0,0
44.125,6.842,0,0
44.167,6.85,0,0
44.208,6.842,0,0
44.250,6.842,0,0
44.292,6.85,0,0
44.333,6.842,0,0
44.375,6.85,0,0
44.417,6.842,0,0
44.458,6.85,0,0
44.500,6.842,0,0
44.542,6.85,0,0
44.583,6.842,0,0
44.625,6.85,0,0
44.667,6.842,0,0
44.708,6.842,0,0
44.750,6.85,0,0
44.792,6.842,0,0
44.833,6.85,0,0
44.875,6.842,0,0
44.917,6.85,0,0
44.958,6.826,0,0
45.000,6.866,0,0
45.042,6.842,0,0
45.083,6.85,0,0
45.125,6.842,0,0
45.167,6.834,0,0
45.208,6.842,0,0
45.250,6.866,0,0
45.292,6.842,0,0
45.333,6.85,0,0
45.375,6.826,0,0
45.417,6.842,0,0
45.458,6.85,0,0
45.500,6.842,0,0
45.542,6.866,0,0
45.583,6.826,0,0
45.625,6.85,0,0
45.667,6.842,0,0
45.708,6.85,0,0
45.750,6.842,0,0
45.792,6.842,0,0
45.833,6.85,0,0
45.875,6.842,0,0
45.917,6.85,0,0
45.958,6.842,0,0
46.000,6.85,0,0
46.042,6.842,0,0
46.083,6.85,0,0
46.125,6.842,0,0
46.167,6.85,0,0
46.208,6.842,0,0
46.250,6.842,0,0
46.292,6.85,0,0
46.333,6.842,0,0
46.375,6.844,0,0
46.417,6.842,0,0
46.458,6.85,0,0
46.500,6.842,0,0
46.542,6.85,0,0
46.583,6.842,0,0
46.625,6.85,0,0
46.667,6.842,0,0
46.708,6.842,0,0
46.750,6.85,0,0
46.792,6.842,0,0
46.833,6.85,0,0
46.875,6.826,0,0
46.917,6.866,0,0
46.958,6.842,0,0
47.000,6.85,0,0
47.042,6.842,0,0
47.083,6.834,0,0
47.125,6.842,0,0
47.167,6.85,0,0
47.208,6.858,0,0
47.250,6.826,0,0
47.292,6.85,0,0
47.333,6.842,0,0
47.375,6.866,0,0
47.417,6.826,0,0
47.458,6.85,0,0
47.500,6.842,0,0
47.542,6.85,0,0
47.583,6.842,0,0
47.625,6.85,0,0
47.667,6.842,0,0
47.708,6.85,0,0
47.750,6.842,0,0
47.792,6.842,0,0
47.833,6.85,0,0
47.875,6.842,0,0
