$Lewiston qdt year 2017 YC 06/22/22,
20.167,8.434364467
20.208,7.069364467
20.25,2.4903267
20.292,9.353221867
20.333,6.596082933
20.375,9.8083851
20.417,7.600364467
20.458,6.994364467
20.5,6.829364467
20.542,10.8122618
20.583,7.728364467
20.625,4.712467133
20.667,6.769364467
20.708,39.74293973
20.75,-21.07167137
20.792,6.003696233
20.833,-1.467930067
20.875,13.05665053
20.917,7.937681267
20.958,4.248467133
21,4.248467133
21.042,7.464364467
21.083,6.811364467
21.125,6.784705867
21.167,4.309210633
21.208,7.239364467
21.25,7.228364467
21.292,4.248467133
21.333,8.172705867
21.375,-0.784327533
21.417,9.218364467
21.458,4.275210633
21.5,7.516364467
21.542,4.106740733
21.583,6.681127867
21.625,4.118230533
21.667,1.4763332
21.708,18.99750623
21.75,5.844352233
21.792,1.588703133
21.833,12.49325753
21.875,-14.70200527
21.917,7.4275897
21.958,13.48415913
22,10.3022618
22.042,-0.425327533
22.083,14.78505647
22.125,6.811364467
22.167,12.62815913
22.208,4.248467133
22.25,7.496709567
22.292,6.236968833
22.333,10.49699393
22.375,7.363351067
22.417,10.9142618
22.458,9.0242618
22.5,6.811364467
22.542,7.182364467
22.583,7.478364467
22.625,10.9068856
22.667,4.233637933
22.708,26.99040387
22.75,2.508054167
22.792,8.009204
22.833,9.6729977
22.875,-16.02489603
22.917,16.39199093
22.958,7.124364467
23,6.485364467
23.042,-0.157532867
23.083,6.811364467
23.125,7.503364467
23.167,6.811364467
23.208,4.760467133
23.25,1.101862267
23.292,6.0617788
23.333,7.77335977
23.375,5.159698033
23.417,8.332648267
23.458,9.6404451
23.5,5.308752033
23.542,6.598356533
23.583,-0.522886633
23.625,16.00250423
23.667,9.1050252
23.708,26.84899667
23.75,-3.182674067
23.792,11.26982863
23.833,-23.08036903
23.875,10.8641716
23.917,8.555705867
23.958,0.9255698
24,-2.3494302
24.042,4.248467133
24.083,7.473215667
24.125,6.708090933
24.167,4.215922133
24.208,1.3139348
24.25,2.2600309
24.292,5.778092933
24.333,2.3475386
24.375,5.112090933
24.417,1.8510836
24.458,0.119575533
24.5,7.013207333
24.542,6.710874033
24.583,4.2631568
24.625,2.298661
24.667,2.2035447
24.708,33.02718117
24.75,-9.6191445
24.792,6.1043791
24.833,6.113583933
24.875,-35.6807532
24.917,16.34723397
24.958,3.4170435
25,-0.0018999
25.042,-4.976797233
25.083,5.637940833
25.125,3.2763683
25.167,3.9203928
25.208,3.0438664
25.25,4.355763733
25.292,0.835186367
25.333,4.1646693
25.375,5.692596933
25.417,5.533926533
25.458,4.116937133
25.5,2.8910475
25.542,5.248427333
25.583,-0.976550433
25.625,6.3564034
25.667,4.840546133
25.708,34.3776498
25.75,-3.898654033
25.792,0.03257123
25.833,3.521699033
25.875,-30.90602653
25.917,13.18897947
25.958,5.79497907
26,-4.826393333
26.042,-2.094476
26.083,4.655971733
26.125,4.332612133
26.167,2.9363594
26.208,1.991262167
26.25,-2.1429172
26.292,6.665950267
26.333,3.741108467
26.375,7.541951533
26.417,0.411897
26.458,1.586045967
26.5,16.7573906
26.542,0.489017833
26.583,-4.171525933
26.625,4.588920833
26.667,6.658572767
26.708,23.37508803
26.75,6.71837193
26.792,3.7570374
26.833,0.3071223
26.875,-39.07411403
26.917,14.8791302
26.958,4.0833615
27,-0.0686385
27.042,-3.7171081
27.083,2.3688365
27.125,5.077769233
27.167,1.5553615
27.208,-0.424919033
27.25,0.7921323
27.292,3.684430467
27.333,5.492604867
27.375,5.575322533
27.417,-1.105199133
27.458,5.209937133
27.5,4.918937133
27.542,2.2180398
27.583,1.6870604
27.625,5.207281533
27.667,1.3463094
27.708,23.78166293
27.75,3.44883677
27.792,-0.9694749
27.833,-18.16336527
27.875,18.01178033
27.917,4.315267367
27.958,-22.26430297
28,7.24766683
28.042,5.608694267
28.083,-0.971538133
28.125,-1.4939602
28.167,1.8225446
28.208,-4.8325361
28.25,10.6692566
28.292,0.4604563
28.333,0.412339567
28.375,6.553834467
28.417,-0.167857533
28.458,3.2890398
28.5,4.825937133
28.542,2.4020398
28.583,4.323937133
28.625,1.4280398
28.667,3.852293833
28.708,29.63640613
28.75,-4.9660116
28.792,3.3775913
28.833,-8.141713433
28.875,4.024039333
28.917,-1.4170812
28.958,-16.82126567
29,6.505723233
29.042,2.262563833
29.083,2.616414
29.125,-0.3359602
29.167,-0.5199602
29.208,1.7130398
29.25,4.5280398
29.292,2.185825
29.333,2.2130398
29.375,2.2630398
29.417,2.4020398
29.458,1.9510398
29.5,2.2160398
29.542,4.803937133
29.583,4.987937133
29.625,2.1700398
29.667,1.3632957
29.708,27.67836257
29.75,-5.780646
29.792,3.8101939
29.833,2.4995324
29.875,-26.05064487
29.917,12.4246647
29.958,3.336405333
30,-3.166028833
30.042,-2.7766634
30.083,1.344508
30.125,4.702233933
30.167,-0.631703833
30.208,-2.653591567
30.25,5.485509933
30.292,1.901157267
30.333,1.526959267
30.375,3.2392046
30.417,1.6167057
30.458,1.2021935
30.5,2.179508
30.542,3.960233933
30.583,1.6533366
30.625,1.1545686
30.667,3.300465933
30.708,28.78403723
30.75,-5.7894082
30.792,3.0435414
30.833,1.3305414
30.875,1.346217433
30.917,-31.74045203
30.958,8.51252297
31,4.134998933
31.042,-4.503566933
31.083,-6.198503233
31.125,3.775233933
31.167,0.6553366
31.208,5.394233933
31.25,2.0933366
31.292,0.7013366
31.333,0.6953366
31.375,3.450233933
31.417,2.4964351
31.458,2.0803366
31.5,1.1653366
31.542,1.3973366
31.583,1.1783366
31.625,6.245131267
31.667,-1.907560733
31.708,23.52534517
31.75,2.225584533
31.792,2.392232767
31.833,4.978761867
31.875,-40.30069263
31.917,8.18634857
31.958,5.234988167
32,-5.166458067
32.042,-10.19928667
32.083,9.2460286
32.125,3.520090833
32.167,-1.931389333
32.208,2.6250935
32.25,-4.446601167
32.292,34.5184188
32.333,-45.05288447
32.375,19.4886252
32.417,3.8389661
32.458,0.795408167
32.5,0.8173366
32.542,3.567090833
32.583,3.241405333
32.625,0.7483366
32.667,0.6553366
32.708,36.6066224
32.75,-21.09554893
32.792,2.264272067
32.833,5.180221767
32.875,-24.07004833
32.917,2.904608333
32.958,12.94823393
33,-4.089560733
33.042,-3.784766067
33.083,1.5103366
33.125,4.169233933
33.167,2.8489144
33.208,-2.466725967
33.25,-2.1197135
33.292,6.602063933
33.333,8.539030767
33.375,4.2326451
33.417,-3.469288967
33.458,6.644818967
33.5,-1.907560733
33.542,4.071233933
33.583,3.6483366
33.625,1.4854526
33.667,0.7786846
33.708,37.01711413
33.75,-7.47003327
33.792,6.756853333
33.833,7.471215133
33.875,-42.00519437
33.917,10.3148046
33.958,2.743233933
34,-0.0055997
34.042,-7.4776371
34.083,3.218233933
34.125,2.284462
34.167,6.486260233
34.208,3.194405333
34.25,5.718090833
34.292,1.2123366
34.333,3.005233933
34.375,3.194405333
34.417,14.7674995
34.458,-11.6426831
34.5,3.343138133
34.542,3.381090833
34.583,4.521439267
34.625,-1.907560733
34.667,31.66021663
34.708,-0.530937067
34.75,2.5101146
34.792,-13.73381093
34.833,8.5385296
34.875,-26.0478762
34.917,-0.9970382
34.958,10.0964387
35,-0.506150367
35.042,-1.4037563
35.083,2.3526645
35.125,8.148275867
35.167,0.7197191
35.208,3.460524933
35.25,2.5509342
35.292,-2.109534433
35.333,4.503233933
35.375,2.7551183
35.417,-7.0333554
35.458,8.664012467
35.5,5.8612468
35.542,1.583640467
35.583,2.6873049
35.625,5.255317267
35.667,3.218233933
35.708,19.4803187
35.75,14.27569943
35.792,-1.923754667
35.833,-9.480806333
35.875,-24.78264233
35.917,13.6321133
35.958,7.808581033
36,-1.1496634
36.042,-2.3126634
36.083,1.571616433
36.125,3.462233933
36.167,5.676233933
36.208,0.6553366
36.25,3.792233933
36.292,3.914233933
36.333,1.8283366
36.375,4.331233933
36.417,4.053233933
36.458,1.6763366
36.5,3.194405333
36.542,0.6791935
36.583,5.343233933
36.625,0.512709667
36.667,-1.883703833
36.708,30.6707671
36.75,1.075843033
36.792,3.812148167
36.833,5.4209711
36.875,-23.89962573
36.917,7.306444667
36.958,11.22855297
37,-2.5963862
37.042,-1.1592475
37.083,5.877011667
37.125,4.514563333
37.167,4.260405333
37.208,-5.81147097
37.25,10.6469281
37.292,2.728838333
37.333,4.884408133
37.375,5.693647567
37.417,14.96571997
37.458,9.420154767
37.5,6.343233933
37.542,0.7786563
37.583,4.3570286
37.625,0.7786846
37.667,36.9287477
37.708,-7.1943512
37.75,9.262440167
37.792,5.448793933
37.833,1.636589367
37.875,-8.851640733
37.917,-23.7030273
37.958,11.0777545
38,10.0726571
38.042,1.5198387
38.083,7.2318864
38.125,11.9130995
38.167,7.462340833
38.208,15.44257783
38.25,9.287168933
38.292,14.2545391
38.333,4.412885
38.375,10.2841504
38.417,24.24023297
38.458,11.79617043
38.5,15.61961457
38.542,5.312606667
38.583,10.30503803
38.625,13.14482327
38.667,19.00621277
38.708,13.11540477
38.75,-12.92115733
38.792,12.9818237
38.833,8.76601977
38.875,6.341733733
38.917,7.332707067
38.958,11.35183377
39,3.886453533
39.042,7.6137163
39.083,8.509003833
39.125,8.705874867
39.167,6.639760533
39.208,4.968341167
39.25,8.599153867
39.292,7.051272433
39.333,11.75617367
39.375,13.87186033
39.417,5.7464256
39.458,2.587045267
39.5,6.779105867
39.542,9.568465133
39.583,12.7783505
39.625,7.428779733
39.667,7.039611233
39.708,15.48141467
39.75,8.9923869
39.792,11.62523517
39.833,8.454461233
39.875,12.7682985
39.917,3.938589567
39.958,14.38864987
40,-24.94171017
40.042,14.23196863
40.083,15.9977722
40.125,-1.174768833
40.167,13.48734173
40.208,12.78677033
40.25,3.198257833
40.292,10.5725273
40.333,13.79702787
40.375,11.18143593
40.417,9.47415923
40.458,12.6166289
40.5,13.77441617
40.542,12.50045593
40.583,15.0982789
40.625,11.50135327
40.667,9.11936593
40.708,13.49035327
40.75,13.63612157
40.792,10.74745593
40.833,15.02435327
40.875,13.82038157
40.917,11.16445593
40.958,7.8565586
41,13.72735327
41.042,8.4839942
41.083,11.61404863
41.125,7.9275586
41.167,14.21278887
41.208,6.275253967
41.25,8.080378567
41.292,9.321533133
41.333,10.49662513
41.375,9.406877833
41.417,9.039338567
41.458,8.622345067
41.5,4.9693584
41.542,10.04082177
41.583,6.506099633
41.625,8.486023067
41.667,6.645809467
41.708,23.11726033
41.75,7.56370953
41.792,8.368799467
41.833,-4.8490788
41.875,-7.687658867
41.917,13.24567287
41.958,7.461539433
42,5.070992333
42.042,4.351210833
42.083,5.249434433
42.125,6.208100633
42.167,8.224954067
42.208,8.098999567
42.25,6.624999567
42.292,6.529999567
42.333,4.738102233
42.375,4.768015933
42.417,7.392387867
42.458,4.991006133
42.5,4.475867133
42.542,6.5030008
42.583,2.4468693
42.625,9.243296667
42.667,20.66911917
42.708,7.15764177
42.75,3.056907867
42.792,-30.48165273
42.833,13.00291923
42.875,16.00656567
42.917,6.348814933
42.958,5.941300333
43,2.704043333
43.042,0.763985933
43.083,6.448020767
43.125,7.816483833
43.167,4.139033833
43.208,6.959925533
43.25,4.473618033
43.292,5.543435533
43.333,5.140823433
43.375,4.629557233
43.417,3.396741333
43.458,4.394313033
43.5,7.187677867
43.542,3.767338833
43.583,3.818278833
43.625,4.960946433
43.667,3.637470133
43.708,15.3980621
43.75,-0.607728733
43.792,6.1085944
43.833,1.966336167
43.875,5.4884978
43.917,-5.788050233
43.958,4.995250333
44,4.720808833
44.042,3.304278833
44.083,3.814338833
44.125,-0.3541168
44.167,7.189706167
44.208,2.1349115
44.25,5.266808833
44.292,4.512808833
44.333,1.0339115
44.375,4.846808833
44.417,3.792808833
44.458,4.344575433
44.5,4.217929433
44.542,1.7320475
44.583,5.185518033
44.625,3.1271634
44.667,3.860700533
44.708,15.1562631
44.75,14.4569204
44.792,-4.5639823
44.833,9.8030901
44.875,-5.655239867
44.917,-22.9654508
44.958,13.17016477
45,1.300908833
45.042,1.2630321
45.083,0.759908833
45.125,1.6860475
45.167,4.521957733
45.208,5.653937133
45.25,-1.134857533
45.292,34.31261837
45.333,-27.29486163
45.375,1.537808233
45.417,8.750834467
45.458,0.261142467
45.5,1.3012315
45.542,2.404829
45.583,7.270827767
45.625,2.8785981
45.667,1.6855981
45.708,13.80409507
45.75,6.81805747
45.792,1.255218767
45.833,-0.104336333
45.875,-5.703256933
45.917,-3.341627733
45.958,7.618355433
46,1.6781564
46.042,1.7801847
46.083,-2.242740933
46.125,4.552053733
46.167,-0.056769233
46.208,5.031025433
46.25,3.7981281
46.292,2.5461281
46.333,4.718257433
46.375,2.5666503
46.417,2.0020936
46.458,6.981257433
46.5,2.9384407
46.542,2.148823
46.583,4.640587233
46.625,-0.942644867
46.667,4.142699133
46.708,31.97218787
46.75,5.78683633
46.792,5.854234433
46.833,17.42945507
46.875,-33.47447067
46.917,9.213478667
46.958,1.1931281
47,3.830631033
47.042,-4.8184209
47.083,7.528863967
47.125,9.018528367
47.167,6.140578733
47.208,2.7533252
47.25,8.614476433
47.292,5.6177337
47.333,7.068922767
47.375,-0.080563833
47.417,2.230476433
47.458,5.297631033
47.5,1.531604767
47.542,4.523167433
47.583,1.4274732
47.625,4.365734533
47.667,2.689461233
47.708,28.78894097
47.75,3.8085861
47.792,16.5885502
47.833,-28.2021103
47.875,9.5052835
47.917,3.2561281
47.958,-3.323740933
48,-2.4708436
48.042,5.619053733
48.083,5.142025433
48.125,3.3941281
48.167,2.4991281
48.208,4.506053733
48.25,1.9431564
48.292,4.506053733
48.333,3.948169733
48.375,2.0665044
48.417,4.588285733
48.458,2.849285733
48.5,3.5625044
48.542,4.588285733
48.583,8.782285733
48.625,4.588285733
48.667,3.855285733
48.708,4.353285733
48.75,29.50417833
48.792,-0.614306633
48.833,19.92115843
48.875,-21.1621457
48.917,12.57438003
48.958,8.50063103
49,1.6825791
49.042,4.67283567
49.083,4.506053733
49.125,8.277528367
49.167,6.156476433
49.208,5.837053733
49.25,2.579747033
49.292,24.35913383
49.333,-12.34931307
49.375,8.2755426
49.417,10.97095107
49.458,3.3485791
49.5,5.662863033
49.542,6.713185633
49.583,6.132878867
49.625,4.138915133
49.667,6.570143567
49.708,20.85421167
49.75,13.47773417
49.792,7.806528333
49.833,10.12053557
49.875,8.97893333
49.917,-1.926750433
49.958,-14.547615
50,9.9299555
50.042,4.728233733
50.083,5.492233733
50.125,0.1253364
50.167,5.841233733
50.208,8.401586067
50.25,7.199131067
50.292,2.0556206
50.333,5.117298967
50.375,6.934586067
50.417,3.692056633
50.458,7.295041067
50.5,4.407688733
50.542,4.636233733
50.583,5.070320833
50.625,9.152496067
50.667,1.959061
50.708,23.8518054
50.75,-24.71171753
50.792,-13.13185887
50.833,-19.41787853
50.875,-32.00183887
50.917,-22.0024409
50.958,-31.04763073
51,3.794969333
51.042,5.11113107
51.083,0.5255458
51.125,7.412949967
51.167,1.946233733
51.208,7.481233733
51.25,9.629340467
51.292,2.1011553
51.333,1.106143733
51.375,4.576266033
51.417,7.130119867
51.458,5.865934333
51.5,4.552025433
51.542,4.478631033
51.583,4.951049733
51.625,8.569570433
51.667,7.060808133
51.708,6.079951067
51.75,3.778049733
51.792,7.091053367
51.833,8.019131067
51.875,9.345218167
51.917,-3.138943067
51.958,19.89073913
52,-0.539453833
52.042,6.336340833
52.083,10.4148484
52.125,6.5351281
52.167,3.784053733
52.208,9.6318484
52.25,-1.419946267
52.292,5.774025433
52.333,4.506025433
52.375,6.605053733
52.417,7.892053733
52.458,9.6318201
52.5,4.506053733
52.542,4.443057933
52.583,5.906022533
52.625,9.4730005
52.667,2.964053733
52.708,4.553929533
52.75,6.176055333
52.792,5.088874933
52.833,6.246285733
52.875,4.588285733
52.917,4.654257433
52.958,11.5378484
53,3.485694767
53.042,7.110038767
53.083,11.01106707
53.125,4.313285733
53.167,7.110038767
53.208,1.0265044
53.25,7.26310143
53.292,-18.91044397
53.333,-17.21812417
53.375,-20.8348979
53.417,-30.03686313
53.458,4.57223667
53.5,3.1114761
53.542,-0.8920366
53.583,2.061708433
53.625,4.671839533
53.667,6.798468567
53.708,21.84067243
53.75,-27.27320497
53.792,-7.69490973
53.833,-28.901818
53.875,-17.74861577
53.917,-46.70947507
53.958,10.79348167
54,7.62192567
54.042,-4.7865848
54.083,-3.3769361
54.125,7.786131067
54.167,5.170262033
54.208,2.0234718
54.25,5.585064933
54.292,4.604056633
54.333,5.775539933
54.375,3.317131
54.417,5.777618733
54.458,2.8310693
54.5,4.831025433
54.542,4.506025433
54.583,4.588285733
54.625,15.30372643
54.667,-25.33577563
54.708,-14.6516378
54.75,-11.02871643
54.792,-21.69571973
54.833,-16.6312581
54.875,-50.44327113
54.917,7.71268807
54.958,1.1713364
55,-2.8426636
55.042,-3.4926636
55.083,4.874233733
55.125,5.981233733
55.167,2.0733364
55.208,2.5683364
55.25,2.8873364
55.292,2.8833364
55.333,5.641233733
55.375,3.0273364
55.417,3.4183364
55.458,5.967708733
55.5,1.9431564
55.542,3.2421564
55.583,1.9157337
55.625,3.467139
55.667,-26.50910733
55.708,-7.0273268
55.75,-18.02670117
55.792,-20.97786107
55.833,-17.59449147
55.875,-47.76351583
55.917,4.07860077
55.958,5.93947143
56,-4.571560933
56.042,-4.1598447
56.083,4.941443133
56.125,2.0733364
56.167,3.7463364
56.208,5.016233733
56.25,-0.489560933
56.292,5.636804133
56.333,3.5933364
56.375,2.6191296
56.417,5.523824133
56.458,2.1865326
56.5,2.3963818
56.542,2.1751564
56.583,2.7731564
56.625,-3.000264933
56.667,-18.17703513
56.708,-10.78783813
56.75,-11.73075877
56.792,-20.49953083
56.833,-25.30650593
56.875,-50.17337403
56.917,6.93870387
56.958,5.94368957
57,-5.035002433
57.042,-2.555207767
57.083,4.758792233
57.125,1.0978949
57.167,4.859792233
57.208,1.6084841
57.25,0.9545712
57.292,1.3909
57.333,1.460372
57.375,5.707291433
57.417,3.744465567
57.458,-4.470458067
57.5,1.5523366
57.542,7.172131267
57.583,-2.796560733
57.625,2.3583366
57.667,0.6553083
57.708,9.94590957
57.75,-26.27932583
57.792,-22.956443
57.833,-6.6628245
57.875,-24.76487873
57.917,-33.91006503
57.958,-37.2144884
58,13.2219719
58.042,-7.558418967
58.083,1.071508
58.125,-5.6758065
58.167,4.191130233
58.208,3.278480733
58.25,-1.907560733
58.292,-0.445438933
58.333,6.445948367
58.375,9.168859267
