$Lewiston spillway release year 2018 YC 06/23/22,
21.75,4.6843009
21.792,4.6843009
21.833,4.6843009
21.875,4.6843292
21.917,4.7147234
21.958,4.6843009
22,4.6843009
22.042,4.6843009
22.083,4.6843009
22.125,4.6843009
22.167,4.6843009
22.208,4.6843009
22.25,4.6843009
22.292,4.6843009
22.333,4.6843009
22.375,4.6843009
22.417,4.6843009
22.458,4.6843009
22.5,4.6843009
22.542,4.6843009
22.583,4.6843009
22.625,4.6843009
22.667,4.6843009
22.708,4.6843009
22.75,4.6843009
22.792,4.6712829
22.833,4.6843009
22.875,4.7143838
22.917,4.715063
22.958,4.7448063
23,4.6843009
23.042,4.6843009
23.083,4.6843009
23.125,4.6843009
23.167,4.6843009
23.208,4.6843009
23.25,4.6843009
23.292,4.6843009
23.333,4.6843009
23.375,4.6843009
23.417,4.6843009
23.458,4.6843009
23.5,4.6843009
23.542,4.6843009
23.583,4.6843009
23.625,4.6843009
23.667,4.6843009
23.708,4.6842726
23.75,4.6843009
23.792,4.6843009
23.833,4.6843009
23.875,4.6843009
23.917,4.6843009
23.958,4.6843009
24,4.6842726
24.042,4.6843009
24.083,4.6843009
24.125,4.6843009
24.167,4.6842726
24.208,4.6843009
24.25,4.6843009
24.292,4.6843009
24.333,4.6843009
24.375,4.6843009
24.417,4.6843009
24.458,4.6843009
24.5,4.6712829
24.542,4.6972906
24.583,4.6712829
24.625,4.6843009
24.667,4.6843009
24.708,4.6843009
24.75,4.6842726
24.792,4.6972906
24.833,4.6843009
24.875,4.6843009
24.917,4.6843292
24.958,4.6843292
25,4.6843292
25.042,4.6843292
25.083,4.6843009
25.125,4.6713112
25.167,4.6843009
25.208,4.6843009
25.25,4.6843009
25.292,4.6843009
25.333,4.6843009
25.375,4.6843292
25.417,4.6843009
25.458,4.6843292
25.5,4.6843292
25.542,4.6843292
25.583,4.6843292
25.625,4.6843009
25.667,4.6843292
25.708,4.6843292
25.75,4.6843292
25.792,5.1023202
25.833,5.2984958
25.875,5.2984958
25.917,5.2984958
25.958,5.2984958
26,5.2984958
26.042,5.2984958
26.083,5.2984958
26.125,5.2984958
26.167,5.2984958
26.208,5.2984958
26.25,5.2984958
26.292,5.2984958
26.333,5.2837798
26.375,5.2984958
26.417,5.3132118
26.458,5.2984958
26.5,5.2984958
26.542,5.2984958
26.583,5.281912
26.625,5.28361
26.667,5.2984958
26.708,5.2984958
26.75,5.2837798
26.792,5.2984958
26.833,5.3292862
26.875,5.2984958
26.917,5.3607558
26.958,5.3292862
27,5.2984958
27.042,5.3299654
27.083,5.2984958
27.125,5.2984958
27.167,5.2984958
27.208,5.2984958
27.25,5.3292862
27.292,5.2984958
27.333,5.3292862
27.375,5.2984958
27.417,5.2984958
27.458,5.2984958
27.5,5.2984958
27.542,5.2984958
27.583,5.2984958
27.625,5.2984958
27.667,5.2984958
27.708,5.2984958
27.75,5.2984958
27.792,5.2984958
27.833,5.2984958
27.875,5.2984958
27.917,5.2984958
27.958,5.2984958
28,5.2984958
28.042,5.2984958
28.083,5.2984958
28.125,5.2984958
28.167,5.2837798
28.208,5.2984958
28.25,5.3132118
28.292,5.2837798
28.333,5.2984958
28.375,5.2984958
28.417,5.2984958
28.458,5.2984958
28.5,5.2984958
28.542,5.3132118
28.583,5.281912
28.625,5.2051058
28.667,5.1739758
28.708,5.1742305
28.75,5.1742305
28.792,5.1742305
28.833,5.1597126
28.875,5.2210104
28.917,5.2984958
28.958,5.2984958
29,5.0350511
29.042,5.1742305
29.083,4.9725081
29.125,4.5654126
29.167,5.488785
29.208,5.7401456
29.25,5.4233271
29.292,5.4233271
29.333,5.4231573
29.375,5.4230441
29.417,5.3593974
29.458,5.3756982
29.5,5.3601898
29.542,5.2984958
29.583,5.2984958
29.625,5.2984958
29.667,5.2984958
29.708,5.2984958
29.75,5.2984958
29.792,5.2984958
29.833,5.2984958
29.875,5.2984958
29.917,5.2984958
29.958,5.2984958
30,5.2984958
30.042,5.2984958
30.083,5.2984958
30.125,5.2837515
30.167,5.2984958
30.208,5.2984958
30.25,5.2829591
30.292,5.2836383
30.333,5.2870909
30.375,5.220501
30.417,5.2367169
30.458,5.1742305
30.5,5.1886069
30.542,5.2056435
30.583,5.1741456
30.625,5.2363207
30.667,5.2836383
30.708,5.2837515
30.75,5.2984958
30.792,5.3459549
30.833,5.3715947
30.875,5.4230724
30.917,5.4232139
30.958,5.4233271
31,5.4073659
31.042,5.408413
31.083,5.4232422
31.125,5.4231856
31.167,5.4230441
31.208,5.4230441
31.25,5.4230441
31.292,5.3923952
31.333,5.3757548
31.375,5.2984958
31.417,5.3456436
31.458,5.3137495
31.5,5.2984958
31.542,5.2984958
31.583,5.2673658
31.625,5.2984958
31.667,5.2984958
31.708,5.1892012
31.75,5.1739758
31.792,5.2832704
31.833,5.2984958
31.875,5.2984958
31.917,5.2984958
31.958,5.34587
32,5.4230158
32.042,5.4230158
32.083,5.4230158
32.125,5.4230158
32.167,5.4230158
32.208,5.4230158
32.25,5.4230158
32.292,5.4230158
32.333,5.4079602
32.375,5.4230158
32.417,5.4230158
32.458,5.4230158
32.5,5.3918858
32.542,5.3763208
32.583,5.224746
32.625,5.2984958
32.667,5.2984958
32.708,5.2984958
32.75,5.2984958
32.792,5.2984958
32.833,5.2984958
32.875,5.2984958
32.917,5.3144004
32.958,5.3445116
33,5.3292862
33.042,5.3663026
33.083,5.3448512
33.125,5.2984675
33.167,5.2984675
33.208,5.2984958
33.25,5.2984958
33.292,5.2984958
33.333,5.2984675
33.375,5.4082998
33.417,5.4233271
33.458,5.4233271
33.5,5.4233271
33.542,5.4232422
33.583,5.4231007
33.625,5.3928197
33.667,5.3133816
33.708,5.2984675
33.75,5.2984958
33.792,5.3312672
33.833,5.3611803
33.875,5.4231856
33.917,5.4230724
33.958,5.4231856
34,5.4382978
34.042,5.4082149
34.083,5.4233271
34.125,5.4233271
34.167,5.4383827
34.208,5.4082432
34.25,5.3921122
34.292,5.3916311
34.333,5.3915462
34.375,5.390867
34.417,5.3607558
34.458,5.4067716
34.5,5.2984958
34.542,5.2984675
34.583,5.2984958
34.625,5.2365754
34.667,5.1894276
34.708,5.1742305
34.75,5.2211802
34.792,5.2984958
34.833,5.2984958
34.875,5.3297107
34.917,5.3459832
34.958,5.3917726
35,5.4233271
35.042,5.4233271
35.083,5.4233271
35.125,5.4232705
35.167,5.4232139
35.208,5.4230158
35.25,5.4230158
35.292,5.4230158
35.333,5.4230158
35.375,5.4230158
35.417,5.4230158
35.458,5.4230158
35.5,5.3607558
35.542,5.3442003
35.583,5.2984958
35.625,5.2984958
35.667,5.2674224
35.708,5.2670828
35.75,5.2984958
35.792,5.2984958
35.833,5.3300503
35.875,5.4083564
35.917,5.4232988
35.958,5.4080451
36,5.4230158
36.042,5.4230158
36.083,5.4230441
36.125,5.4232139
36.167,5.4069414
36.208,5.3768019
36.25,5.4075923
36.292,5.3604162
36.333,5.3448229
36.375,5.3133533
36.417,5.2984675
36.458,5.2984958
36.5,5.2984958
36.542,5.2984958
36.583,5.2310569
36.625,5.174089
36.667,5.1740607
36.708,5.1741456
36.75,5.1904181
36.792,5.2984958
36.833,5.2984958
36.875,5.2984958
36.917,5.325494
36.958,5.3915745
37,5.4230441
37.042,5.4230441
37.083,5.4230441
37.125,5.4230158
37.167,5.4231573
37.208,5.4233271
37.25,5.4232139
37.292,5.4231573
37.333,5.423129
37.375,5.4230724
37.417,5.4233271
37.458,5.4082432
37.5,5.4381563
37.542,5.3756982
37.583,5.2984958
37.625,5.2984958
37.667,5.2984958
37.708,5.2984958
37.75,5.2984958
37.792,5.3772264
37.833,5.4233271
37.875,5.4232988
37.917,5.4233271
37.958,5.4082432
38,5.4713239
38.042,5.5503941
38.083,5.5503941
38.125,5.5503941
38.167,5.5503658
38.208,5.5503658
38.25,5.5341216
38.292,5.5348291
38.333,5.5019445
38.375,5.4867191
38.417,5.4714937
38.458,5.4704466
38.5,5.4230724
38.542,5.4232988
38.583,5.407847
38.625,5.2984675
38.667,5.2984958
38.708,5.2984958
38.75,5.2984958
38.792,5.2984958
38.833,5.2984958
38.875,5.4077055
38.917,5.4232988
38.958,5.4231573
39,5.4230441
39.042,5.4230441
39.083,5.4231573
39.125,5.4230441
39.167,5.4230724
39.208,5.4230441
39.25,5.4230724
39.292,5.4230441
39.333,5.4230441
39.375,5.4230441
39.417,5.4230441
39.458,5.423129
39.5,5.3134099
39.542,5.3147683
39.583,5.3137495
39.625,5.2984958
39.667,5.2837798
39.708,5.2984958
39.75,5.3297107
39.792,5.3765189
39.833,5.4233271
39.875,5.4382978
39.917,5.4230158
39.958,5.4231573
40,5.4232988
40.042,5.4232988
40.083,5.4232422
40.125,5.4082149
40.167,5.4233271
40.208,5.4398826
40.25,5.4388355
40.292,5.4231856
40.333,5.4232139
40.375,5.4233271
40.417,5.4233271
40.458,5.4233271
40.5,5.4233271
40.542,5.4233271
40.583,5.4233271
40.625,5.4232988
40.667,5.4233271
40.708,5.4233271
40.75,5.4233271
40.792,5.4233271
40.833,5.4233271
40.875,5.4554193
40.917,5.5027086
40.958,5.5189528
41,5.4921244
41.042,5.4233271
41.083,5.4233271
41.125,5.4233271
41.167,5.4233271
41.208,5.4233271
41.25,5.4233271
41.292,5.4233271
41.333,5.4233271
41.375,5.4232139
41.417,5.4230441
41.458,5.4232705
41.5,5.3765189
41.542,5.2837798
41.583,5.3132118
41.625,5.2984958
41.667,5.2984958
41.708,5.3463511
41.75,5.3766887
41.792,5.4233271
41.833,5.4233271
41.875,5.4233271
41.917,5.4547118
41.958,5.5027086
42,5.5552334
42.042,5.4857852
42.083,5.4554193
42.125,5.4384959
42.167,5.4759085
42.208,5.472371
42.25,5.4230441
42.292,5.4230441
42.333,5.4230441
42.375,5.4230441
42.417,5.4230441
42.458,5.4230441
42.5,5.4071112
42.542,5.3296258
42.583,5.3299654
42.625,5.31474
42.667,5.4230441
42.708,5.4230441
42.75,5.4230441
42.792,5.4230441
42.833,5.4230441
42.875,5.4230441
42.917,5.4859833
42.958,5.4708145
43,5.5178491
43.042,5.5503941
43.083,5.5503941
43.125,5.5503941
43.167,5.498407
43.208,5.5188962
43.25,5.5503941
43.292,5.5503941
43.333,5.4817666
43.375,5.5036991
43.417,5.5022841
43.458,5.4230441
43.5,5.4230158
43.542,5.4230441
43.583,5.4230441
43.625,5.4079885
43.667,5.4074791
43.708,5.3451908
43.75,5.4230441
43.792,5.4230441
43.833,5.4230441
43.875,5.4393166
43.917,5.5185566
43.958,5.5503941
44,5.5503941
44.042,5.5503941
44.083,5.5503941
44.125,5.5658176
44.167,5.5503658
44.208,5.5349706
44.25,5.5503941
44.292,5.5503941
44.333,5.5503941
44.375,5.5503941
44.417,5.5015766
44.458,5.4548816
44.5,5.4230158
44.542,5.4230441
44.583,5.4071678
44.625,5.3286353
44.667,5.2984675
44.708,5.2984958
44.75,5.2984958
44.792,5.4080734
44.833,5.4233271
44.875,5.4550514
44.917,5.5348574
44.958,5.5503941
45,5.5503941
45.042,5.5503941
45.083,5.5503941
45.125,5.5503658
45.167,5.5503658
45.208,5.5503658
45.25,5.5503658
45.292,5.5503658
45.333,5.533782
45.375,5.5348291
45.417,5.5341216
45.458,5.4874266
45.5,5.4230441
45.542,5.4064886
45.583,5.2984958
45.625,5.3299654
45.667,5.2837798
45.708,5.2984958
45.75,5.2984958
45.792,5.3760095
45.833,5.4230441
45.875,5.4230441
45.917,5.4230724
45.958,5.4232988
46,5.4233271
46.042,5.4232988
46.083,5.4231007
46.125,5.4552212
46.167,5.4230441
46.208,5.4230441
46.25,5.4230441
46.292,5.4230441
46.333,5.4230441
46.375,5.4230441
46.417,5.4230441
46.458,5.4230441
46.5,5.4230441
46.542,5.3137212
46.583,5.4438446
46.625,5.2984958
46.667,5.2674224
46.708,5.2984958
46.75,5.2984958
46.792,5.3451908
46.833,5.4230724
46.875,5.4230441
46.917,5.4232422
46.958,5.5034161
47,5.5341499
47.042,5.5355649
47.083,5.5072649
47.125,5.4872002
47.167,5.4702768
47.208,5.4554476
47.25,5.4399958
47.292,5.4699372
47.333,5.4230441
47.375,5.4552212
47.417,5.4230441
47.458,5.4230441
47.5,5.4231573
47.542,5.313042
47.583,5.2984958
47.625,5.2984958
47.667,5.2837798
47.708,5.2984958
47.75,5.2984958
47.792,5.3768585
47.833,5.4233271
47.875,5.4233271
47.917,5.4233271
47.958,5.4554193
48,5.5027369
48.042,5.5503941
48.083,5.5503658
48.125,5.5503941
48.167,5.5182453
48.208,5.5189811
48.25,5.5503658
48.292,5.4713239
48.333,5.4872002
48.375,5.4395147
48.417,5.4384676
48.458,5.4549948
48.5,5.4232705
48.542,5.3757831
48.583,5.3092215
48.625,5.3307295
48.667,5.3300503
48.708,5.2984958
48.75,5.2984958
48.792,5.3459832
48.833,5.3612652
48.875,5.4233271
48.917,5.4233271
48.958,5.4547118
49,5.4233271
49.042,5.4082432
49.083,5.4383827
49.125,5.4233271
49.167,5.4233271
49.208,5.4233271
49.25,5.4232705
49.292,5.3915462
49.333,5.4231007
49.375,5.4232422
49.417,5.4230158
49.458,5.3604445
49.5,5.3766321
49.542,5.2823082
49.583,5.3408043
49.625,5.3602181
49.667,5.2984958
49.708,5.2984958
49.75,5.2984958
49.792,5.3768585
49.833,5.4231856
49.875,5.4398826
49.917,5.4981523
49.958,5.5503941
50,5.5503941
50.042,5.5503941
50.083,5.5503941
50.125,5.5503941
50.167,5.5503941
50.208,5.5503941
50.25,5.5503941
50.292,5.5503941
50.333,5.5503941
50.375,5.4706164
50.417,5.4759085
50.458,5.4231573
50.5,5.4233271
50.542,5.4232988
50.583,5.4233271
50.625,5.4233271
50.667,5.4233271
50.708,5.4233271
50.75,5.4398826
50.792,5.5503941
50.833,5.5503941
50.875,5.5503941
50.917,5.5503941
50.958,5.5349706
51,5.5503941
51.042,5.5503941
51.083,5.5658176
51.125,5.5503658
51.167,5.4690882
51.208,5.5241317
51.25,5.6777724
51.292,5.661981
51.333,5.6296341
51.375,5.5985041
51.417,5.5659308
51.458,5.5503941
51.5,5.5503941
51.542,5.5344329
51.583,5.5181887
51.625,5.4976712
51.667,5.5029633
51.708,5.5503658
51.75,5.5503658
51.792,5.5503658
51.833,5.5503658
51.875,5.6144087
51.917,5.6310491
51.958,5.6777724
52,5.6777724
52.042,5.645567
52.083,5.6777724
52.125,5.5935516
52.167,5.6133616
52.208,5.6296341
52.25,5.5503658
52.292,5.5503658
52.333,5.5503658
52.375,5.5503658
52.417,7.5234418
52.458,9.2127537
52.5,5.2511216
52.542,5.1739475
52.583,5.1739475
52.625,5.1739475
52.667,5.1739758
52.708,5.1898804
52.75,5.2669979
52.792,5.2984675
52.833,5.2984958
52.875,5.2984958
52.917,5.2984958
52.958,5.2984958
53,5.2837798
53.042,5.2984958
53.083,5.2984958
53.125,5.2984958
53.167,5.2984958
53.208,5.2984958
53.25,5.3131835
53.292,5.2984958
53.333,5.2984958
53.375,5.2837798
53.417,5.2984958
53.458,5.2984958
53.5,5.2358679
53.542,5.2511216
53.583,5.2362358
53.625,5.1739475
53.667,5.2210104
53.708,5.2518008
53.75,5.25248
53.792,5.2984958
53.833,5.2984958
53.875,5.2984958
53.917,5.2984958
53.958,5.2984958
54,5.2984958
54.042,5.2984958
54.083,5.2984958
54.125,5.2984958
54.167,5.2984958
54.208,5.2984958
54.25,5.2984958
54.292,5.4078187
54.333,5.412658
54.375,5.4067716
54.417,5.2984958
54.458,5.3607558
54.5,5.2984958
54.542,5.2985241
54.583,5.2984958
54.625,5.2984958
54.667,5.2984958
54.708,5.2984958
54.75,5.2984958
54.792,5.2984958
54.833,5.2984958
54.875,5.2985241
54.917,5.2984958
54.958,5.2984675
55,5.2984958
55.042,5.2837515
55.083,5.2984958
55.125,5.2984958
55.167,5.2984958
55.208,5.2984958
55.25,5.3132401
55.292,5.2984958
55.333,5.2984958
55.375,5.2837798
55.417,5.2510933
55.458,5.2677337
55.5,5.2362358
55.542,5.1739475
55.583,5.2210104
55.625,5.1888333
55.667,5.2057567
55.708,5.2217179
55.75,5.2984958
55.792,5.2984958
55.833,5.2984958
55.875,5.2984958
55.917,5.2984958
55.958,5.2984958
56,5.2984958
56.042,5.2985241
56.083,5.2985241
56.125,5.2984958
56.167,5.2984958
56.208,5.2984675
56.25,5.2984958
56.292,5.2984958
56.333,5.3144004
56.375,5.3756416
56.417,5.3099007
56.458,5.2984958
56.5,5.2984958
56.542,5.2984958
56.583,5.2984958
56.625,5.2984675
56.667,5.3147966
56.708,5.3134099
56.75,5.2984958
56.792,5.3285787
56.833,5.3296258
56.875,5.3147966
56.917,5.313042
56.958,5.3147683
57,5.3602181
57.042,5.4070263
57.083,5.408413
57.125,5.2876003
57.167,5.2984675
57.208,5.2984958
57.25,5.2984958
57.292,5.2984958
57.333,5.2984958
57.375,5.2984675
57.417,5.2984675
57.458,5.3091932
57.5,5.2984958
57.542,5.3133533
57.583,5.2054454
57.625,5.2635453
57.667,5.2518008
57.708,5.1895125
57.75,5.2358679
57.792,5.2984958
57.833,5.3143721
57.875,5.3600766
57.917,5.3292862
57.958,5.4124316
58,5.3920556
58.042,5.4232139
58.083,5.3449644
58.125,5.3459266
58.167,5.3136929
58.208,5.2984958
58.25,5.3144004
58.292,5.3334463
58.333,5.2984958
58.375,5.3292862
58.417,5.31474
58.458,5.3337859
58.5,5.2984958
58.542,5.2714976
58.583,5.2632057
58.625,5.2984675
58.667,5.2677054
58.708,5.1633916
58.75,5.1739475
58.792,5.2317078
58.833,5.2984958
58.875,5.3131835
58.917,5.3296258
58.958,5.4192519
59,5.4230441
59.042,5.4230441
59.083,5.4230158
59.125,5.4230158
59.167,5.4230158
59.208,5.4230158
59.25,5.4079602
59.292,5.4230158
59.333,5.3337859
59.375,5.3922254
59.417,5.2984958
59.458,5.2984958
59.5,5.2984958
59.542,5.2984958
59.583,5.2984958
59.625,5.2984958
