$Lewiston 2019 met data YC 06/15/22,,,,,,
",,,",,,,,,
Julian Date,Air Temp,Dewpoint Temp,Wind Speed,Wind Direction,Cloud Cover,Short radiation
4.833,6.57,-3.92,6,0.506145483,0,0
4.875,6.57,-3.64,6,0.733038286,0,0
4.917,4.9,-3.12,5,5.951572749,0,0
4.958,4.9,-2.65,4,6.265732015,0,0
5,6.01,-3.88,5,0.750491578,0,0
5.042,6.01,-3.34,4,0.41887902,0,0
5.083,5.46,-3.09,4,0.698131701,0,0
5.125,5.46,-2.13,2,1.099557429,0,0
5.167,4.9,-1.75,3,0.13962634,0,0
5.208,5.46,-0.79,7,1.221730476,0,0
5.25,4.9,-0.5,7,1.029744259,0,0
5.292,5.46,1.39,7,1.186823891,0,0
5.333,4.9,2.09,8,1.117010721,0,1.05
5.375,4.35,3.32,6,2.338741198,0,6.97
5.417,3.24,2.67,7,2.042035225,0,16.04
5.458,2.68,2.25,7,2.268928028,0,19.99
5.5,2.68,2.25,8,2.35619449,0,36.03
5.542,2.68,2.11,4,2.391101075,0,41.03
5.583,2.12,1.69,6,2.932153143,0,28.94
5.625,2.68,2.4,5,2.844886681,0,21.04
5.667,2.68,2.25,5,2.967059728,0,8.95
5.708,3.79,2.92,8,2.687807048,0,1.05
5.75,2.68,2.25,3,4.4331363,0,0
5.792,2.12,1.98,6,2.443460953,0,0
5.833,2.68,2.54,8,2.652900463,0,0
5.875,3.24,2.96,7,2.583087293,0,0
5.917,3.24,2.96,7,2.775073511,0,0
5.958,2.68,2.4,5,4.258603375,0,0
6,1.57,1.29,7,2.251474735,5,0
6.042,1.57,1.43,4,2.967059728,5,0
6.083,2.12,1.98,3,3.438298626,5,0
6.125,2.12,1.98,5,2.809980096,5,0
6.167,1.57,1.43,5,2.42600766,5,0
6.208,2.12,2.11,5,3.525565089,5,0
6.25,2.12,2.11,4,2.670353756,5,0
6.292,2.12,2.11,1,5.323254219,5,0
6.333,1.57,1.56,0,5.846852994,5,1.05
6.375,2.12,2.11,0,5.811946409,5,3.02
6.417,2.12,1.98,0,5.759586532,5,6.04
6.458,2.12,1.98,0,5.811946409,5,8.02
6.5,2.12,1.98,0,5.637413484,5,8.02
6.542,2.68,2.54,4,5.724679947,5,8.02
6.583,2.68,2.54,0,5.637413484,5,6.97
6.625,2.68,2.54,0,5.480333851,5,31.03
6.667,2.12,1.98,4,3.351032164,5,18.01
6.708,2.12,2.11,4,3.333578871,5,3.02
6.75,2.12,2.11,3,3.508111797,5,0
6.792,2.12,2.11,4,3.036872898,5,0
6.833,2.12,2.11,0,3.036872898,5,0
6.875,2.12,2.11,2,3.036872898,5,0
6.917,2.12,2.11,1,3.036872898,5,0
6.958,1.57,1.56,1,3.036872898,5,0
7,1.57,1.56,0,3.036872898,0,0
7.042,1.57,1.56,0,3.036872898,0,0
7.083,1.57,1.56,0,3.036872898,0,0
7.125,1.57,1.56,0,3.036872898,0,0
7.167,1.57,1.56,0,3.036872898,0,0
7.208,1.57,1.56,0,3.036872898,0,0
7.25,1.01,1,0,3.036872898,0,0
7.292,1.01,1,0,3.036872898,0,0
7.333,1.57,1.56,0,3.036872898,0,3.95
7.375,2.12,2.11,0,3.054326191,0,26.03
7.417,2.68,2.54,0,5.899212872,0,57.99
7.458,4.9,4.32,1,5.759586532,0,120.99
7.5,3.24,2.81,4,6.073745797,0,185.96
7.542,3.24,2.81,4,5.881759579,0,136.91
7.583,3.79,3.36,7,5.811946409,0,142.95
7.625,3.79,3.5,7,5.986479334,0,102.97
7.667,3.24,2.96,6,5.934119457,0,49.05
7.708,3.24,3.1,5,5.951572749,0,3.02
7.75,3.24,3.23,9,6.056292504,0,0
7.792,3.79,3.78,9,5.986479334,0,0
7.833,3.24,3.23,6,5.602506899,0,0
7.875,3.24,3.23,9,5.550147021,0,0
7.917,3.24,3.23,8,5.672320069,0,0
7.958,3.79,3.78,7,5.654866776,0,0
8,3.79,3.78,7,5.654866776,1,0
8.042,3.79,3.78,8,5.707226654,1,0
8.083,4.9,4.89,5,5.672320069,1,0
8.125,4.35,4.34,5,5.602506899,1,0
8.167,6.01,6,3,5.986479334,1,0
8.208,6.01,6,5,5.497787144,1,0
8.25,6.57,6.56,3,5.445427266,1,0
8.292,6.01,6,4,5.881759579,1,0
8.333,7.68,7.67,6,2.094395102,1,1.98
8.375,7.12,7.11,4,5.759586532,1,19.99
8.417,8.24,8.23,6,2.35619449,1,26.03
8.458,8.24,8.23,4,2.687807048,1,39.98
8.5,8.24,8.23,6,2.321287905,1,29.99
8.542,7.68,7.67,7,2.268928028,1,23.01
8.583,7.12,7.11,5,2.268928028,1,16.04
8.625,7.12,7.11,2,1.692969374,1,14.99
8.667,7.12,7.11,4,5.707226654,1,8.95
8.708,7.12,7.11,2,5.515240436,1,1.05
8.75,7.68,7.67,1,0.925024504,1,0
8.792,7.68,7.67,5,2.321287905,1,0
8.833,7.68,7.53,3,2.28638132,1,0
8.875,8.24,8.09,8,2.844886681,1,0
8.917,8.24,7.02,9,2.827433388,1,0
8.958,7.68,6.62,7,2.757620218,1,0
9,7.68,6.78,9,2.914699851,0,0
9.042,7.12,6.97,2,4.485496178,0,0
9.083,7.68,6.62,7,2.757620218,0,0
9.125,7.12,5.91,5,3.089232776,0,0
9.167,7.12,6.53,5,3.193952531,0,0
9.208,7.12,6.53,7,2.740166926,0,0
9.25,7.12,6.68,6,2.984513021,0,0
9.292,7.12,6.83,2,4.310963252,0,0
9.333,7.68,6.93,6,3.193952531,0,3.95
9.375,8.24,7.49,5,3.176499239,0,44.98
9.417,8.24,7.49,7,2.862339973,0,76.01
9.458,8.24,7.79,6,3.036872898,0,114.94
9.5,8.79,8.19,6,2.984513021,0,166.9
9.542,9.35,8.59,4,2.635447171,0,154.92
9.583,9.35,8.75,3,3.193952531,0,151.9
9.625,9.35,8.59,4,2.740166926,0,115.99
9.667,8.79,8.03,3,3.577924967,0,61.95
9.708,8.24,7.94,3,2.49582083,0,6.97
9.75,8.24,7.79,0,0.750491578,0,0
9.792,8.24,7.49,1,2.897246558,0,0
9.833,7.68,7.53,2,2.600540585,0,0
9.875,7.68,7.38,3,2.792526803,0,0
9.917,7.68,7.38,3,3.176499239,0,0
9.958,8.24,7.02,4,3.019419606,0,0
10,7.68,7.38,3,2.932153143,0,0
10.042,7.12,6.97,1,2.28638132,0,0
10.083,7.12,7.11,3,2.00712864,0,0
10.125,7.12,7.11,0,6.038839212,0,0
10.167,7.12,7.11,1,2.042035225,0,0
10.208,6.57,6.56,2,2.775073511,0,0
10.25,6.57,6.56,0,5.986479334,0,0
10.292,6.57,6.56,1,5.532693729,0,0
10.333,7.12,7.11,3,1.308996939,0,16.97
10.375,7.12,7.11,2,5.811946409,0,79.96
10.417,8.24,7.64,2,1.099557429,0,135.98
10.458,8.79,7.08,4,1.343903524,0,149
10.5,9.35,6.79,4,0.593411946,0,193.97
10.542,9.9,6.43,3,1.483529864,0,267.89
10.583,10.46,5.83,2,0.942477796,0,265.92
10.625,11.01,5.96,3,0.925024504,0,274.87
10.667,9.35,5.72,3,1.274090354,0,124.94
10.708,8.24,4.45,6,0.820304748,0,10
10.75,6.57,6.13,6,5.742133239,0,0
10.792,5.46,5.45,5,5.759586532,0,0
10.833,4.9,4.89,5,5.672320069,0,0
10.875,4.9,4.89,5,5.707226654,0,0
10.917,4.35,4.34,6,5.759586532,0,0
10.958,4.35,4.34,7,5.637413484,0,0
11,4.35,4.34,7,5.585053606,0,0
11.042,4.35,4.34,4,5.550147021,0,0
11.083,4.35,4.34,5,5.585053606,0,0
11.125,4.35,4.34,5,5.637413484,0,0
11.167,4.9,4.89,5,5.619960191,0,0
11.208,4.9,4.89,4,5.951572749,0,0
11.25,7.12,5.43,5,0.471238898,0,0
11.292,5.46,5.02,4,5.567600314,0,0
11.333,4.9,4.46,4,5.811946409,0,8.95
11.375,8.24,6.21,4,1.064650844,0,43
11.417,8.24,6.37,2,6.003932627,0,74.96
11.458,11.01,6.36,6,1.623156204,0,373.89
11.5,12.12,6.61,4,2.00712864,0,439.57
11.542,11.57,5,6,1.727875959,0,307.87
11.583,10.46,3.73,7,1.535889742,0,200.95
11.625,10.46,3.27,5,1.850049007,0,141.91
11.667,9.35,3.12,7,2.042035225,0,56.02
11.708,9.35,3.33,3,0.296705973,0,6.97
11.75,8.79,3.63,3,0.593411946,0,0
11.792,8.24,4.82,4,6.126105675,0,0
11.833,7.12,5.75,5,5.916666164,0,0
11.875,6.57,6.28,6,5.654866776,0,0
11.917,7.12,6.97,4,5.689773362,0,0
11.958,6.57,6.56,6,5.969026042,0,0
12,7.12,6.53,6,5.794493117,0,0
12.042,7.12,6.68,5,5.707226654,0,0
12.083,6.57,6.42,5,5.742133239,0,0
12.125,7.68,5.66,3,5.550147021,0,0
12.167,6.01,5.72,4,5.707226654,0,0
12.208,4.9,4.89,6,5.602506899,0,0
12.25,4.9,4.89,7,5.619960191,0,0
12.292,4.35,4.34,5,5.585053606,0,0
12.333,4.35,4.34,6,5.724679947,0,34.98
12.375,5.46,5.32,4,5.462880559,0,172.94
12.417,6.57,6.28,3,5.532693729,0,319.84
12.458,8.24,7.49,4,5.742133239,0,398.87
12.5,12.12,5.52,5,2.129301687,0,433.86
12.542,13.79,5.18,5,1.658062789,0,441.66
12.583,12.68,3.09,8,2.234021443,0,376.91
12.625,13.24,3.33,5,2.234021443,0,262.89
12.667,12.12,3.1,4,2.164208272,0,117.97
12.708,10.46,3.04,2,2.024581932,0,6.97
12.75,9.9,2.74,3,1.989675347,0,0
12.792,8.79,3.43,1,1.815142422,0,0
12.833,8.24,3.89,3,2.00712864,0,0
12.875,7.68,4.46,1,1.361356817,0,0
12.917,7.12,4.43,2,0.802851456,0,0
12.958,7.68,4.46,5,1.274090354,0,0
13,7.12,4.6,1,0.366519143,0,0
13.042,7.12,5.11,4,6.073745797,0,0
13.083,7.68,5.15,3,0.575958653,0,0
13.125,7.12,4.77,4,0.401425728,0,0
13.167,7.12,4.94,2,0.157079633,0,0
13.208,4.9,4.32,6,5.619960191,0,0
13.25,4.9,4.02,1,6.195918845,0,0
13.292,6.57,3.72,7,0.890117919,0,0
13.333,4.9,3.4,4,6.108652382,0,23.94
13.375,7.12,4.6,3,5.916666164,0,185.96
13.417,8.24,4.45,5,6.213372137,0,332.86
13.458,11.57,4.08,5,0.226892803,0,429.79
13.5,13.24,3.05,4,0.645771823,0,443.67
13.542,14.35,2.59,5,1.413716694,0,443.76
13.583,14.35,1.62,4,1.134464014,0,397.83
13.625,14.9,2.45,3,1.79768913,0,286.95
13.667,12.68,1.07,3,0.977384381,0,126.91
13.708,11.01,-0.15,5,0.820304748,0,6.04
13.75,9.9,-0.58,5,6.283185307,0,0
13.792,8.24,0.95,2,5.445427266,0,0
13.833,6.57,2.09,4,5.654866776,0,0
13.875,6.01,1.36,4,5.707226654,0,0
13.917,6.01,-0.06,5,0.20943951,0,0
13.958,9.35,-5.69,8,0.767944871,0,0
14,8.79,-6.57,9,0.837758041,0,0
14.042,6.01,-3.61,4,0.506145483,0,0
14.083,6.01,-5,5,0.41887902,0,0
14.125,3.79,-3.47,4,5.759586532,0,0
14.167,3.24,-3.11,6,5.707226654,0,0
14.208,3.79,-3.93,4,0.052359878,0,0
14.25,2.68,-4.29,5,5.916666164,0,0
14.292,4.9,-4.9,9,0.959931089,0,0
14.333,6.57,-6.04,10,0.715584993,0,51.02
14.375,5.46,-3.34,5,6.056292504,0,207.92
14.417,8.24,-4.21,5,0.314159265,0,318.91
14.458,9.9,-3.39,7,0.244346095,0,442.81
14.5,11.01,-3.84,6,0.506145483,0,445.83
14.542,10.46,-4.33,5,0.959931089,0,275.91
14.583,10.46,-3.23,4,0.715584993,0,210.94
14.625,9.9,-3.05,6,0.244346095,0,109.02
14.667,9.35,-3.54,5,0.383972435,0,48
14.708,9.35,-3.88,4,0.506145483,0,10
14.75,9.9,-3.39,8,1.343903524,0,0
14.792,8.24,-1.02,9,2.00712864,0,0
14.833,5.46,2.64,3,3.647738137,0,0
14.875,5.46,3.31,1,1.012290966,0,0
14.917,4.9,4.02,3,5.707226654,0,0
14.958,4.35,3.92,4,6.195918845,0,0
15,4.9,4.61,4,6.16101226,0,0
15.042,4.9,4.76,3,0.558505361,0,0
15.083,4.9,4.61,4,0,0,0
15.125,4.9,4.61,4,0,0,0
15.167,4.9,4.46,6,0.628318531,0,0
15.208,4.9,4.46,5,0.680678408,0,0
15.25,4.9,4.46,4,0.471238898,0,0
15.292,4.35,4.21,2,5.846852994,0,0
15.333,4.9,4.89,3,0.157079633,0,3.02
15.375,4.9,4.89,6,1.413716694,0,11.97
15.417,4.9,4.89,6,5.934119457,0,46.02
15.458,4.35,4.34,5,5.951572749,0,49.05
15.5,4.35,4.34,6,5.689773362,0,66.94
15.542,4.9,4.89,4,6.23082543,0,109.02
15.583,4.9,4.89,7,6.091199089,0,71.01
15.625,5.46,5.45,7,1.274090354,0,51.02
15.667,5.46,5.32,5,1.308996939,0,18.01
15.708,5.46,5.17,5,0.331612558,0,3.02
15.75,4.9,4.76,3,6.108652382,0,0
15.792,4.9,4.76,4,0.453785606,0,0
15.833,4.35,4.21,4,0.523598776,0,0
15.875,3.79,3.65,8,0.13962634,0,0
15.917,2.68,2.54,6,6.23082543,0,0
15.958,2.68,2.67,4,5.864306287,0,0
16,3.24,3.23,6,5.777039824,5,0
16.042,3.24,3.23,5,5.515240436,5,0
16.083,3.24,3.23,6,5.550147021,5,0
16.125,3.24,3.23,7,5.550147021,5,0
16.167,3.24,3.23,5,5.689773362,5,0
16.208,3.79,3.78,3,5.113814708,5,0
16.25,3.24,3.23,5,5.497787144,5,0
16.292,3.79,3.78,5,5.637413484,5,0
16.333,3.79,3.78,5,5.480333851,5,5
16.375,4.35,4.34,6,5.672320069,5,18.01
16.417,4.9,4.89,6,5.672320069,5,28.94
16.458,4.9,4.89,4,5.777039824,5,31.96
16.5,6.57,6.56,1,1.780235837,5,31.03
16.542,6.57,6.56,2,5.358160804,5,23.94
16.583,7.68,7.67,5,2.548180708,5,18.94
16.625,8.24,7.49,5,2.21656815,5,11.97
16.667,8.24,7.18,8,2.49582083,5,6.97
16.708,8.24,7.49,4,2.862339973,5,1.98
16.75,8.24,7.18,9,2.827433388,5,0
16.792,7.68,6.78,12,2.897246558,5,0
16.833,7.12,6.83,4,5.515240436,5,0
16.875,7.12,7.11,6,3.036872898,5,0
16.917,7.12,6.83,1,5.724679947,5,0
16.958,7.12,7.11,2,4.29350996,5,0
17,7.12,6.97,6,3.769911184,0,0
17.042,7.12,6.22,6,2.600540585,0,0
17.083,6.01,4.81,8,3.141592654,0,0
17.125,5.46,5.02,8,2.775073511,0,0
17.167,4.9,4.32,4,3.560471674,0,0
17.208,5.46,4.42,5,2.600540585,0,0
17.25,5.46,4.87,5,3.054326191,0,0
17.292,3.79,3.21,6,4.118977035,0,0
17.333,3.79,3.5,3,2.530727415,0,13.02
17.375,4.35,4.21,5,2.775073511,0,66.01
17.417,3.24,2.96,7,2.827433388,0,62.99
17.458,6.01,4.66,8,3.368485456,0,313.92
17.5,6.57,4.73,6,3.124139361,0,341.93
17.542,4.9,3.87,5,3.525565089,0,165.97
17.583,5.46,5.02,6,2.530727415,0,149
17.625,4.35,3.92,5,3.211405824,0,67.99
17.667,4.35,4.06,6,2.792526803,0,67.99
17.708,4.35,3.92,3,2.792526803,0,11.04
17.75,3.79,3.5,5,3.159045946,0,0
17.792,3.79,3.5,5,3.124139361,0,0
17.833,3.79,2.92,6,2.827433388,0,0
17.875,3.79,3.36,3,3.141592654,0,0
17.917,3.79,3.06,4,3.630284844,0,0
17.958,3.79,3.36,4,3.577924967,0,0
18,3.79,3.36,4,3.857177647,2,0
18.042,3.24,3.1,2,5.427973974,2,0
18.083,3.24,3.23,1,0.017453293,2,0
18.125,3.24,3.23,5,5.497787144,2,0
18.167,3.79,3.78,2,5.410520681,2,0
18.208,3.24,3.23,6,5.585053606,2,0
18.25,3.79,3.78,3,5.567600314,2,0
18.292,3.79,3.78,5,5.550147021,2,0
18.333,3.79,3.78,5,5.689773362,2,10
18.375,3.79,3.78,5,5.881759579,2,34.98
18.417,3.24,3.23,7,5.916666164,2,51.02
18.458,3.24,3.23,6,5.759586532,2,72.99
18.5,2.68,2.67,7,5.916666164,2,43.93
18.542,2.12,2.11,5,5.759586532,2,28.01
18.583,2.12,2.11,6,5.742133239,2,31.03
18.625,2.12,2.11,6,5.532693729,2,51.95
18.667,2.12,2.11,4,5.567600314,2,24.99
18.708,2.12,2.11,4,5.602506899,2,3.95
18.75,2.68,2.67,4,5.515240436,2,0
18.792,2.68,2.67,4,5.462880559,2,0
18.833,2.68,2.67,4,5.480333851,2,0
18.875,2.68,2.67,5,5.602506899,2,0
18.917,3.24,3.23,5,5.532693729,2,0
18.958,3.24,3.23,5,5.497787144,2,0
19,3.24,3.23,7,5.742133239,0,0
19.042,3.79,3.78,6,5.585053606,0,0
19.083,4.35,4.34,5,5.480333851,0,0
19.125,3.79,3.78,6,5.550147021,0,0
19.167,3.79,3.78,6,5.497787144,0,0
19.208,4.35,4.34,6,5.567600314,0,0
19.25,4.35,4.34,7,5.585053606,0,0
19.292,4.9,4.89,5,5.567600314,0,0
19.333,4.9,4.89,7,5.585053606,0,10
19.375,4.9,4.89,8,5.637413484,0,18.94
19.417,5.46,5.45,6,5.585053606,0,48
19.458,6.01,6,6,5.497787144,0,79.96
19.5,6.57,6.56,5,5.619960191,0,137.96
19.542,7.12,7.11,5,5.462880559,0,129.94
19.583,7.68,7.67,5,5.497787144,0,112.97
19.625,7.68,7.67,4,5.567600314,0,94.95
19.667,7.68,7.67,4,5.689773362,0,43
19.708,7.68,7.67,5,5.619960191,0,8.02
19.75,7.68,7.67,2,5.532693729,0,0
19.792,7.68,7.67,3,5.550147021,0,0
19.833,7.68,7.67,1,2.635447171,0,0
19.875,7.68,7.67,2,3.665191429,0,0
19.917,7.68,7.67,3,5.410520681,0,0
19.958,7.68,7.67,4,5.916666164,0,0
20,8.24,8.23,3,5.637413484,0,0
20.042,9.35,9.34,7,2.897246558,0,0
20.083,9.35,9.34,11,2.757620218,0,0
20.125,9.9,9.89,9,2.792526803,0,0
20.167,9.9,9.89,13,2.792526803,0,0
20.208,8.79,8.78,6,4.328416545,0,0
20.25,7.68,7.23,5,3.525565089,0,0
20.292,6.57,5.98,7,3.193952531,0,0
20.333,6.57,5.83,4,3.089232776,0,8.02
20.375,6.57,6.42,8,2.408554368,0,67.99
20.417,7.12,6.53,7,2.565634,0,158.99
20.458,7.12,7.11,5,2.164208272,0,117.97
20.5,7.68,7.23,6,2.565634,0,145.98
20.542,6.57,5.52,8,2.635447171,0,51.02
20.583,7.12,6.22,4,3.403392041,0,144
20.625,6.57,5.83,6,3.159045946,0,132.96
20.667,5.46,4.42,6,3.577924967,0,59.97
20.708,4.9,4.17,7,3.525565089,0,11.04
20.75,4.35,3.62,7,3.979350695,0,0
20.792,3.79,3.21,7,3.822271062,0,0
20.833,3.79,3.5,6,2.914699851,0,0
20.875,3.24,2.67,7,3.735004599,0,0
20.917,3.24,2.81,4,3.385938749,0,0
20.958,2.68,2.4,2,3.089232776,0,0
21,2.68,2.4,3,2.478367538,0,0
21.042,2.68,2.11,3,3.211405824,0,0
21.083,2.12,1.55,6,3.735004599,0,0
21.125,2.12,1.4,2,2.792526803,0,0
21.167,2.12,1.26,5,2.583087293,0,0
21.208,2.12,0.96,7,2.687807048,0,0
21.25,1.57,0.86,4,2.740166926,0,0
21.292,2.12,1.11,6,2.879793266,0,0
21.333,3.79,1.83,6,2.513274123,0,69.04
21.375,4.9,2.76,5,2.199114858,0,236.86
21.417,6.01,2.83,4,2.722713633,0,323.91
21.458,6.01,2.47,4,2.809980096,0,255.92
21.5,6.57,3.02,4,4.276056667,0,185.96
21.542,8.79,3.01,2,1.256637061,0,290.9
21.583,9.35,3.75,3,1.972222055,0,311.94
21.625,10.46,3.04,1,5.567600314,0,328.91
21.667,8.24,-0.76,2,0.715584993,0,157.95
21.708,6.57,-3.36,7,0.663225116,0,14.99
21.75,4.9,-2.89,5,1.082104136,0,0
21.792,4.9,-2.89,6,0.628318531,0,0
21.833,4.35,-2.49,6,0.802851456,0,0
21.875,3.79,-2.8,4,0,0,0
21.917,3.24,-2.69,2,5.777039824,0,0
21.958,2.68,-3.64,2,6.126105675,0,0
22,2.68,-3.85,0,4.08407045,0,0
22.042,1.57,-2.55,3,4.241150082,0,0
22.083,-0.1,-0.72,3,5.881759579,0,0
22.125,-0.65,-1.14,4,5.567600314,0,0
22.167,-0.65,-1.14,4,5.707226654,0,0
22.208,-1.21,-1.45,2,3.368485456,0,0
22.25,-1.21,-1.45,4,2.111848395,0,0
22.292,-1.21,-1.45,2,5.829399702,0,0
22.333,-0.65,-0.89,1,2.024581932,0,24.99
22.375,1.01,0.59,1,2.443460953,0,130.98
22.417,2.12,1.55,3,1.727875959,0,281.96
22.458,3.79,2.77,4,2.07694181,0,413.87
22.5,7.12,2.81,1,2.094395102,0,465.92
22.542,7.68,2.16,4,1.954768762,0,454.89
22.583,10.46,0.77,2,3.612831552,0,414.8
22.625,8.24,1.85,2,3.543018382,0,166.9
22.667,7.68,2.16,2,3.193952531,0,110.99
22.708,6.57,-1.81,4,3.019419606,0,29.99
22.75,6.01,0.56,3,4.08407045,0,0
22.792,6.01,0.77,0,3.071779484,0,0
22.833,4.9,1.75,4,5.742133239,0,0
22.875,4.9,1.22,3,2.984513021,0,0
22.917,4.35,1.55,1,5.550147021,0,0
22.958,4.35,1.89,0,3.193952531,0,0
23,3.24,1.92,1,5.393067389,0,0
23.042,2.68,1.66,3,5.515240436,0,0
23.083,2.68,1.66,0,4.764748858,0,0
23.125,1.01,0.73,0,2.967059728,0,0
23.167,0.46,0.32,3,2.338741198,0,0
23.208,0.46,0.32,1,2.949606436,0,0
23.25,-0.1,-0.22,2,5.201081171,0,0
23.292,0.46,0.32,0,1.727875959,0,0
23.333,1.01,0.87,2,2.775073511,0,41.03
23.375,3.79,3.5,1,2.391101075,0,217.92
23.417,4.35,4.06,2,6.195918845,0,291.95
23.458,4.9,4.61,2,1.640609497,0,322.87
23.5,8.24,5.35,4,2.181661565,0,468.76
23.542,8.79,5.54,6,2.21656815,0,419.79
23.583,11.01,6.36,7,2.164208272,0,406.89
23.625,11.57,6.9,6,2.111848395,0,318.91
23.667,11.57,7.3,4,2.35619449,0,163.99
23.708,11.01,7.51,5,2.617993878,0,16.04
23.75,9.9,7.15,2,5.515240436,0,0
23.792,9.35,7.13,2,5.253441049,0,0
23.833,7.68,6.62,3,5.585053606,0,0
23.875,8.24,6.54,4,5.323254219,0,0
23.917,7.12,6.83,2,1.745329252,0,0
23.958,6.57,6.28,1,5.585053606,0,0
24,6.01,5.72,0,5.637413484,0,0
24.042,5.46,5.45,3,3.054326191,0,0
24.083,4.9,4.89,0,5.201081171,0,0
