WHI dam release 2018 flow allocation the same as Cal/Val YC 08/14/2023,,,
",,,",,,
JDAY,Wdaml,Wdamu,SPILL
13.625,5.798,0,0
13.667,5.796,0,0
13.708,5.752,0,0
13.750,5.766,0,0
13.792,5.784,0,0
13.833,5.792,0,0
13.875,5.798,0,0
13.917,5.443,0.353,0
13.958,5.361,0.435,0
14.000,5.323,0.475,0
14.042,5.284,0.514,0
14.083,5.798,0,0
14.125,5.233,0.567,0
14.167,5.243,0.557,0
14.208,5.248,0.552,0
14.250,5.8,0,0
14.292,5.8,0,0
14.333,5.8,0,0
14.375,5.8,0,0
14.417,4.494,1.306,0
14.458,4.507,1.293,0
14.500,4.503,1.295,0
14.542,5.284,0.516,0
14.583,4.493,1.303,0
14.625,5.272,0.524,0
14.667,5.288,0.51,0
14.708,5.283,0.511,0
14.750,5.79,0,0
14.792,5.794,0,0
14.833,5.356,0.44,0
14.875,5.792,0,0
14.917,5.794,0,0
14.958,5.796,0,0
15.000,5.798,0,0
15.042,5.798,0,0
15.083,5.798,0,0
15.125,5.798,0,0
15.167,5.784,0,0
15.208,5.816,0,0
15.250,5.401,0.381,0
15.292,5.422,0.394,0
15.333,5.458,0.342,0
15.375,5.418,0.364,0
15.417,4.708,1.092,0
15.458,4.703,1.113,0
15.500,4.662,1.12,0
15.542,5.404,0.396,0
15.583,5.426,0.39,0
15.625,5.393,0.389,0
15.667,5.449,0.365,0
15.708,5.395,0.387,0
15.750,5.403,0.395,0
15.792,5.438,0.36,0
15.833,5.449,0.349,0
15.875,5.434,0.366,0
15.917,5.8,0,0
15.958,5.527,0.273,0
16.000,5.8,0,0
16.042,5.8,0,0
16.083,5.8,0,0
16.125,5.67,0.13,0
16.167,5.668,0.132,0
16.208,5.718,0.082,0
16.250,5.691,0.109,0
16.292,5.682,0.118,0
16.333,5.694,0.106,0
16.375,5.719,0.081,0
16.417,5.768,0.032,0
16.458,5.793,0.007,0
16.500,5.033,0.767,0
16.542,5.14,0.66,0
16.583,5.248,0.552,0
16.625,5.288,0.51,0
16.667,5.8,0,0
16.708,5.798,0,0
16.750,5.798,0,0
16.792,5.144,0.654,0
16.833,5.092,0.708,0
16.875,5.8,0,0
16.917,5.798,0,0
16.958,5.8,0,0
17.000,5.8,0,0
17.042,5.8,0,0
17.083,5.798,0,0
17.125,5.8,0,0
17.167,5.8,0,0
17.208,5.798,0,0
17.250,5.782,0,0
17.292,5.816,0,0
17.333,5.8,0,0
17.375,5.782,0,0
17.417,5.816,0,0
17.458,5.151,0.647,0
17.500,5.782,0,0
17.542,5.8,0,0
17.583,5.814,0,0
17.625,5.782,0,0
17.667,5.798,0,0
17.708,5.798,0,0
17.750,5.798,0,0
17.792,5.798,0,0
17.833,5.796,0,0
17.875,5.814,0,0
17.917,5.782,0,0
17.958,5.798,0,0
18.000,5.798,0,0
18.042,5.8,0,0
18.083,5.8,0,0
18.125,5.798,0,0
18.167,5.798,0,0
18.208,5.8,0,0
18.250,5.798,0,0
18.292,5.8,0,0
18.333,5.798,0,0
18.375,5.8,0,0
18.417,5.8,0,0
18.458,5.778,0,0
18.500,5.8,0,0
18.542,5.8,0,0
18.583,5.798,0,0
18.625,5.798,0,0
18.667,5.798,0,0
18.708,5.798,0,0
18.750,5.8,0,0
18.792,5.798,0,0
18.833,5.798,0,0
18.875,5.798,0,0
18.917,5.798,0,0
18.958,5.8,0,0
19.000,5.8,0,0
19.042,5.8,0,0
19.083,5.625,0.175,0
19.125,5.518,0.264,0
19.167,5.485,0.331,0
19.208,5.303,0.495,0
19.250,5.78,0,0
19.292,5.812,0,0
19.333,5.794,0,0
19.375,5.778,0,0
19.417,5.345,0.465,0
19.458,3.983,1.811,0
19.500,5.512,0.266,0
19.542,5.636,0.158,0
19.583,5.705,0.105,0
19.625,5.612,0.168,0
19.667,5.706,0.09,0
19.708,5.608,0.204,0
19.750,5.782,0,0
19.792,5.8,0,0
19.833,5.798,0,0
19.875,5.798,0,0
19.917,5.796,0,0
19.958,5.812,0,0
20.000,5.778,0,0
20.042,5.794,0,0
20.083,5.794,0,0
20.125,5.794,0,0
20.167,5.794,0,0
20.208,5.794,0,0
20.250,5.794,0,0
20.292,5.794,0,0
20.333,5.794,0,0
20.375,5.794,0,0
20.417,5.794,0,0
20.458,5.249,0.545,0
20.500,3.221,2.573,0
20.542,3.431,2.365,0
20.583,3.665,2.133,0
20.625,5.798,0,0
20.667,4.147,1.651,0
20.708,5.788,0.01,0
20.750,5.708,0.09,0
20.792,5.635,0.163,0
20.833,5.589,0.209,0
20.875,5.698,0.098,0
20.917,5.796,0,0
20.958,5.796,0,0
21.000,5.798,0,0
21.042,5.794,0,0
21.083,5.778,0,0
21.125,5.812,0,0
21.167,5.798,0,0
21.208,5.778,0,0
21.250,5.812,0,0
21.292,5.798,0,0
21.333,5.796,0,0
21.375,5.796,0,0
21.417,5.78,0,0
21.458,5.812,0,0
21.500,5.796,0,0
21.542,5.78,0,0
21.583,5.798,0,0
21.625,5.814,0,0
21.667,5.78,0,0
21.708,5.794,0,0
21.750,5.81,0,0
21.792,5.778,0,0
21.833,5.794,0,0
21.875,5.81,0,0
21.917,5.778,0,0
21.958,5.796,0,0
22.000,5.794,0,0
22.042,5.796,0,0
22.083,5.796,0,0
22.125,5.796,0,0
22.167,5.794,0,0
22.208,5.794,0,0
22.250,5.794,0,0
22.292,5.796,0,0
22.333,5.796,0,0
22.375,5.794,0,0
22.417,5.794,0,0
22.458,5.794,0,0
22.500,5.794,0,0
22.542,5.794,0,0
22.583,5.794,0,0
22.625,5.794,0,0
22.667,5.796,0,0
22.708,5.796,0,0
22.750,5.794,0,0
22.792,5.794,0,0
22.833,5.794,0,0
22.875,5.794,0,0
22.917,5.794,0,0
22.958,5.794,0,0
23.000,5.794,0,0
23.042,5.778,0,0
23.083,5.81,0,0
23.125,5.794,0,0
23.167,5.778,0,0
23.208,5.81,0,0
23.250,5.778,0,0
23.292,5.81,0,0
23.333,5.778,0,0
23.375,5.794,0,0
23.417,5.81,0,0
23.458,5.778,0,0
23.500,0,5.794,0
23.542,0,5.81,0
23.583,0,5.78,0
23.625,5.798,0,0
23.667,5.798,0,0
23.708,5.798,0,0
23.750,4.82,0.978,0
23.792,3.67,2.128,0
23.833,2.782,3.018,0
23.875,2.084,3.716,0
23.917,0.37,5.43,0
23.958,0,5.8,0
24.000,0,5.798,0
24.042,0,5.8,0
24.083,0,5.8,0
24.125,0,5.8,0
24.167,0,5.8,0
24.208,0,5.8,0
24.250,0,5.8,0
24.292,0,5.798,0
24.333,0,5.798,0
24.375,0,5.784,0
24.417,0,5.81,0
24.458,0,5.81,0
24.500,0,5.81,0
24.542,0,5.81,0
24.583,0,5.81,0
24.625,0,5.81,0
24.667,0,5.81,0
24.708,0,5.81,0
24.750,0,5.81,0
24.792,0,5.81,0
24.833,0,5.81,0
24.875,0,5.81,0
24.917,0,5.81,0
24.958,0,5.794,0
25.000,0,5.826,0
25.042,0,5.81,0
25.083,0,5.794,0
25.125,0,5.81,0
25.167,0,5.826,0
25.208,0,5.81,0
25.250,0,5.81,0
25.292,0,5.794,0
25.333,0,5.81,0
25.375,0,5.81,0
25.417,0,5.81,0
25.458,0,5.81,0
25.500,0,5.81,0
25.542,0,5.81,0
25.583,0,5.81,0
25.625,0,5.81,0
25.667,0,5.81,0
25.708,0,5.81,0
25.750,0,5.81,0
25.792,0,5.81,0
25.833,0,5.81,0
25.875,0,5.81,0
25.917,0,5.81,0
25.958,0,5.81,0
26.000,0,5.81,0
26.042,0,5.81,0
26.083,0,5.81,0
26.125,0,5.81,0
26.167,0,5.81,0
26.208,0,5.81,0
26.250,0,5.81,0
26.292,0,5.81,0
26.333,0,5.81,0
26.375,0,5.81,0
26.417,0,5.81,0
26.458,0,5.81,0
26.500,0,5.81,0
26.542,0,5.81,0
26.583,0,5.81,0
26.625,0,5.81,0
26.667,0,5.794,0
26.708,0,5.826,0
26.750,0,5.81,0
26.792,0,5.81,0
26.833,0,5.794,0
26.875,0,5.826,0
26.917,0,5.81,0
26.958,0,5.794,0
27.000,0,5.826,0
27.042,0,5.81,0
27.083,0,5.794,0
27.125,0,5.81,0
27.167,0,5.826,0
27.208,0,5.794,0
27.250,0,5.81,0
27.292,0,5.826,0
27.333,0,5.794,0
27.375,0,5.81,0
27.417,0,5.826,0
27.458,0,5.794,0
27.500,0,5.81,0
27.542,0,5.81,0
27.583,0,5.81,0
27.625,0,5.81,0
27.667,0,5.812,0
27.708,0,5.812,0
27.750,0,5.81,0
27.792,0,5.81,0
27.833,0,5.81,0
27.875,0,5.81,0
27.917,0,5.81,0
27.958,0,5.81,0
28.000,0,5.81,0
28.042,0,5.81,0
28.083,0,5.81,0
28.125,0,5.81,0
28.167,0,5.81,0
28.208,0,5.81,0
28.250,0,5.81,0
28.292,0,5.81,0
28.333,0,5.81,0
28.375,0,5.81,0
28.417,0,5.81,0
28.458,0,5.81,0
28.500,0,5.81,0
28.542,0,5.812,0
28.583,0,5.814,0
28.625,0,5.812,0
28.667,0,5.802,0
28.708,0,5.806,0
28.750,0,5.794,0
28.792,0,5.79,0
28.833,0,5.786,0
28.875,0,5.79,0
28.917,0,5.786,0
28.958,0,5.79,0
29.000,0,5.766,0
29.042,0,5.814,0
29.083,0,5.794,0
29.125,0,5.81,0
29.167,0,5.83,0
29.208,0,5.798,0
29.250,0,5.83,0
29.292,0,5.798,0
29.333,0,5.814,0
29.375,0,5.832,0
29.417,0,5.798,0
29.458,0,5.814,0
29.500,0,5.83,0
29.542,0,5.798,0
29.583,0,5.814,0
29.625,0,5.812,0
29.667,0,5.814,0
29.708,0,5.806,0
29.750,0,5.802,0
29.792,0,5.798,0
29.833,0,5.788,0
29.875,0,5.808,0
29.917,0,5.81,0
29.958,0,5.814,0
30.000,0,5.814,0
30.042,0,5.814,0
30.083,0,5.814,0
30.125,0,5.814,0
30.167,0,5.814,0
30.208,0.729,5.085,0
30.250,0.661,5.153,0
30.292,0.631,5.179,0
30.333,0.588,5.224,0
30.375,0.637,5.175,0
30.417,0.619,5.195,0
30.458,0.552,5.262,0
30.500,0.489,5.325,0
30.542,0.445,5.369,0
30.583,1.569,4.245,0
30.625,3.531,2.283,0
30.667,3.474,2.338,0
30.708,3.39,2.418,0
30.750,4.652,1.146,0
30.792,4.606,1.192,0
30.833,4.507,1.291,0
30.875,4.437,1.375,0
30.917,4.37,1.44,0
30.958,5.814,0,0
31.000,5.814,0,0
31.042,5.798,0,0
31.083,5.83,0,0
31.125,5.812,0.002,0
31.167,3.921,1.893,0
31.208,5.583,0.215,0
31.250,5.531,0.299,0
31.292,3.673,2.123,0
31.333,3.543,2.213,0
31.375,2.03,2.862,0
31.417,2.419,3.343,0
31.458,2.397,3.379,0
31.500,0.913,4.867,0
31.542,0.925,4.819,0
31.583,0,5.762,0
31.625,0,5.78,0
31.667,0.869,4.881,0
31.708,2.207,3.559,0
31.750,2.139,3.627,0
31.792,2.081,3.685,0
31.833,2.066,3.7,0
31.875,3.058,2.708,0
31.917,3.049,2.717,0
31.958,3.021,2.745,0
32.000,2.996,2.77,0
32.042,3.013,2.753,0
32.083,2.09,3.676,0
32.125,3.172,2.594,0
32.167,3.258,2.508,0
32.208,3.328,2.438,0
32.250,3.396,2.37,0
32.292,3.567,2.199,0
32.333,3.689,2.077,0
32.375,3.571,2.195,0
32.417,2.804,2.962,0
32.458,1.706,4.06,0
32.500,2.727,3.007,0
32.542,2.794,2.988,0
32.583,1.798,3.968,0
32.625,2.792,2.958,0
32.667,2.836,2.946,0
32.708,3.438,2.328,0
32.750,3.403,2.347,0
32.792,3.221,2.545,0
32.833,4.454,1.328,0
32.875,4.371,1.379,0
32.917,4.366,1.4,0
32.958,2.946,2.836,0
33.000,2.146,3.604,0
33.042,2.12,3.662,0
33.083,2.11,3.64,0
33.125,2.189,3.577,0
33.167,2.195,3.587,0
33.208,2.546,3.204,0
33.250,1.882,3.884,0
33.292,1.966,3.8,0
33.333,2.089,3.677,0
33.375,2.256,3.51,0
33.417,2.448,3.318,0
33.458,2.463,3.303,0
33.500,2.367,3.399,0
33.542,3.024,2.742,0
33.583,2.848,2.918,0
33.625,2.52,3.246,0
33.667,2.769,2.997,0
33.708,2.456,3.31,0
33.750,2.972,2.794,0
33.792,2.96,2.806,0
33.833,2.994,2.772,0
33.875,3.105,2.661,0
33.917,2.505,3.261,0
33.958,3.4,2.366,0
34.000,2.792,2.974,0
34.042,3.152,2.614,0
34.083,3.514,2.252,0
34.125,4.291,1.475,0
34.167,4.422,1.344,0
34.208,4.474,1.292,0
34.250,3.905,1.861,0
34.292,3.817,1.949,0
34.333,3.619,2.147,0
34.375,2.853,2.913,0
34.417,2.798,2.968,0
34.458,3.081,2.685,0
34.500,3.244,2.506,0
34.542,3.258,2.524,0
34.583,3.513,2.253,0
34.625,2.947,2.807,0
34.667,3.604,2.182,0
34.708,3.39,2.38,0
34.750,3.087,2.683,0
34.792,3.398,2.37,0
34.833,3.303,2.463,0
34.875,2.901,2.849,0
34.917,2.973,2.811,0
34.958,3.158,2.608,0
35.000,2.917,2.833,0
35.042,3.227,2.555,0
35.083,3.52,2.23,0
35.125,3.784,1.982,0
35.167,3.358,2.424,0
35.208,3.48,2.27,0
35.250,3.594,2.188,0
35.292,3.32,2.43,0
35.333,3.466,2.3,0
35.375,3.113,2.653,0
35.417,2.701,3.065,0
35.458,2.03,3.736,0
35.500,2.604,3.162,0
35.542,2.692,3.074,0
35.583,2.524,3.246,0
35.625,2.982,2.788,0
35.667,2.782,2.988,0
35.708,3.87,1.9,0
35.750,3.726,2.044,0
35.792,3.52,2.25,0
35.833,2.495,3.275,0
35.875,2.316,3.454,0
35.917,2.205,3.565,0
35.958,2.384,3.386,0
36.000,2.273,3.497,0
36.042,1.704,4.066,0
36.083,2.082,3.688,0
36.125,3.692,2.078,0
36.167,3.761,2.007,0
36.208,3.667,2.101,0
36.250,2.449,3.317,0
36.292,2.063,3.703,0
36.333,3.031,2.735,0
36.375,2.389,3.377,0
36.417,2.568,3.182,0
36.458,2.476,3.306,0
36.500,2.771,2.995,0
36.542,2.489,3.263,0
36.583,2.762,3.024,0
36.625,3.146,2.624,0
36.667,3.36,2.394,0
36.708,3.186,2.6,0
36.750,2.783,2.987,0
36.792,2.805,2.949,0
36.833,2.756,3.03,0
36.875,2.834,2.92,0
36.917,3.02,2.75,0
36.958,2.826,2.942,0
37.000,3.122,2.644,0
37.042,3.439,2.327,0
37.083,3.658,2.108,0
37.125,4.141,1.641,0
37.167,4.187,1.563,0
37.208,4.3,1.466,0
37.250,4.119,1.647,0
37.292,4.399,1.369,0
37.333,4.364,1.778,0
37.375,3.667,2.285,0
37.417,3.789,2.441,0
37.458,3.458,2.78,0
37.500,2.117,3.497,0
37.542,1.775,4.519,0
37.583,1.611,4.591,0
37.625,1.457,4.733,0
37.667,0.972,5.216,0
37.708,0.932,5.256,0
37.750,1.464,4.724,0
37.792,2.515,3.673,0
37.833,2.8,3.39,0
37.875,3.035,3.155,0
37.917,3.509,2.681,0
37.958,3.753,2.437,0
38.000,3.781,2.409,0
38.042,3.559,2.631,0
38.083,3.504,2.688,0
38.125,3.259,2.933,0
38.167,2.858,3.338,0
38.208,2.405,3.793,0
38.250,2.109,4.075,0
38.292,2.266,3.952,0
38.333,2.04,4.164,0
38.375,1.98,4.206,0
38.417,1.549,4.675,0
38.458,1.058,5.15,0
38.500,0.326,5.858,0
38.542,0.104,6.106,0
38.583,0,6.172,0
38.625,0,6.19,0
38.667,0,6.206,0
38.708,0,6.172,0
38.750,0.011,6.179,0
38.792,0.625,5.581,0
38.833,0.213,5.959,0
38.875,0,6.19,0
38.917,0,6.19,0
38.958,0,6.19,0
39.000,0,6.19,0
39.042,0,6.19,0
39.083,0.095,6.095,0
39.125,0.306,5.884,0
39.167,0.548,5.642,0
39.208,0.765,5.425,0
39.250,0.937,5.253,0
39.292,1.442,4.748,0
39.333,1.145,5.047,0
39.375,1.173,5.021,0
39.417,0.916,5.28,0
39.458,0.417,5.775,0
39.500,0,6.19,0
39.542,0,6.19,0
39.583,0,6.19,0
39.625,0,6.19,0
39.667,0.205,5.983,0
39.708,0.917,5.271,0
39.750,1.552,4.636,0
39.792,2.194,3.996,0
39.833,2.09,4.1,0
39.875,1.934,4.256,0
39.917,1.849,4.341,0
39.958,1.813,4.379,0
40.000,1.831,4.361,0
40.042,1.902,4.29,0
40.083,1.931,4.261,0
40.125,2.197,3.995,0
40.167,1.82,4.354,0
40.208,1.694,4.514,0
40.250,2.246,3.928,0
40.292,2.304,3.904,0
40.333,2.389,3.803,0
40.375,2.076,4.098,0
40.417,1.753,4.457,0
40.458,1.316,4.858,0
40.500,1.161,5.029,0
40.542,0.616,5.592,0
40.583,0.643,5.531,0
40.625,0,6.192,0
40.667,0,6.21,0
40.708,0.266,5.912,0
40.750,1.044,5.15,0
40.792,1.192,5.002,0
40.833,1.162,5.03,0
40.875,1.299,4.911,0
40.917,1.101,5.075,0
40.958,0.785,5.409,0
41.000,0.867,5.345,0
41.042,0.586,5.592,0
41.083,1.134,5.062,0
41.125,0.651,5.547,0
41.167,1.268,4.932,0
41.208,1.576,4.628,0
41.250,1.933,4.275,0
41.292,2,4.214,0
41.333,1.781,4.437,0
41.375,1.894,4.326,0
41.417,2.705,3.515,0
41.458,3.884,2.334,0
41.500,4.993,1.223,0
41.542,4.811,1.401,0
41.583,5.218,0.988,0
41.625,4.937,1.263,0
41.667,0,6.194,0
41.708,0,6.194,0
41.750,0,6.194,0
41.792,0,6.194,0
41.833,1.1,5.094,0
41.875,3.181,3.017,0
41.917,4.831,1.375,0
41.958,5.144,1.068,0
42.000,5.223,0.991,0
42.042,4.993,1.227,0
42.083,4.759,1.463,0
42.125,4.4,1.814,0
42.167,4.114,2.102,0
42.208,3.78,2.42,0
42.250,3.755,2.483,0
42.292,3.591,2.613,0
42.333,3.847,2.393,0
42.375,3.798,2.424,0
42.417,3.378,2.828,0
42.458,2.755,3.467,0
42.500,2.257,3.983,0
42.542,1.431,4.773,0
42.583,0.589,5.629,0
42.625,0.842,5.396,0
42.667,1.14,5.064,0
42.708,1.789,4.431,0
42.750,2.395,3.823,0
42.792,2.376,3.842,0
42.833,2.524,3.696,0
42.875,2.426,3.796,0
42.917,2.532,3.686,0
42.958,2.103,4.115,0
43.000,1.735,4.477,0
43.042,1.893,4.325,0
43.083,2.123,4.097,0
43.125,2.329,3.891,0
43.167,2.832,3.392,0
43.208,3.315,2.909,0
43.250,3.269,2.955,0
43.292,3.612,2.612,0
43.333,3.764,2.46,0
43.375,3.933,2.291,0
43.417,4.19,2.034,0
43.458,4.826,1.398,0
43.500,5.277,0.947,0
43.542,5.187,1.037,0
43.583,5.151,1.073,0
43.625,5.207,1.017,0
43.667,5.332,0.892,0
43.708,5.219,1.005,0
43.750,5.316,0.908,0
43.792,5.6,0.624,0
43.833,5.361,0.853,0
43.875,4.165,2.051,0
43.917,5.497,0.715,0
43.958,5.884,0.33,0
44.000,5.7,0.52,0
44.042,5.822,0.382,0
44.083,5.764,0.478,0
44.125,5.644,0.58,0
44.167,5.703,0.505,0
44.208,5.828,0.414,0
44.250,6.056,0.15,0
44.292,6.112,0.13,0
44.333,6.206,0,0
44.375,5.962,0.262,0
44.417,5.383,0.859,0
44.458,4.879,1.327,0
44.500,4.767,1.457,0
44.542,4.689,1.551,0
44.583,4.591,1.615,0
44.625,4.194,2.03,0
44.667,4.331,1.893,0
44.708,4.237,1.985,0
44.750,4.382,1.836,0
44.792,4.979,1.241,0
44.833,5.624,0.596,0
44.875,5.664,0.544,0
44.917,6.12,0.094,0
44.958,6.22,0,0
45.000,6.222,0,0
45.042,6.222,0,0
45.083,6.222,0,0
45.125,6.222,0,0
45.167,6.222,0,0
45.208,6.222,0,0
45.250,6.222,0,0
45.292,6.222,0,0
45.333,6.222,0,0
45.375,6.041,0.181,0
45.417,5.575,0.647,0
45.458,4.88,1.342,0
45.500,3.523,2.723,0
45.542,3.063,3.193,0
45.583,3.003,3.253,0
45.625,3.024,3.232,0
45.667,3.627,2.629,0
45.708,3.736,2.518,0
45.750,3.847,2.409,0
45.792,4.325,1.913,0
45.833,4.386,1.886,0
45.875,4.479,1.777,0
45.917,4.186,2.052,0
45.958,4.686,1.588,0
46.000,5.288,0.948,0
46.042,5.705,0.549,0
46.083,5.774,0.5,0
46.125,6.24,0,0
